,sa,timedifference,sequence no,length
33919,34:08:04:9b:31:79,31807.609832332004,25257,273
33920,34:08:04:9b:31:79,31808.493604000992,25267,273
33955,34:08:04:9b:31:79,31866.244813598998,25300,273
33956,34:08:04:9b:31:79,31866.261476273998,25301,273
33957,34:08:04:9b:31:79,31868.496858703,25327,273
33987,34:08:04:9b:31:79,31926.846732053004,25365,273
33988,34:08:04:9b:31:79,31926.84903974799,25366,273
33989,34:08:04:9b:31:79,31926.851413975004,25367,273
34029,34:08:04:9b:31:79,31986.849424084998,25426,273
34030,34:08:04:9b:31:79,31986.854173906002,25428,273
34031,34:08:04:9b:31:79,31987.602810079,25436,273
34032,34:08:04:9b:31:79,31987.608558642998,25437,273
34033,34:08:04:9b:31:79,31989.248585808993,25456,273
34034,34:08:04:9b:31:79,31989.250905309993,25457,273
34060,34:08:04:9b:31:79,32047.746907542998,25498,273
34061,34:08:04:9b:31:79,32047.749216512006,25499,273
34092,34:08:04:9b:31:79,32106.096094212,25538,273
34093,34:08:04:9b:31:79,32106.098366248,25539,273
34094,34:08:04:9b:31:79,32106.115681087,25540,273
34127,34:08:04:9b:31:79,32166.095605846,25600,273
34128,34:08:04:9b:31:79,32166.107793556002,25602,273
34129,34:08:04:9b:31:79,32166.243501438003,25604,273
34130,34:08:04:9b:31:79,32167.753426213996,25623,273
34132,34:08:04:9b:31:79,32168.368028288998,25628,273
34133,34:08:04:9b:31:79,32169.099165748004,25637,273
34151,34:08:04:9b:31:79,32228.951995038995,25687,273
34168,34:08:04:9b:31:79,32286.696423432993,25719,273
34169,34:08:04:9b:31:79,32286.698761755993,25720,273
34201,34:08:04:9b:31:79,32347.449983895,25788,273
34202,34:08:04:9b:31:79,32347.452629244,25789,273
34203,34:08:04:9b:31:79,32347.454879372992,25790,273
