,sa,timedifference,sequence no,length
65039,34:08:04:9b:31:79,81010.062377373,69797,273
65040,34:08:04:9b:31:79,81010.072648859,69798,273
65080,34:08:04:9b:31:79,81068.10368143399,69840,273
65081,34:08:04:9b:31:79,81068.113741217,69841,273
65082,34:08:04:9b:31:79,81070.211393848,69863,273
65083,34:08:04:9b:31:79,81070.233371976,69865,273
65084,34:08:04:9b:31:79,81070.81248308101,69869,273
65085,34:08:04:9b:31:79,81070.81484996498,69870,273
65086,34:08:04:9b:31:79,81070.817135304,69871,273
65107,34:08:04:9b:31:79,81128.106733376,69898,273
65108,34:08:04:9b:31:79,81128.117688617,69899,273
65109,34:08:04:9b:31:79,81130.213513468,69922,273
65133,34:08:04:9b:31:79,81188.10059582499,69954,273
65134,34:08:04:9b:31:79,81188.705021073,69960,273
65135,34:08:04:9b:31:79,81188.70731492998,69961,273
65136,34:08:04:9b:31:79,81188.70972708399,69962,273
65176,34:08:04:9b:31:79,81248.706050387,70021,273
65177,34:08:04:9b:31:79,81248.708321063,70022,273
65178,34:08:04:9b:31:79,81249.305403648,70027,273
65179,34:08:04:9b:31:79,81249.307622173,70028,273
65180,34:08:04:9b:31:79,81249.309968875,70029,273
65181,34:08:04:9b:31:79,81249.453255798,70030,273
65182,34:08:04:9b:31:79,81249.465202368,70032,273
65183,34:08:04:9b:31:79,81251.096146671,70051,273
65184,34:08:04:9b:31:79,81251.098389252,70052,273
65206,34:08:04:9b:31:79,81309.448353184,70090,273
65207,34:08:04:9b:31:79,81309.450627846,70091,273
65211,34:08:04:9b:31:79,81316.57019184399,70118,273
65212,34:08:04:9b:31:79,81316.578048451,70120,273
65213,34:08:04:9b:31:79,81318.67613839601,70142,273
65214,34:08:04:9b:31:79,81318.824487697,70145,273
65215,34:08:04:9b:31:79,81319.28594123799,70150,273
65242,34:08:04:9b:31:79,81376.569890484,70171,273
65243,34:08:04:9b:31:79,81376.573679457,70172,273
65244,34:08:04:9b:31:79,81378.682094997,70196,273
65245,34:08:04:9b:31:79,81378.82317484899,70197,273
65246,34:08:04:9b:31:79,81378.831982209,70199,273
65266,34:08:04:9b:31:79,81436.568225438,70226,273
65267,34:08:04:9b:31:79,81437.168773809,70231,273
65268,34:08:04:9b:31:79,81437.17102240601,70232,273
65270,34:08:04:9b:31:79,81437.772419809,70238,273
65271,34:08:04:9b:31:79,81438.815936259,70252,273
65272,34:08:04:9b:31:79,81438.818157199,70253,273
65273,34:08:04:9b:31:79,81439.418738708,70258,273
65274,34:08:04:9b:31:79,81439.421089029,70259,273
65298,34:08:04:9b:31:79,81497.77489533399,70289,273
65299,34:08:04:9b:31:79,81497.92061706,70291,273
65300,34:08:04:9b:31:79,81497.92291220499,70292,273
65327,34:08:04:9b:31:79,81557.915303492,70341,273
65328,34:08:04:9b:31:79,81557.917591115,70342,273
65329,34:08:04:9b:31:79,81557.926895104,70343,273
65330,34:08:04:9b:31:79,81558.063149223,70344,273
65331,34:08:04:9b:31:79,81558.065524033,70345,273
65332,34:08:04:9b:31:79,81558.06804599399,70346,273
