,sa,timedifference,sequence no,length
1515,00:f4:6f:9e:c6:eb,4932.490934811999,61440,149
1516,00:f4:6f:9e:c6:eb,4932.639836953999,61447,149
1517,00:f4:6f:9e:c6:eb,4932.7711921519995,61453,149
1519,00:f4:6f:9e:c6:eb,4932.814582673,61455,149
1520,00:f4:6f:9e:c6:eb,4932.882340733,61458,149
1523,00:f4:6f:9e:c6:eb,4934.894287689,61482,149
1524,00:f4:6f:9e:c6:eb,4936.667962361,61502,149
1525,00:f4:6f:9e:c6:eb,4936.940519604,61514,149
1526,00:f4:6f:9e:c6:eb,4937.054642135,61519,149
1599,00:f4:6f:9e:c6:eb,5191.0847220099995,65540,149
1600,00:f4:6f:9e:c6:eb,5191.104867836999,65541,149
1601,00:f4:6f:9e:c6:eb,5191.1284659719995,65542,149
1602,00:f4:6f:9e:c6:eb,5191.2828998879995,65549,149
1603,00:f4:6f:9e:c6:eb,5191.347291818,65552,149
1604,00:f4:6f:9e:c6:eb,5191.367441107,65553,149
1607,00:f4:6f:9e:c6:eb,5191.4998436139995,65559,149
1609,00:f4:6f:9e:c6:eb,5195.208402188,65588,149
1610,00:f4:6f:9e:c6:eb,5195.385760753,65597,149
1611,00:f4:6f:9e:c6:eb,5195.413281947,65598,149
1612,00:f4:6f:9e:c6:eb,5195.652476036,65609,149
1613,00:f4:6f:9e:c6:eb,5195.672721511999,65610,149
1614,00:f4:6f:9e:c6:eb,5195.967925567999,65623,149
