,sa,timedifference,sequence no,length
151,00:f4:6f:9e:c6:eb,629.3606235149999,8179,149
152,00:f4:6f:9e:c6:eb,629.3827540479999,8180,149
153,00:f4:6f:9e:c6:eb,629.446735497,8183,149
155,00:f4:6f:9e:c6:eb,629.46696174,8184,149
156,00:f4:6f:9e:c6:eb,629.619214074,8191,149
157,00:f4:6f:9e:c6:eb,629.6395051919999,8192,149
178,00:f4:6f:9e:c6:eb,633.641587345,8235,149
179,00:f4:6f:9e:c6:eb,633.6618418979999,8236,149
180,00:f4:6f:9e:c6:eb,634.064443762,8254,149
250,00:f4:6f:9e:c6:eb,917.659404449,12279,149
251,00:f4:6f:9e:c6:eb,917.862008732,12286,149
252,00:f4:6f:9e:c6:eb,917.882234318,12287,149
253,00:f4:6f:9e:c6:eb,917.9054326329999,12288,149
254,00:f4:6f:9e:c6:eb,917.969074112,12291,149
267,00:f4:6f:9e:c6:eb,922.048111781,12334,149
268,00:f4:6f:9e:c6:eb,922.0682136109999,12335,149
269,00:f4:6f:9e:c6:eb,922.317634238,12346,149
270,00:f4:6f:9e:c6:eb,922.337955526,12347,149
271,00:f4:6f:9e:c6:eb,922.408867914,12350,149
272,00:f4:6f:9e:c6:eb,922.429030314,12351,149
