,sa,timedifference,sequence no,length
9,00:f4:6f:9e:c6:eb,0.0,0,149
10,00:f4:6f:9e:c6:eb,0.020226001999997578,1,149
12,00:f4:6f:9e:c6:eb,4.009629164999996,45,149
13,00:f4:6f:9e:c6:eb,4.029502697999998,46,149
15,00:f4:6f:9e:c6:eb,4.472707093999997,66,149
16,00:f4:6f:9e:c6:eb,4.544582748,69,149
17,00:f4:6f:9e:c6:eb,4.564078102,70,149
18,00:f4:6f:9e:c6:eb,4.587356967999998,71,149
19,00:f4:6f:9e:c6:eb,4.607581948,72,149
82,00:f4:6f:9e:c6:eb,340.23835204299996,4083,149
83,00:f4:6f:9e:c6:eb,340.258783094,4084,149
85,00:f4:6f:9e:c6:eb,340.49828354600004,4095,149
86,00:f4:6f:9e:c6:eb,340.51769039500005,4096,149
87,00:f4:6f:9e:c6:eb,340.584282983,4099,149
88,00:f4:6f:9e:c6:eb,340.606353141,4100,149
89,00:f4:6f:9e:c6:eb,340.627435898,4101,149
90,00:f4:6f:9e:c6:eb,340.64766380400005,4102,149
91,00:f4:6f:9e:c6:eb,340.67083333799997,4103,149
104,00:f4:6f:9e:c6:eb,345.083742348,4144,149
105,00:f4:6f:9e:c6:eb,345.10401512799996,4145,149
109,00:f4:6f:9e:c6:eb,345.48760374100004,4162,149
110,00:f4:6f:9e:c6:eb,345.508089092,4163,149
113,00:f4:6f:9e:c6:eb,345.621167486,4168,149
114,00:f4:6f:9e:c6:eb,345.684682202,4171,149
