,sa,timedifference,sequence no,length
936,00:f4:6f:9e:c6:eb,3843.561350405,53262,149
937,00:f4:6f:9e:c6:eb,3843.6047114939997,53264,149
938,00:f4:6f:9e:c6:eb,3843.624997531,53265,149
939,00:f4:6f:9e:c6:eb,3843.6481913219995,53266,149
940,00:f4:6f:9e:c6:eb,3843.6680449150003,53267,149
953,00:f4:6f:9e:c6:eb,3845.65341002,53290,149
958,00:f4:6f:9e:c6:eb,3847.6109957139997,53307,149
959,00:f4:6f:9e:c6:eb,3847.625143231,53308,149
960,00:f4:6f:9e:c6:eb,3848.007852373,53325,149
961,00:f4:6f:9e:c6:eb,3848.02810175,53326,149
962,00:f4:6f:9e:c6:eb,3848.185972795,53333,149
1015,00:f4:6f:9e:c6:eb,4112.335915215001,57350,149
1016,00:f4:6f:9e:c6:eb,4112.552269026,57360,149
1017,00:f4:6f:9e:c6:eb,4112.572177080001,57361,149
1018,00:f4:6f:9e:c6:eb,4112.63888603,57364,149
1019,00:f4:6f:9e:c6:eb,4112.65810681,57365,149
1020,00:f4:6f:9e:c6:eb,4112.744166229,57369,149
1040,00:f4:6f:9e:c6:eb,4116.648559536,57406,149
1041,00:f4:6f:9e:c6:eb,4116.649810254,57407,149
1042,00:f4:6f:9e:c6:eb,4116.707711006001,57410,149
1043,00:f4:6f:9e:c6:eb,4116.727534129001,57411,149
1044,00:f4:6f:9e:c6:eb,4116.771022276001,57413,149
1045,00:f4:6f:9e:c6:eb,4116.977309392,57422,149
1046,00:f4:6f:9e:c6:eb,4116.996870094,57423,149
