,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
18271,88:36:6c:67:72:ec,carlynne,5220.5568,5220.620539531,1,-23,2256
18272,88:36:6c:67:72:ec,carlynne,5221.478425,5221.542132679,1,-67,2256
18273,88:36:6c:67:72:ec,carlynne,5221.580917,5221.644554005999,1,-67,2256
18274,88:36:6c:67:72:ec,carlynne,5221.684074,5221.7477149,1,-67,2256
18275,88:36:6c:67:72:ec,carlynne,5222.0928,5222.156558933,1,-69,2256
18276,88:36:6c:67:72:ec,carlynne,5222.2976,5222.361344686,1,-47,2256
18277,88:36:6c:67:72:ec,carlynne,5222.4,5222.463756989,1,-47,2256
18278,88:36:6c:67:72:ec,carlynne,5223.219368,5223.283138777,1,-69,2256
18279,88:36:6c:67:72:ec,carlynne,5223.3216,5223.385347743,1,-21,2256
18280,88:36:6c:67:72:ec,carlynne,5223.424081,5223.487842248,1,-21,2256
18281,88:36:6c:67:72:ec,carlynne,5223.5264,5223.590091585,1,-21,2256
18282,88:36:6c:67:72:ec,carlynne,5224.3456,5224.409389025,1,-21,2256
18283,88:36:6c:67:72:ec,carlynne,5224.448,5224.511787298,1,-63,2256
18284,88:36:6c:67:72:ec,carlynne,5224.550542,5224.61434081,1,-65,2256
18285,88:36:6c:67:72:ec,carlynne,5224.960168,5225.023972737999,1,-67,2256
18286,88:36:6c:67:72:ec,carlynne,5225.267231,5225.331018192001,1,-61,2256
18287,88:36:6c:67:72:ec,carlynne,5225.984,5226.047810159001,1,-47,2256
18288,88:36:6c:67:72:ec,carlynne,5226.0864,5226.150102748,1,-47,2256
18289,88:36:6c:67:72:ec,carlynne,5226.1888,5226.2525021540005,1,-45,2256
18290,88:36:6c:67:72:ec,carlynne,5226.3936,5226.457307074,1,-65,2256
18291,88:36:6c:67:72:ec,carlynne,5226.496,5226.559822704,1,-57,2256
18292,88:36:6c:67:72:ec,carlynne,5226.8032,5226.867015694001,1,-69,2256
18293,88:36:6c:67:72:ec,carlynne,5226.9056,5226.969367169,1,-69,2256
18294,88:36:6c:67:72:ec,carlynne,5227.008,5227.071692829,1,-21,2256
18295,88:36:6c:67:72:ec,carlynne,5227.1104,5227.174122219,1,-21,2256
18296,88:36:6c:67:72:ec,carlynne,5227.2128,5227.276605885,1,-21,2256
18297,88:36:6c:67:72:ec,carlynne,5227.8272,5227.891018888,1,-23,2256
18298,88:36:6c:67:72:ec,carlynne,5227.9296,5227.9933096429995,1,-23,2256
18299,88:36:6c:67:72:ec,carlynne,5228.1344,5228.198239487,1,-65,2256
18300,88:36:6c:67:72:ec,carlynne,5228.2368,5228.300629541,1,-65,2256
18301,88:36:6c:67:72:ec,carlynne,5228.8512,5228.915040064,1,-67,2256
18302,88:36:6c:67:72:ec,carlynne,5229.056134,5229.119854175,1,-63,2256
18303,88:36:6c:67:72:ec,carlynne,5229.6704,5229.734163574,1,-47,2256
18304,88:36:6c:67:72:ec,carlynne,5229.7728,5229.836630600999,1,-45,2256
18305,88:36:6c:67:72:ec,carlynne,5229.87527,5229.939113094,1,-45,2256
18306,88:36:6c:67:72:ec,carlynne,5229.977604,5230.041460886,1,-67,2256
18307,88:36:6c:67:72:ec,carlynne,5230.4896,5230.553365717,1,-69,2256
18308,88:36:6c:67:72:ec,carlynne,5230.592,5230.655862598,1,-69,2256
18309,88:36:6c:67:72:ec,carlynne,5230.6944,5230.75816088,1,-67,2256
18310,88:36:6c:67:72:ec,carlynne,5230.7968,5230.860655029001,1,-23,2256
18311,88:36:6c:67:72:ec,carlynne,5230.8992,5230.963063331,1,-21,2256
18312,88:36:6c:67:72:ec,carlynne,5231.5136,5231.577337438,1,-21,2256
18313,88:36:6c:67:72:ec,carlynne,5231.7184,5231.782268144,1,-23,2256
