,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
15666,88:36:6c:67:72:ec,carlynne,4500.0704,4500.125464039001,1,-21,2256
15667,88:36:6c:67:72:ec,carlynne,4500.1728,4500.227872467,1,-21,2256
15668,88:36:6c:67:72:ec,carlynne,4500.2752,4500.330261984001,1,-57,2256
15669,88:36:6c:67:72:ec,carlynne,4500.3776,4500.4325874490005,1,-57,2256
15670,88:36:6c:67:72:ec,carlynne,4500.480065,4500.535062549,1,-57,2256
15671,88:36:6c:67:72:ec,carlynne,4501.0944,4501.149489179,1,-63,2256
15672,88:36:6c:67:72:ec,carlynne,4501.1968,4501.251785220999,1,-65,2256
15673,88:36:6c:67:72:ec,carlynne,4501.4016,4501.456609647,1,-25,2256
15674,88:36:6c:67:72:ec,carlynne,4501.6064,4501.661488333,1,-67,2256
15675,88:36:6c:67:72:ec,carlynne,4502.1184,4502.173487717,1,-31,2256
15676,88:36:6c:67:72:ec,carlynne,4502.6304,4502.685409698,1,-45,2256
15677,88:36:6c:67:72:ec,carlynne,4502.7328,4502.787785018,1,-45,2256
15678,88:36:6c:67:72:ec,carlynne,4502.8352,4502.89023498,1,-45,2256
15679,88:36:6c:67:72:ec,carlynne,4502.9376,4502.992710542,1,-65,2256
15680,88:36:6c:67:72:ec,carlynne,4503.4496,4503.504711691,1,-67,2256
15681,88:36:6c:67:72:ec,carlynne,4503.552,4503.607113377,1,-67,2256
15682,88:36:6c:67:72:ec,carlynne,4503.6544,4503.70944013,1,-67,2256
15683,88:36:6c:67:72:ec,carlynne,4503.7568,4503.8118006859995,1,-23,2256
15684,88:36:6c:67:72:ec,carlynne,4503.8592,4503.914313519001,1,-23,2256
15685,88:36:6c:67:72:ec,carlynne,4503.9616,4504.016605301,1,-59,2256
15686,88:36:6c:67:72:ec,carlynne,4504.166451,4504.221458879,1,-59,2256
15687,88:36:6c:67:72:ec,carlynne,4505.2928,4505.347841222,1,-67,2256
15688,88:36:6c:67:72:ec,carlynne,4506.624,4506.679150698,1,-65,2256
15689,88:36:6c:67:72:ec,carlynne,4507.136,4507.191018474,1,-67,2256
15690,88:36:6c:67:72:ec,carlynne,4507.2384,4507.293565846,1,-65,2256
15691,88:36:6c:67:72:ec,carlynne,4507.3408,4507.395858029,1,-67,2256
15692,88:36:6c:67:72:ec,carlynne,4507.4432,4507.498361905999,1,-19,2256
15693,88:36:6c:67:72:ec,carlynne,4507.5456,4507.600770849001,1,-19,2256
15694,88:36:6c:67:72:ec,carlynne,4507.648,4507.703169403,1,-21,2256
15695,88:36:6c:67:72:ec,carlynne,4507.7504,4507.805487371,1,-57,2256
15696,88:36:6c:67:72:ec,carlynne,4507.8528,4507.907954688,1,-57,2256
15697,88:36:6c:67:72:ec,carlynne,4508.3648,4508.419910733,1,-21,2256
15698,88:36:6c:67:72:ec,carlynne,4508.4672,4508.522237796,1,-63,2256
15699,88:36:6c:67:72:ec,carlynne,4508.5696,4508.624665077,1,-63,2256
15700,88:36:6c:67:72:ec,carlynne,4508.672,4508.727167445,1,-65,2256
15701,88:36:6c:67:72:ec,carlynne,4508.7744,4508.829541031,1,-23,2256
