,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
6037,88:36:6c:67:72:ec,carlynne,1799.9872,1800.009846184,1,-55,2256
6038,88:36:6c:67:72:ec,carlynne,1800.0896,1800.1122145779998,1,-55,2256
6039,88:36:6c:67:72:ec,carlynne,1800.6016,1800.624347852,1,-19,2256
6040,88:36:6c:67:72:ec,carlynne,1800.704,1800.7267519379998,1,-63,2256
6041,88:36:6c:67:72:ec,carlynne,1800.8064,1800.829048266,1,-63,2256
6042,88:36:6c:67:72:ec,carlynne,1801.216,1801.238690477,1,-65,2256
6043,88:36:6c:67:72:ec,carlynne,1801.3184,1801.341072864,1,-65,2256
6044,88:36:6c:67:72:ec,carlynne,1801.4208,1801.44347042,1,-65,2256
6045,88:36:6c:67:72:ec,carlynne,1801.5232,1801.5459501970001,1,-65,2256
6046,88:36:6c:67:72:ec,carlynne,1801.6256,1801.6482391470001,1,-63,2256
6047,88:36:6c:67:72:ec,carlynne,1802.3424,1802.3651508110001,1,-43,2256
6048,88:36:6c:67:72:ec,carlynne,1802.4448,1802.467473324,1,-45,2256
6049,88:36:6c:67:72:ec,carlynne,1802.5472,1802.569970766,1,-63,2256
6050,88:36:6c:67:72:ec,carlynne,1802.6496,1802.672301954,1,-63,2256
6051,88:36:6c:67:72:ec,carlynne,1803.0592,1803.0818624520002,1,-65,2256
6052,88:36:6c:67:72:ec,carlynne,1803.264,1803.2867775720001,1,-67,2256
6053,88:36:6c:67:72:ec,carlynne,1803.3664,1803.389177634,1,-21,2256
6054,88:36:6c:67:72:ec,carlynne,1803.4688,1803.4915756320001,1,-19,2256
6055,88:36:6c:67:72:ec,carlynne,1803.5712,1803.593977323,1,-21,2256
6056,88:36:6c:67:72:ec,carlynne,1803.6736,1803.69638364,1,-55,2256
6057,88:36:6c:67:72:ec,carlynne,1803.776,1803.7986979089999,1,-55,2256
6058,88:36:6c:67:72:ec,carlynne,1804.1856,1804.208378945,1,-19,2256
6059,88:36:6c:67:72:ec,carlynne,1804.6976,1804.720382599,1,-23,2256
6060,88:36:6c:67:72:ec,carlynne,1805.0048,1805.0275959960002,1,-65,2256
6061,88:36:6c:67:72:ec,carlynne,1805.414453,1805.437253528,1,-63,2256
6062,88:36:6c:67:72:ec,carlynne,1805.6192,1805.64199772,1,-29,2256
6063,88:36:6c:67:72:ec,carlynne,1806.0288,1806.051599782,1,-43,2256
6064,88:36:6c:67:72:ec,carlynne,1806.1312,1806.15403047,1,-45,2256
6065,88:36:6c:67:72:ec,carlynne,1806.2336,1806.2563164189999,1,-61,2256
6066,88:36:6c:67:72:ec,carlynne,1806.336,1806.358804675,1,-65,2256
6067,88:36:6c:67:72:ec,carlynne,1806.848,1806.870801167,1,-65,2256
6068,88:36:6c:67:72:ec,carlynne,1807.0528,1807.0756300429998,1,-21,2256
6069,88:36:6c:67:72:ec,carlynne,1807.1552,1807.1780053989999,1,-21,2256
6070,88:36:6c:67:72:ec,carlynne,1807.2576,1807.2804066689998,1,-21,2256
6071,88:36:6c:67:72:ec,carlynne,1807.36,1807.3828289270002,1,-57,2256
6072,88:36:6c:67:72:ec,carlynne,1807.4624,1807.485146755,1,-57,2256
6073,88:36:6c:67:72:ec,carlynne,1807.872,1807.8948289379998,1,-19,2256
6074,88:36:6c:67:72:ec,carlynne,1807.9744,1807.997146716,1,-19,2256
6075,88:36:6c:67:72:ec,carlynne,1808.1792,1808.202034072,1,-65,2256
6076,88:36:6c:67:72:ec,carlynne,1808.2816,1808.304322381,1,-63,2256
6077,88:36:6c:67:72:ec,carlynne,1808.5888,1808.611634346,1,-23,2256
6078,88:36:6c:67:72:ec,carlynne,1809.817686,1809.840539194,1,-43,2256
6079,88:36:6c:67:72:ec,carlynne,1809.92,1809.942770176,1,-45,2256
6080,88:36:6c:67:72:ec,carlynne,1810.0224,1810.045256392,1,-63,2256
6081,88:36:6c:67:72:ec,carlynne,1810.5344,1810.557245754,1,-67,2256
6082,88:36:6c:67:72:ec,carlynne,1810.7392,1810.7619613329998,1,-21,2256
6083,88:36:6c:67:72:ec,carlynne,1810.8416,1810.8644540989999,1,-19,2256
6084,88:36:6c:67:72:ec,carlynne,1810.944,1810.966852758,1,-21,2256
