,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
3611,88:36:6c:67:72:ec,carlynne,1080.0128,1080.026779494,1,-21,2256
3612,88:36:6c:67:72:ec,carlynne,1080.1152,1080.129177521,1,-21,2256
3613,88:36:6c:67:72:ec,carlynne,1080.7296,1080.743581248,1,-19,2256
3614,88:36:6c:67:72:ec,carlynne,1081.4464,1081.460289917,1,-23,2256
3615,88:36:6c:67:72:ec,carlynne,1082.5728,1082.586804681,1,-45,2256
3616,88:36:6c:67:72:ec,carlynne,1082.6752,1082.6891242680001,1,-45,2256
3617,88:36:6c:67:72:ec,carlynne,1082.88,1082.894011829,1,-65,2256
3618,88:36:6c:67:72:ec,carlynne,1082.983689,1082.997624763,1,-63,2256
3619,88:36:6c:67:72:ec,carlynne,1083.392,1083.4060134039999,1,-69,2256
3620,88:36:6c:67:72:ec,carlynne,1083.4944,1083.508328745,1,-65,2256
3621,88:36:6c:67:72:ec,carlynne,1083.5968,1083.610725906,1,-19,2256
3622,88:36:6c:67:72:ec,carlynne,1083.6992,1083.7132268110001,1,-21,2256
3623,88:36:6c:67:72:ec,carlynne,1083.8016,1083.815623235,1,-21,2256
3624,88:36:6c:67:72:ec,carlynne,1084.5184,1084.532433158,1,-21,2256
3625,88:36:6c:67:72:ec,carlynne,1086.2592,1086.273255827,1,-45,2256
3626,88:36:6c:67:72:ec,carlynne,1086.3616,1086.375550712,1,-43,2256
3627,88:36:6c:67:72:ec,carlynne,1086.5664,1086.580459091,1,-63,2256
3628,88:36:6c:67:72:ec,carlynne,1086.6688,1086.682744349,1,-63,2256
3629,88:36:6c:67:72:ec,carlynne,1087.0784,1087.092452948,1,-67,2256
3630,88:36:6c:67:72:ec,carlynne,1087.1808,1087.1947461089999,1,-67,2256
3631,88:36:6c:67:72:ec,carlynne,1087.2832,1087.297154405,1,-69,2256
3632,88:36:6c:67:72:ec,carlynne,1087.3856,1087.3996643310002,1,-23,2256
3633,88:36:6c:67:72:ec,carlynne,1087.488,1087.502059402,1,-23,2256
3634,88:36:6c:67:72:ec,carlynne,1087.5904,1087.604477045,1,-57,2256
3635,88:36:6c:67:72:ec,carlynne,1087.7952,1087.8091501410001,1,-59,2256
3636,88:36:6c:67:72:ec,carlynne,1088.7168,1088.73078027,1,-23,2256
3637,88:36:6c:67:72:ec,carlynne,1089.126581,1089.14058228,1,-67,2256
3638,88:36:6c:67:72:ec,carlynne,1090.048,1090.0621076119999,1,-43,2256
3639,88:36:6c:67:72:ec,carlynne,1090.1504,1090.16440408,1,-45,2256
3640,88:36:6c:67:72:ec,carlynne,1090.7648,1090.778790467,1,-67,2256
3641,88:36:6c:67:72:ec,carlynne,1090.8672,1090.881231895,1,-69,2256
