,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
7343,88:36:6c:67:72:ec,carlynne,2160.02864,2160.055616611,1,-55,2256
7344,88:36:6c:67:72:ec,carlynne,2161.152,2161.179092726,1,-63,2256
7345,88:36:6c:67:72:ec,carlynne,2161.2544,2161.281464097,1,-63,2256
7346,88:36:6c:67:72:ec,carlynne,2162.2784,2162.305399775,1,-43,2256
7347,88:36:6c:67:72:ec,carlynne,2162.3808,2162.4079068339997,1,-43,2256
7348,88:36:6c:67:72:ec,carlynne,2162.5856,2162.61265118,1,-59,2256
7349,88:36:6c:67:72:ec,carlynne,2162.688,2162.715114654,1,-61,2256
7350,88:36:6c:67:72:ec,carlynne,2163.2,2163.227008073,1,-63,2256
7351,88:36:6c:67:72:ec,carlynne,2163.3024,2163.3295092129997,1,-19,2256
7352,88:36:6c:67:72:ec,carlynne,2163.4048,2163.431919002,1,-19,2256
7353,88:36:6c:67:72:ec,carlynne,2163.5072,2163.534332918,1,-53,2256
7354,88:36:6c:67:72:ec,carlynne,2163.6096,2163.6366560379997,1,-55,2256
7355,88:36:6c:67:72:ec,carlynne,2163.712,2163.739134055,1,-55,2256
7356,88:36:6c:67:72:ec,carlynne,2164.224,2164.251134552,1,-19,2256
7357,88:36:6c:67:72:ec,carlynne,2165.0432,2165.070335883,1,-63,2256
7358,88:36:6c:67:72:ec,carlynne,2165.9648,2165.9919639120003,1,-41,2256
7359,88:36:6c:67:72:ec,carlynne,2166.0672,2166.0943757160003,1,-43,2256
7360,88:36:6c:67:72:ec,carlynne,2166.1696,2166.196758008,1,-59,2256
7361,88:36:6c:67:72:ec,carlynne,2166.272,2166.299079178,1,-59,2256
7362,88:36:6c:67:72:ec,carlynne,2166.3744,2166.401488066,1,-59,2256
7363,88:36:6c:67:72:ec,carlynne,2166.784,2166.811072694,1,-65,2256
7364,88:36:6c:67:72:ec,carlynne,2166.9888,2167.016035975,1,-19,2256
7365,88:36:6c:67:72:ec,carlynne,2167.0912,2167.118361836,1,-19,2256
7366,88:36:6c:67:72:ec,carlynne,2167.1936,2167.220782371,1,-19,2256
7367,88:36:6c:67:72:ec,carlynne,2167.296,2167.323190076,1,-53,2256
7368,88:36:6c:67:72:ec,carlynne,2167.3984,2167.4254885779997,1,-53,2256
7369,88:36:6c:67:72:ec,carlynne,2167.808,2167.835191465,1,-19,2256
7370,88:36:6c:67:72:ec,carlynne,2168.0128,2168.039864446,1,-61,2256
7371,88:36:6c:67:72:ec,carlynne,2168.1152,2168.14238448,1,-63,2256
7372,88:36:6c:67:72:ec,carlynne,2168.2176,2168.2447891429997,1,-63,2256
7373,88:36:6c:67:72:ec,carlynne,2168.7296,2168.756786523,1,-63,2256
7374,88:36:6c:67:72:ec,carlynne,2168.832,2168.8591902939997,1,-63,2256
7375,88:36:6c:67:72:ec,carlynne,2168.9344,2168.961512361,1,-61,2256
7376,88:36:6c:67:72:ec,carlynne,2169.0368,2169.06393478,1,-63,2256
7377,88:36:6c:67:72:ec,carlynne,2169.856,2169.8831931520003,1,-43,2256
7378,88:36:6c:67:72:ec,carlynne,2169.9584,2169.985612649,1,-61,2256
7379,88:36:6c:67:72:ec,carlynne,2170.0608,2170.087934912,1,-59,2256
7380,88:36:6c:67:72:ec,carlynne,2170.6752,2170.7024090160003,1,-19,2256
7381,88:36:6c:67:72:ec,carlynne,2170.7776,2170.8047414770003,1,-19,2256
7382,88:36:6c:67:72:ec,carlynne,2170.88,2170.907202059,1,-19,2256
7383,88:36:6c:67:72:ec,carlynne,2171.6992,2171.726442565,1,-19,2256
7384,88:36:6c:67:72:ec,carlynne,2172.2112,2172.2384432979998,1,-21,2256
7385,88:36:6c:67:72:ec,carlynne,2172.3136,2172.34084782,1,-63,2256
