,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
9857,88:36:6c:67:72:ec,carlynne,2880.1024,2880.1381302620002,1,-23,2256
9858,88:36:6c:67:72:ec,carlynne,2880.2048,2880.240421277,1,-23,2256
9859,88:36:6c:67:72:ec,carlynne,2880.3072,2880.342933995,1,-65,2256
9860,88:36:6c:67:72:ec,carlynne,2881.1264,2881.162099312,1,-67,2256
9861,88:36:6c:67:72:ec,carlynne,2881.7408,2881.7765635279998,1,-67,2256
9862,88:36:6c:67:72:ec,carlynne,2882.048,2882.08375695,1,-47,2256
9863,88:36:6c:67:72:ec,carlynne,2882.6624,2882.698156817,1,-69,2256
9864,88:36:6c:67:72:ec,carlynne,2882.7648,2882.8004535859995,1,-69,2256
9865,88:36:6c:67:72:ec,carlynne,2882.8672,2882.9029607859998,1,-69,2256
9866,88:36:6c:67:72:ec,carlynne,2882.9696,2883.005360087,1,-23,2256
9867,88:36:6c:67:72:ec,carlynne,2883.072,2883.107779078,1,-23,2256
9868,88:36:6c:67:72:ec,carlynne,2883.788951,2883.824723578,1,-23,2256
9869,88:36:6c:67:72:ec,carlynne,2883.8912,2883.9269017459997,1,-23,2256
9870,88:36:6c:67:72:ec,carlynne,2883.9936,2884.029381423,1,-65,2256
9871,88:36:6c:67:72:ec,carlynne,2884.1984,2884.234106489,1,-65,2256
9872,88:36:6c:67:72:ec,carlynne,2884.4032,2884.438980003,1,-25,2256
9873,88:36:6c:67:72:ec,carlynne,2884.8128,2884.84859464,1,-65,2256
9874,88:36:6c:67:72:ec,carlynne,2884.9152,2884.950981607,1,-65,2256
9875,88:36:6c:67:72:ec,carlynne,2885.5296,2885.565407395,1,-69,2256
9876,88:36:6c:67:72:ec,carlynne,2885.632,2885.667812915,1,-45,2256
9877,88:36:6c:67:72:ec,carlynne,2885.7344,2885.770212642,1,-47,2256
9878,88:36:6c:67:72:ec,carlynne,2886.3488,2886.3844969320003,1,-69,2256
9879,88:36:6c:67:72:ec,carlynne,2886.4512,2886.4870098,1,-69,2256
9880,88:36:6c:67:72:ec,carlynne,2886.5536,2886.58940227,1,-71,2256
9881,88:36:6c:67:72:ec,carlynne,2886.656,2886.691815864,1,-21,2256
9882,88:36:6c:67:72:ec,carlynne,2886.7584,2886.794135831,1,-23,2256
9883,88:36:6c:67:72:ec,carlynne,2886.8608,2886.8966068120003,1,-23,2256
9884,88:36:6c:67:72:ec,carlynne,2887.4752,2887.511028154,1,-23,2256
9885,88:36:6c:67:72:ec,carlynne,2887.5776,2887.613359698,1,-23,2256
9886,88:36:6c:67:72:ec,carlynne,2887.68,2887.715688411,1,-65,2256
9887,88:36:6c:67:72:ec,carlynne,2887.7824,2887.8181456690004,1,-63,2256
9888,88:36:6c:67:72:ec,carlynne,2887.8848,2887.92055346,1,-65,2256
9889,88:36:6c:67:72:ec,carlynne,2888.4992,2888.535028462,1,-65,2256
9890,88:36:6c:67:72:ec,carlynne,2888.6016,2888.637332322,1,-65,2256
9891,88:36:6c:67:72:ec,carlynne,2888.704,2888.739837973,1,-67,2256
9892,88:36:6c:67:72:ec,carlynne,2889.0112,2889.047028833,1,-69,2256
9893,88:36:6c:67:72:ec,carlynne,2889.4208,2889.456630546,1,-47,2256
9894,88:36:6c:67:72:ec,carlynne,2890.1376,2890.173464815,1,-69,2256
9895,88:36:6c:67:72:ec,carlynne,2890.24,2890.275754753,1,-71,2256
9896,88:36:6c:67:72:ec,carlynne,2890.344213,2890.37994478,1,-27,2256
9897,88:36:6c:67:72:ec,carlynne,2890.44709,2890.482850827,1,-23,2256
9898,88:36:6c:67:72:ec,carlynne,2890.5472,2890.583059276,1,-23,2256
9899,88:36:6c:67:72:ec,carlynne,2891.5712,2891.607067537,1,-67,2256
9900,88:36:6c:67:72:ec,carlynne,2892.1856,2892.221382829,1,-67,2256
9901,88:36:6c:67:72:ec,carlynne,2892.3904,2892.426276981,1,-65,2256
9902,88:36:6c:67:72:ec,carlynne,2893.2096,2893.2454854979997,1,-47,2256
9903,88:36:6c:67:72:ec,carlynne,2893.824023,2893.859910188,1,-69,2256
9904,88:36:6c:67:72:ec,carlynne,2893.9264,2893.962219391,1,-71,2256
9905,88:36:6c:67:72:ec,carlynne,2894.0288,2894.064627973,1,-23,2256
9906,88:36:6c:67:72:ec,carlynne,2894.1312,2894.167009753,1,-23,2256
9907,88:36:6c:67:72:ec,carlynne,2894.2336,2894.269509626,1,-23,2256
9908,88:36:6c:67:72:ec,carlynne,2894.5408,2894.5766074059998,1,-61,2256
9909,88:36:6c:67:72:ec,carlynne,2895.0528,2895.088714504,1,-23,2256
9910,88:36:6c:67:72:ec,carlynne,2895.2576,2895.293501682,1,-63,2256
9911,88:36:6c:67:72:ec,carlynne,2895.9744,2896.010210669,1,-63,2256
9912,88:36:6c:67:72:ec,carlynne,2896.0768,2896.1126088670003,1,-65,2256
9913,88:36:6c:67:72:ec,carlynne,2896.7936,2896.829430432,1,-45,2256
9914,88:36:6c:67:72:ec,carlynne,2896.896,2896.9319416709995,1,-45,2256
9915,88:36:6c:67:72:ec,carlynne,2896.9984,2897.034231088,1,-67,2256
9916,88:36:6c:67:72:ec,carlynne,2897.2032,2897.239034054,1,-65,2256
9917,88:36:6c:67:72:ec,carlynne,2897.5104,2897.546339705,1,-69,2256
9918,88:36:6c:67:72:ec,carlynne,2897.6128,2897.648737512,1,-67,2256
9919,88:36:6c:67:72:ec,carlynne,2897.7152,2897.751124213,1,-69,2256
9920,88:36:6c:67:72:ec,carlynne,2897.8176,2897.8534926879997,1,-21,2256
9921,88:36:6c:67:72:ec,carlynne,2897.92,2897.955938145,1,-23,2256
9922,88:36:6c:67:72:ec,carlynne,2899.0464,2899.082280435,1,-65,2256
9923,88:36:6c:67:72:ec,carlynne,2899.6608,2899.696760909,1,-65,2256
9924,88:36:6c:67:72:ec,carlynne,2899.7632,2899.7990688490004,1,-63,2256
9925,88:36:6c:67:72:ec,carlynne,2900.3776,2900.413567485,1,-65,2256
9926,88:36:6c:67:72:ec,carlynne,2900.6848,2900.720671745,1,-67,2256
9927,88:36:6c:67:72:ec,carlynne,2900.7872,2900.823101679,1,-67,2256
9928,88:36:6c:67:72:ec,carlynne,2901.1968,2901.2326738109996,1,-69,2256
9929,88:36:6c:67:72:ec,carlynne,2901.2992,2901.3351978940004,1,-69,2256
9930,88:36:6c:67:72:ec,carlynne,2901.4016,2901.437592474,1,-69,2256
9931,88:36:6c:67:72:ec,carlynne,2901.504,2901.53997541,1,-21,2256
9932,88:36:6c:67:72:ec,carlynne,2901.6064,2901.642392569,1,-23,2256
9933,88:36:6c:67:72:ec,carlynne,2901.7088,2901.744781936,1,-23,2256
9934,88:36:6c:67:72:ec,carlynne,2902.3232,2902.359194188,1,-23,2256
9935,88:36:6c:67:72:ec,carlynne,2902.6304,2902.666387283,1,-67,2256
9936,88:36:6c:67:72:ec,carlynne,2902.7328,2902.768819871,1,-63,2256
9937,88:36:6c:67:72:ec,carlynne,2903.3472,2903.383221172,1,-65,2256
9938,88:36:6c:67:72:ec,carlynne,2903.552,2903.588010857,1,-63,2256
9939,88:36:6c:67:72:ec,carlynne,2904.064,2904.099937594,1,-67,2256
9940,88:36:6c:67:72:ec,carlynne,2904.2688,2904.3047446040005,1,-47,2256
9941,88:36:6c:67:72:ec,carlynne,2904.4736,2904.509619512,1,-67,2256
9942,88:36:6c:67:72:ec,carlynne,2904.9856,2905.0216152529997,1,-69,2256
9943,88:36:6c:67:72:ec,carlynne,2905.089283,2905.1253236370003,1,-67,2256
9944,88:36:6c:67:72:ec,carlynne,2905.1904,2905.22644252,1,-23,2256
9945,88:36:6c:67:72:ec,carlynne,2905.2928,2905.3288236079998,1,-23,2256
9946,88:36:6c:67:72:ec,carlynne,2905.3952,2905.4312423740002,1,-23,2256
9947,88:36:6c:67:72:ec,carlynne,2906.112,2906.148037287,1,-23,2256
9948,88:36:6c:67:72:ec,carlynne,2906.2144,2906.2504509459995,1,-23,2256
9949,88:36:6c:67:72:ec,carlynne,2906.4192,2906.4552424659996,1,-63,2256
9950,88:36:6c:67:72:ec,carlynne,2907.136,2907.171999427,1,-67,2256
