,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
8590,88:36:6c:67:72:ec,carlynne,2520.1664,2520.197714938,1,-23,2256
8591,88:36:6c:67:72:ec,carlynne,2520.7808,2520.812135454,1,-25,2256
8592,88:36:6c:67:72:ec,carlynne,2520.9856,2521.016919156,1,-67,2256
8593,88:36:6c:67:72:ec,carlynne,2521.088,2521.119399994,1,-67,2256
8594,88:36:6c:67:72:ec,carlynne,2521.1904,2521.2217217810003,1,-65,2256
8595,88:36:6c:67:72:ec,carlynne,2522.0096,2522.040926494,1,-47,2256
8596,88:36:6c:67:72:ec,carlynne,2522.3168,2522.348099288,1,-67,2256
8597,88:36:6c:67:72:ec,carlynne,2522.8288,2522.860127935,1,-69,2256
8598,88:36:6c:67:72:ec,carlynne,2523.0336,2523.064965376,1,-23,2256
8599,88:36:6c:67:72:ec,carlynne,2523.136,2523.1673115129997,1,-21,2256
8600,88:36:6c:67:72:ec,carlynne,2523.2384,2523.269733351,1,-21,2256
8601,88:36:6c:67:72:ec,carlynne,2523.3408,2523.372239158,1,-61,2256
8602,88:36:6c:67:72:ec,carlynne,2523.9552,2523.986539641,1,-23,2256
8603,88:36:6c:67:72:ec,carlynne,2524.672,2524.703442063,1,-67,2256
8604,88:36:6c:67:72:ec,carlynne,2525.696,2525.727430242,1,-47,2256
8605,88:36:6c:67:72:ec,carlynne,2525.7984,2525.829871925,1,-45,2256
8606,88:36:6c:67:72:ec,carlynne,2525.9008,2525.932172989,1,-47,2256
8607,88:36:6c:67:72:ec,carlynne,2526.5152,2526.546671389,1,-71,2256
8608,88:36:6c:67:72:ec,carlynne,2526.6176,2526.649069392,1,-69,2256
8609,88:36:6c:67:72:ec,carlynne,2526.72,2526.751400645,1,-23,2256
8610,88:36:6c:67:72:ec,carlynne,2526.8224,2526.853872784,1,-21,2256
8611,88:36:6c:67:72:ec,carlynne,2526.9248,2526.956201774,1,-23,2256
