,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
9249,88:36:6c:67:72:ec,carlynne,2700.1856,2700.2191651420003,1,-45,2256
9250,88:36:6c:67:72:ec,carlynne,2700.3904,2700.423964826,1,-65,2256
9251,88:36:6c:67:72:ec,carlynne,2700.9024,2700.935977997,1,-69,2256
9252,88:36:6c:67:72:ec,carlynne,2701.0048,2701.038256148,1,-67,2256
9253,88:36:6c:67:72:ec,carlynne,2701.1072,2701.140760882,1,-21,2256
9254,88:36:6c:67:72:ec,carlynne,2701.2096,2701.243079451,1,-21,2256
9255,88:36:6c:67:72:ec,carlynne,2701.312,2701.345484044,1,-21,2256
9256,88:36:6c:67:72:ec,carlynne,2701.5168,2701.550390694,1,-57,2256
9257,88:36:6c:67:72:ec,carlynne,2702.1312,2702.164673271,1,-63,2256
9258,88:36:6c:67:72:ec,carlynne,2702.2336,2702.2671781960003,1,-63,2256
9259,88:36:6c:67:72:ec,carlynne,2702.336,2702.369485754,1,-63,2256
9260,88:36:6c:67:72:ec,carlynne,2702.7456,2702.779177921,1,-67,2256
9261,88:36:6c:67:72:ec,carlynne,2702.848,2702.88159179,1,-65,2256
9262,88:36:6c:67:72:ec,carlynne,2702.9504,2702.983989632,1,-63,2256
9263,88:36:6c:67:72:ec,carlynne,2703.0528,2703.086309319,1,-63,2256
9264,88:36:6c:67:72:ec,carlynne,2703.1552,2703.1887319929997,1,-63,2256
9265,88:36:6c:67:72:ec,carlynne,2703.872,2703.905615812,1,-45,2256
9266,88:36:6c:67:72:ec,carlynne,2703.9744,2704.007906577,1,-45,2256
9267,88:36:6c:67:72:ec,carlynne,2704.0768,2704.1104147739998,1,-65,2256
9268,88:36:6c:67:72:ec,carlynne,2704.1792,2704.212732276,1,-65,2256
9269,88:36:6c:67:72:ec,carlynne,2704.793719,2704.827332155,1,-21,2256
9270,88:36:6c:67:72:ec,carlynne,2704.896,2704.929529685,1,-21,2256
9271,88:36:6c:67:72:ec,carlynne,2704.9984,2705.032012869,1,-21,2256
9272,88:36:6c:67:72:ec,carlynne,2705.6128,2705.646440015,1,-21,2256
9273,88:36:6c:67:72:ec,carlynne,2705.8176,2705.851135082,1,-21,2256
9274,88:36:6c:67:72:ec,carlynne,2705.92,2705.953643454,1,-63,2256
9275,88:36:6c:67:72:ec,carlynne,2706.0224,2706.055930045,1,-63,2256
9276,88:36:6c:67:72:ec,carlynne,2707.456,2707.489643292,1,-45,2256
9277,88:36:6c:67:72:ec,carlynne,2707.6608,2707.69447321,1,-47,2256
9278,88:36:6c:67:72:ec,carlynne,2708.377643,2708.411310095,1,-71,2256
9279,88:36:6c:67:72:ec,carlynne,2708.48,2708.513584583,1,-67,2256
9280,88:36:6c:67:72:ec,carlynne,2708.5824,2708.616065647,1,-21,2256
9281,88:36:6c:67:72:ec,carlynne,2708.6848,2708.718597599,1,-23,2256
9282,88:36:6c:67:72:ec,carlynne,2709.2992,2709.332827625,1,-21,2256
9283,88:36:6c:67:72:ec,carlynne,2710.1184,2710.15209826,1,-67,2256
9284,88:36:6c:67:72:ec,carlynne,2710.2208,2710.2544934860002,1,-65,2256
9285,88:36:6c:67:72:ec,carlynne,2711.1424,2711.176095385,1,-45,2256
9286,88:36:6c:67:72:ec,carlynne,2711.2448,2711.278385579,1,-45,2256
9287,88:36:6c:67:72:ec,carlynne,2711.3472,2711.380786167,1,-45,2256
9288,88:36:6c:67:72:ec,carlynne,2711.4496,2711.483292991,1,-63,2256
9289,88:36:6c:67:72:ec,carlynne,2711.9616,2711.995305561,1,-67,2256
9290,88:36:6c:67:72:ec,carlynne,2712.064,2712.0976139970003,1,-69,2256
9291,88:36:6c:67:72:ec,carlynne,2712.1664,2712.2000419379997,1,-67,2256
9292,88:36:6c:67:72:ec,carlynne,2712.2688,2712.30251727,1,-21,2256
9293,88:36:6c:67:72:ec,carlynne,2712.3712,2712.40491419,1,-21,2256
9294,88:36:6c:67:72:ec,carlynne,2713.088,2713.1217226539998,1,-21,2256
9295,88:36:6c:67:72:ec,carlynne,2713.9072,2713.940940568,1,-65,2256
9296,88:36:6c:67:72:ec,carlynne,2714.0096,2714.04323879,1,-67,2256
9297,88:36:6c:67:72:ec,carlynne,2714.3168,2714.350418705,1,-31,2256
