,wlan.sa,wlan.ssid,ts_relative,frame.time_relative,wlan.ds.current_channel,wlan_radio.signal_dbm,wlan_radio.duration
16961,88:36:6c:67:72:ec,carlynne,4860.5184,4860.577797539,1,-21,2256
16962,88:36:6c:67:72:ec,carlynne,4860.6208,4860.680125505,1,-21,2256
16963,88:36:6c:67:72:ec,carlynne,4861.2352,4861.294493399,1,-67,2256
16964,88:36:6c:67:72:ec,carlynne,4861.44,4861.499318571,1,-67,2256
16965,88:36:6c:67:72:ec,carlynne,4861.6448,4861.704173362999,1,-63,2256
16966,88:36:6c:67:72:ec,carlynne,4862.361716,4862.4211289820005,1,-47,2256
16967,88:36:6c:67:72:ec,carlynne,4862.464091,4862.523393712,1,-43,2256
16968,88:36:6c:67:72:ec,carlynne,4862.566581,4862.626004566,1,-67,2256
16969,88:36:6c:67:72:ec,carlynne,4862.771277,4862.830701267,1,-67,2256
16970,88:36:6c:67:72:ec,carlynne,4863.0784,4863.137764628,1,-69,2256
16971,88:36:6c:67:72:ec,carlynne,4863.1808,4863.240228392,1,-69,2256
16972,88:36:6c:67:72:ec,carlynne,4863.2832,4863.342545292,1,-69,2256
16973,88:36:6c:67:72:ec,carlynne,4863.3856,4863.445024838,1,-23,2256
16974,88:36:6c:67:72:ec,carlynne,4863.488,4863.547313393,1,-21,2256
16975,88:36:6c:67:72:ec,carlynne,4863.5904,4863.649721389001,1,-21,2256
16976,88:36:6c:67:72:ec,carlynne,4864.3072,4864.36662813,1,-21,2256
16977,88:36:6c:67:72:ec,carlynne,4864.9216,4864.981049448,1,-23,2256
16978,88:36:6c:67:72:ec,carlynne,4865.024018,4865.083453885,1,-69,2256
16979,88:36:6c:67:72:ec,carlynne,4865.126799,4865.1861731,1,-67,2256
16980,88:36:6c:67:72:ec,carlynne,4865.228857,4865.288324543,1,-61,2256
16981,88:36:6c:67:72:ec,carlynne,4865.433616,4865.493003267,1,-65,2256
16982,88:36:6c:67:72:ec,carlynne,4866.1504,4866.20985208,1,-45,2256
16983,88:36:6c:67:72:ec,carlynne,4866.2528,4866.312145295,1,-47,2256
16984,88:36:6c:67:72:ec,carlynne,4866.3552,4866.4146512120005,1,-67,2256
16985,88:36:6c:67:72:ec,carlynne,4866.8672,4866.926675268,1,-67,2256
16986,88:36:6c:67:72:ec,carlynne,4866.9696,4867.0290038309995,1,-69,2256
16987,88:36:6c:67:72:ec,carlynne,4867.072,4867.13134431,1,-23,2256
16988,88:36:6c:67:72:ec,carlynne,4867.1744,4867.233797856,1,-21,2256
16989,88:36:6c:67:72:ec,carlynne,4867.2768,4867.336276966,1,-21,2256
16990,88:36:6c:67:72:ec,carlynne,4867.9936,4868.05308501,1,-21,2256
16991,88:36:6c:67:72:ec,carlynne,4868.096,4868.155430686,1,-21,2256
16992,88:36:6c:67:72:ec,carlynne,4868.1984,4868.257879295999,1,-65,2256
16993,88:36:6c:67:72:ec,carlynne,4868.3008,4868.360168582,1,-63,2256
