,sa,timedifference,sequence no,length
1119,84:2e:27:6b:53:df,1822.839742231,29502,158
1149,84:2e:27:6b:53:df,2190.40552849,32740,158
1150,84:2e:27:6b:53:df,2190.4697053329996,32752,158
1151,84:2e:27:6b:53:df,2190.47110459,32753,158
1152,84:2e:27:6b:53:df,2190.472454082,32754,158
1153,84:2e:27:6b:53:df,2190.473911704,32755,158
1154,84:2e:27:6b:53:df,2190.490251945,32756,158
1155,84:2e:27:6b:53:df,2190.4916465919996,32757,158
1156,84:2e:27:6b:53:df,2190.493350673,32758,158
1157,84:2e:27:6b:53:df,2190.494898719,32759,158
1160,84:2e:27:6b:53:df,2190.898525229,32834,158
1196,84:2e:27:6b:53:df,2198.440500398,32884,158
1197,84:2e:27:6b:53:df,2198.4624779019996,32888,158
1198,84:2e:27:6b:53:df,2198.480602482,32890,158
1199,84:2e:27:6b:53:df,2198.483315649,32892,158
1200,84:2e:27:6b:53:df,2198.4846429599997,32893,158
1201,84:2e:27:6b:53:df,2198.962487418,32948,158
1202,84:2e:27:6b:53:df,2198.9639005619997,32949,158
1203,84:2e:27:6b:53:df,2198.9653094719997,32950,158
1204,84:2e:27:6b:53:df,2198.966628539,32951,158
1205,84:2e:27:6b:53:df,2198.982864052,32952,158
1206,84:2e:27:6b:53:df,2198.984253231,32953,158
1207,84:2e:27:6b:53:df,2198.985651266,32954,158
1208,84:2e:27:6b:53:df,2198.98698006,32955,158
1209,84:2e:27:6b:53:df,2199.098240535,32967,158
1239,84:2e:27:6b:53:df,2222.843079784,33197,158
1240,84:2e:27:6b:53:df,2222.84438078,33198,158
1241,84:2e:27:6b:53:df,2222.881853636,33204,158
1242,84:2e:27:6b:53:df,2222.884696909,33206,158
1243,84:2e:27:6b:53:df,2222.906810165,33211,158
1244,84:2e:27:6b:53:df,2222.922847431,33212,158
1245,84:2e:27:6b:53:df,2222.985701187,33224,158
1258,84:2e:27:6b:53:df,2257.077790775,33351,158
1260,84:2e:27:6b:53:df,2257.114144491,33356,158
1261,84:2e:27:6b:53:df,2257.1155343769997,33357,158
1262,84:2e:27:6b:53:df,2257.1376190419996,33361,158
1302,84:2e:27:6b:53:df,2327.5531638879997,33522,158
1303,84:2e:27:6b:53:df,2327.64140597,33541,158
1304,84:2e:27:6b:53:df,2327.6586752269995,33543,158
