,sa,timedifference,sequence no,length
7,84:2e:27:6b:53:df,0.0,0,158
8,84:2e:27:6b:53:df,0.0013936240000020916,1,158
9,84:2e:27:6b:53:df,0.0031213399999998614,2,158
10,84:2e:27:6b:53:df,0.004991270000001435,3,158
11,84:2e:27:6b:53:df,0.020276789000000406,4,158
12,84:2e:27:6b:53:df,0.021678442000002462,5,158
13,84:2e:27:6b:53:df,0.023202020999999462,6,158
14,84:2e:27:6b:53:df,0.024649655000001047,7,158
15,84:2e:27:6b:53:df,0.04273136900000196,8,158
16,84:2e:27:6b:53:df,0.04412247200000152,9,158
17,84:2e:27:6b:53:df,0.04587183300000319,10,158
18,84:2e:27:6b:53:df,0.047497438000000614,11,158
19,84:2e:27:6b:53:df,0.21520788599999818,42,158
20,84:2e:27:6b:53:df,0.21704459400000076,43,158
21,84:2e:27:6b:53:df,0.23680665400000223,47,158
22,84:2e:27:6b:53:df,0.2546813840000013,48,158
23,84:2e:27:6b:53:df,0.2560533189999994,49,158
24,84:2e:27:6b:53:df,0.2580555689999997,50,158
25,84:2e:27:6b:53:df,0.25942803899999944,51,158
26,84:2e:27:6b:53:df,0.27465375999999964,52,158
27,84:2e:27:6b:53:df,0.2760526870000035,53,158
28,84:2e:27:6b:53:df,0.2778276270000042,54,158
29,84:2e:27:6b:53:df,0.2796780959999978,55,158
30,84:2e:27:6b:53:df,0.3836477689999995,72,158
31,84:2e:27:6b:53:df,0.3854272899999991,73,158
32,84:2e:27:6b:53:df,0.3869737170000036,74,158
33,84:2e:27:6b:53:df,0.38843695200000283,75,158
34,84:2e:27:6b:53:df,0.3940206809999971,76,158
35,84:2e:27:6b:53:df,0.39542790599999833,77,158
36,84:2e:27:6b:53:df,0.39700006800000054,78,158
37,84:2e:27:6b:53:df,0.3987467930000008,79,158
38,84:2e:27:6b:53:df,0.5736762870000014,80,158
51,84:2e:27:6b:53:df,7.780023821,105,158
52,84:2e:27:6b:53:df,7.781431899000001,106,158
53,84:2e:27:6b:53:df,7.782830504,107,158
54,84:2e:27:6b:53:df,7.784169853000002,108,158
55,84:2e:27:6b:53:df,7.800811134,109,158
56,84:2e:27:6b:53:df,7.802184537000002,110,158
57,84:2e:27:6b:53:df,7.803579745,111,158
58,84:2e:27:6b:53:df,7.8049249470000035,112,158
63,84:2e:27:6b:53:df,8.141517749999998,157,158
64,84:2e:27:6b:53:df,8.142957110000001,158,158
65,84:2e:27:6b:53:df,8.144352213000001,159,158
66,84:2e:27:6b:53:df,8.145681418000002,160,158
67,84:2e:27:6b:53:df,8.161879982000002,161,158
68,84:2e:27:6b:53:df,8.163273625999999,162,158
69,84:2e:27:6b:53:df,8.164681809000001,163,158
70,84:2e:27:6b:53:df,8.166000745999998,164,158
93,84:2e:27:6b:53:df,20.215162685000003,400,158
94,84:2e:27:6b:53:df,20.216560293,401,158
95,84:2e:27:6b:53:df,20.218086679000002,402,158
96,84:2e:27:6b:53:df,20.219405840999997,403,158
97,84:2e:27:6b:53:df,20.243035054000003,404,158
98,84:2e:27:6b:53:df,20.254312851,405,158
99,84:2e:27:6b:53:df,20.255711988,406,158
151,84:2e:27:6b:53:df,206.41772415,4080,158
152,84:2e:27:6b:53:df,206.42099721,4082,158
153,84:2e:27:6b:53:df,206.44356048100002,4087,158
154,84:2e:27:6b:53:df,206.46013059300003,4088,158
155,84:2e:27:6b:53:df,206.46149653800003,4089,158
157,84:2e:27:6b:53:df,206.464699377,4090,158
158,84:2e:27:6b:53:df,206.466067172,4091,158
159,84:2e:27:6b:53:df,206.4803093,4092,158
160,84:2e:27:6b:53:df,206.48170471900002,4093,158
161,84:2e:27:6b:53:df,206.48318275300002,4094,158
162,84:2e:27:6b:53:df,206.484464704,4095,158
164,84:2e:27:6b:53:df,206.71198646,4136,158
165,84:2e:27:6b:53:df,206.713281998,4137,158
166,84:2e:27:6b:53:df,206.71501006,4138,158
167,84:2e:27:6b:53:df,206.71635260600002,4139,158
168,84:2e:27:6b:53:df,206.731772335,4140,158
169,84:2e:27:6b:53:df,206.733136552,4141,158
170,84:2e:27:6b:53:df,206.734829969,4142,158
171,84:2e:27:6b:53:df,206.736249197,4143,158
177,84:2e:27:6b:53:df,208.804832192,4193,158
178,84:2e:27:6b:53:df,208.806232657,4194,158
179,84:2e:27:6b:53:df,208.807627649,4195,158
180,84:2e:27:6b:53:df,208.808963986,4196,158
181,84:2e:27:6b:53:df,208.82519005800003,4197,158
182,84:2e:27:6b:53:df,208.82646831600002,4198,158
183,84:2e:27:6b:53:df,208.82785152600002,4199,158
