,sa,timedifference,sequence no,length
503,84:2e:27:6b:53:df,705.3466555370001,16352,158
504,84:2e:27:6b:53:df,705.348051234,16353,158
505,84:2e:27:6b:53:df,705.349598736,16354,158
506,84:2e:27:6b:53:df,705.3510734450001,16355,158
507,84:2e:27:6b:53:df,705.3672797209999,16356,158
508,84:2e:27:6b:53:df,705.3686530279999,16357,158
509,84:2e:27:6b:53:df,705.370346671,16358,158
510,84:2e:27:6b:53:df,705.371902476,16359,158
511,84:2e:27:6b:53:df,705.517669451,16384,158
512,84:2e:27:6b:53:df,705.582049398,16397,158
513,84:2e:27:6b:53:df,705.6024595150001,16400,158
514,84:2e:27:6b:53:df,705.603939684,16401,158
515,84:2e:27:6b:53:df,705.605508483,16402,158
516,84:2e:27:6b:53:df,705.606922504,16403,158
517,84:2e:27:6b:53:df,705.6231959200001,16404,158
518,84:2e:27:6b:53:df,705.6245521379999,16405,158
519,84:2e:27:6b:53:df,705.626374904,16406,158
520,84:2e:27:6b:53:df,705.628166021,16407,158
521,84:2e:27:6b:53:df,705.774791373,16433,158
522,84:2e:27:6b:53:df,705.7767285379999,16434,158
523,84:2e:27:6b:53:df,705.8577422579999,16448,158
524,84:2e:27:6b:53:df,705.8591332909999,16449,158
525,84:2e:27:6b:53:df,705.86054162,16450,158
526,84:2e:27:6b:53:df,705.8621899220001,16451,158
527,84:2e:27:6b:53:df,705.8774183300001,16452,158
528,84:2e:27:6b:53:df,705.8788126800001,16453,158
529,84:2e:27:6b:53:df,705.880337167,16454,158
530,84:2e:27:6b:53:df,705.881813933,16455,158
557,84:2e:27:6b:53:df,712.127281562,16553,158
558,84:2e:27:6b:53:df,712.2368465500001,16565,158
559,84:2e:27:6b:53:df,712.256053969,16568,158
560,84:2e:27:6b:53:df,712.28094652,16574,158
561,84:2e:27:6b:53:df,712.3679232300001,16582,158
562,84:2e:27:6b:53:df,712.3881803129999,16586,158
563,84:2e:27:6b:53:df,712.567287014,16615,158
575,84:2e:27:6b:53:df,720.060382614,16770,158
576,84:2e:27:6b:53:df,720.061799822,16771,158
577,84:2e:27:6b:53:df,720.0631974309999,16772,158
578,84:2e:27:6b:53:df,720.064548316,16773,158
579,84:2e:27:6b:53:df,720.0828945559999,16775,158
580,84:2e:27:6b:53:df,720.0842988300001,16776,158
581,84:2e:27:6b:53:df,720.085617391,16777,158
582,84:2e:27:6b:53:df,720.102469083,16778,158
583,84:2e:27:6b:53:df,720.103845688,16779,158
584,84:2e:27:6b:53:df,720.1051854929999,16780,158
585,84:2e:27:6b:53:df,720.1065943670001,16781,158
586,84:2e:27:6b:53:df,720.124403631,16782,158
587,84:2e:27:6b:53:df,720.125801736,16783,158
588,84:2e:27:6b:53:df,720.127299636,16784,158
589,84:2e:27:6b:53:df,720.1286726879999,16785,158
590,84:2e:27:6b:53:df,720.142984122,16786,158
591,84:2e:27:6b:53:df,720.144371121,16787,158
592,84:2e:27:6b:53:df,720.1457964690001,16788,158
593,84:2e:27:6b:53:df,720.147115078,16789,158
594,84:2e:27:6b:53:df,720.162893758,16790,158
595,84:2e:27:6b:53:df,720.1642613920001,16791,158
596,84:2e:27:6b:53:df,720.1657187379999,16792,158
597,84:2e:27:6b:53:df,720.167175739,16793,158
598,84:2e:27:6b:53:df,720.1860180790001,16796,158
599,84:2e:27:6b:53:df,720.187367737,16797,158
600,84:2e:27:6b:53:df,720.203471882,16798,158
601,84:2e:27:6b:53:df,720.2049236959999,16799,158
602,84:2e:27:6b:53:df,720.2063000950001,16800,158
603,84:2e:27:6b:53:df,720.207632348,16801,158
604,84:2e:27:6b:53:df,720.230495426,16805,158
620,84:2e:27:6b:53:df,743.402109416,16868,158
621,84:2e:27:6b:53:df,743.425259467,16872,158
622,84:2e:27:6b:53:df,743.4736927370001,16877,158
623,84:2e:27:6b:53:df,743.5038239400001,16888,158
624,84:2e:27:6b:53:df,743.5237626420001,16894,158
632,84:2e:27:6b:53:df,849.7874305370001,17189,158
633,84:2e:27:6b:53:df,849.788822191,17190,158
634,84:2e:27:6b:53:df,849.7902697600001,17191,158
635,84:2e:27:6b:53:df,849.795085124,17193,158
636,84:2e:27:6b:53:df,849.7965031690001,17194,158
637,84:2e:27:6b:53:df,849.797952948,17195,158
638,84:2e:27:6b:53:df,849.799312559,17196,158
639,84:2e:27:6b:53:df,849.8007329400001,17197,158
640,84:2e:27:6b:53:df,849.805683491,17199,158
641,84:2e:27:6b:53:df,849.807013418,17200,158
642,84:2e:27:6b:53:df,849.812484411,17201,158
643,84:2e:27:6b:53:df,849.8139149850001,17202,158
644,84:2e:27:6b:53:df,849.815331507,17203,158
645,84:2e:27:6b:53:df,849.816784985,17204,158
646,84:2e:27:6b:53:df,849.829378756,17205,158
