,sa,timedifference,sequence no,length
904,84:2e:27:6b:53:df,1340.1659620479998,24545,158
905,84:2e:27:6b:53:df,1340.205612755,24552,158
906,84:2e:27:6b:53:df,1340.2069928279998,24553,158
907,84:2e:27:6b:53:df,1340.208811474,24554,158
908,84:2e:27:6b:53:df,1340.210163362,24555,158
909,84:2e:27:6b:53:df,1340.2259431379998,24556,158
910,84:2e:27:6b:53:df,1340.2272216869999,24557,158
911,84:2e:27:6b:53:df,1340.228614699,24558,158
912,84:2e:27:6b:53:df,1340.291962091,24569,158
913,84:2e:27:6b:53:df,1340.316342654,24575,158
914,84:2e:27:6b:53:df,1340.397376556,24589,158
915,84:2e:27:6b:53:df,1340.4002998039998,24591,158
916,84:2e:27:6b:53:df,1340.4598012759998,24600,158
917,84:2e:27:6b:53:df,1340.461045475,24601,158
918,84:2e:27:6b:53:df,1340.463083659,24602,158
919,84:2e:27:6b:53:df,1340.4650088209999,24603,158
920,84:2e:27:6b:53:df,1340.48052188,24604,158
921,84:2e:27:6b:53:df,1340.481914192,24605,158
922,84:2e:27:6b:53:df,1340.483742791,24606,158
923,84:2e:27:6b:53:df,1340.485183499,24607,158
924,84:2e:27:6b:53:df,1340.5473762129998,24618,158
934,84:2e:27:6b:53:df,1346.864715729,24732,158
935,84:2e:27:6b:53:df,1346.866146289,24733,158
936,84:2e:27:6b:53:df,1346.8675197409998,24734,158
937,84:2e:27:6b:53:df,1346.8687899309998,24735,158
938,84:2e:27:6b:53:df,1346.88482246,24736,158
939,84:2e:27:6b:53:df,1346.886206492,24737,158
940,84:2e:27:6b:53:df,1346.8876215459998,24738,158
941,84:2e:27:6b:53:df,1346.8890000709998,24739,158
942,84:2e:27:6b:53:df,1347.215465605,24784,158
943,84:2e:27:6b:53:df,1347.2168705759998,24785,158
944,84:2e:27:6b:53:df,1347.218246835,24786,158
945,84:2e:27:6b:53:df,1347.2195887189998,24787,158
946,84:2e:27:6b:53:df,1347.236294825,24788,158
947,84:2e:27:6b:53:df,1347.237689652,24789,158
948,84:2e:27:6b:53:df,1347.239088293,24790,158
949,84:2e:27:6b:53:df,1347.2404169269998,24791,158
990,84:2e:27:6b:53:df,1417.829910951,25203,158
1037,84:2e:27:6b:53:df,1683.15712011,28652,158
1038,84:2e:27:6b:53:df,1683.1585735269998,28653,158
1039,84:2e:27:6b:53:df,1683.1605652829999,28654,158
1040,84:2e:27:6b:53:df,1683.1622661769998,28655,158
1041,84:2e:27:6b:53:df,1683.179304455,28656,158
1042,84:2e:27:6b:53:df,1683.244846516,28670,158
1043,84:2e:27:6b:53:df,1683.4143470089998,28701,158
1044,84:2e:27:6b:53:df,1683.4159591379998,28702,158
1064,84:2e:27:6b:53:df,1689.756051338,28834,158
1065,84:2e:27:6b:53:df,1689.75745061,28835,158
1066,84:2e:27:6b:53:df,1689.7588435829998,28836,158
1067,84:2e:27:6b:53:df,1690.1926997179999,28896,158
1068,84:2e:27:6b:53:df,1690.1940932469997,28897,158
1069,84:2e:27:6b:53:df,1690.1954918929998,28898,158
1070,84:2e:27:6b:53:df,1690.196797549,28899,158
1071,84:2e:27:6b:53:df,1690.213054828,28900,158
1072,84:2e:27:6b:53:df,1690.214423234,28901,158
1073,84:2e:27:6b:53:df,1690.2158204569998,28902,158
1074,84:2e:27:6b:53:df,1690.217176534,28903,158
1075,84:2e:27:6b:53:df,1690.414788439,28924,158
1076,84:2e:27:6b:53:df,1690.4366010029999,28929,158
1077,84:2e:27:6b:53:df,1690.4393377089998,28931,158
