,sa,timedifference,sequence no,length
18926,2c:33:7a:2b:79:3a,35401.590702296,441544,97
18927,2c:33:7a:2b:79:3a,35414.064011461,441686,97
18928,2c:33:7a:2b:79:3a,35414.065032401,441687,97
18929,2c:33:7a:2b:79:3a,35414.06601104,441688,97
18930,2c:33:7a:2b:79:3a,35427.381688801,441869,97
18931,2c:33:7a:2b:79:3a,35427.38379078,441871,97
18932,2c:33:7a:2b:79:3a,35427.384857549,441872,97
18938,2c:33:7a:2b:79:3a,35438.895443158,441963,97
18939,2c:33:7a:2b:79:3a,35438.89818422,441964,97
18940,2c:33:7a:2b:79:3a,35438.899103437,441965,97
18941,2c:33:7a:2b:79:3a,35446.715972957,442115,97
18942,2c:33:7a:2b:79:3a,35446.717126708994,442116,97
18943,2c:33:7a:2b:79:3a,35446.718115248994,442117,97
18944,2c:33:7a:2b:79:3a,35452.893707686,442183,97
18945,2c:33:7a:2b:79:3a,35452.894898721,442184,97
18946,2c:33:7a:2b:79:3a,35452.895876467,442185,97
18947,2c:33:7a:2b:79:3a,35452.896854531,442186,97
18948,2c:33:7a:2b:79:3a,35458.251786141,442209,97
18949,2c:33:7a:2b:79:3a,35458.252920859,442210,97
18950,2c:33:7a:2b:79:3a,35458.253912267995,442211,97
18951,2c:33:7a:2b:79:3a,35458.254910187,442212,97
18952,2c:33:7a:2b:79:3a,35459.137093658,442251,97
18953,2c:33:7a:2b:79:3a,35459.13988765299,442253,97
18954,2c:33:7a:2b:79:3a,35459.140843402,442254,97
18955,2c:33:7a:2b:79:3a,35464.647638706,442283,97
18956,2c:33:7a:2b:79:3a,35464.648879651,442284,97
18957,2c:33:7a:2b:79:3a,35464.650778242,442286,97
18965,2c:33:7a:2b:79:3a,35471.652339964996,442396,97
18966,2c:33:7a:2b:79:3a,35484.00633469,442529,97
18967,2c:33:7a:2b:79:3a,35484.007541029,442530,97
18968,2c:33:7a:2b:79:3a,35484.008503705,442531,97
18969,2c:33:7a:2b:79:3a,35491.025894094,442639,97
18970,2c:33:7a:2b:79:3a,35491.02708534,442640,97
18971,2c:33:7a:2b:79:3a,35491.028040893,442641,97
18972,2c:33:7a:2b:79:3a,35491.02904119,442642,97
18975,2c:33:7a:2b:79:3a,35498.00280310799,442749,97
18976,2c:33:7a:2b:79:3a,35498.004018996,442750,97
18977,2c:33:7a:2b:79:3a,35498.004996627,442751,97
18978,2c:33:7a:2b:79:3a,35498.005915615,442752,97
18979,2c:33:7a:2b:79:3a,35504.183233063,442817,97
18980,2c:33:7a:2b:79:3a,35504.185858137,442819,97
18983,2c:33:7a:2b:79:3a,35510.277063505,442879,97
18984,2c:33:7a:2b:79:3a,35510.403956197,442887,97
18985,2c:33:7a:2b:79:3a,35510.404851739,442888,97
18997,2c:33:7a:2b:79:3a,35535.200880134,443163,97
18998,2c:33:7a:2b:79:3a,35535.203107941,443165,97
18999,2c:33:7a:2b:79:3a,35535.20404225,443166,97
19000,2c:33:7a:2b:79:3a,35535.320512779,443170,97
19006,2c:33:7a:2b:79:3a,35542.207571112995,443273,97
19007,2c:33:7a:2b:79:3a,35543.042378148,443317,97
19008,2c:33:7a:2b:79:3a,35549.200545991,443383,97
19009,2c:33:7a:2b:79:3a,35549.202647065,443385,97
19010,2c:33:7a:2b:79:3a,35549.20364666799,443386,97
19011,2c:33:7a:2b:79:3a,35549.318067782995,443390,97
19013,2c:33:7a:2b:79:3a,35554.559914098994,443409,97
19014,2c:33:7a:2b:79:3a,35554.563262867,443412,97
19015,2c:33:7a:2b:79:3a,35561.559054615,443519,97
19016,2c:33:7a:2b:79:3a,35561.560226288995,443520,97
19018,2c:33:7a:2b:79:3a,35574.751368312,443698,97
19020,2c:33:7a:2b:79:3a,35593.398855823994,443909,97
19024,2c:33:7a:2b:79:3a,35599.575836863994,443975,97
19025,2c:33:7a:2b:79:3a,35599.576994857,443976,97
19026,2c:33:7a:2b:79:3a,35605.754442121,444043,97
19027,2c:33:7a:2b:79:3a,35605.756625707996,444045,97
19028,2c:33:7a:2b:79:3a,35605.757544062,444046,97
19032,2c:33:7a:2b:79:3a,35613.576570911,444195,97
19033,2c:33:7a:2b:79:3a,35613.577791762,444196,97
