,sa,timedifference,sequence no,length
22407,2c:33:7a:2b:79:3a,43203.82780939,538823,97
22410,2c:33:7a:2b:79:3a,43216.163477199,538960,97
22411,2c:33:7a:2b:79:3a,43216.16444030299,538961,97
22412,2c:33:7a:2b:79:3a,43216.165440797995,538962,97
22413,2c:33:7a:2b:79:3a,43223.159203932,539070,97
22414,2c:33:7a:2b:79:3a,43223.160145379,539071,97
22415,2c:33:7a:2b:79:3a,43223.161077611,539072,97
22417,2c:33:7a:2b:79:3a,43229.342940010996,539137,97
22420,2c:33:7a:2b:79:3a,43242.406654298,539311,97
22422,2c:33:7a:2b:79:3a,43260.356283773,539483,97
22423,2c:33:7a:2b:79:3a,43260.357453314,539484,97
22427,2c:33:7a:2b:79:3a,43267.367863421,539593,97
22428,2c:33:7a:2b:79:3a,43267.369046075,539594,97
22429,2c:33:7a:2b:79:3a,43267.369986089,539595,97
22430,2c:33:7a:2b:79:3a,43267.370919821,539596,97
22431,2c:33:7a:2b:79:3a,43275.886383039,539715,97
22432,2c:33:7a:2b:79:3a,43275.887554144996,539716,97
22433,2c:33:7a:2b:79:3a,43275.888470608,539717,97
22434,2c:33:7a:2b:79:3a,43275.88938294,539718,97
22456,2c:33:7a:2b:79:3a,43293.73184324,539884,97
22457,2c:33:7a:2b:79:3a,43293.854240671,539891,97
22458,2c:33:7a:2b:79:3a,43300.863846347995,539993,97
22459,2c:33:7a:2b:79:3a,43300.865015398,539994,97
22460,2c:33:7a:2b:79:3a,43301.682533898995,540036,97
22461,2c:33:7a:2b:79:3a,43301.683421088,540037,97
22462,2c:33:7a:2b:79:3a,43301.684441066,540038,97
22463,2c:33:7a:2b:79:3a,43307.930046427,540103,97
22464,2c:33:7a:2b:79:3a,43307.931214375,540104,97
22465,2c:33:7a:2b:79:3a,43307.932133141,540105,97
22466,2c:33:7a:2b:79:3a,43313.307959494996,540131,97
22467,2c:33:7a:2b:79:3a,43315.39013922,540184,97
22471,2c:33:7a:2b:79:3a,43320.711404012996,540211,97
22487,2c:33:7a:2b:79:3a,43353.367289477996,540639,97
22488,2c:33:7a:2b:79:3a,43353.368514452995,540640,97
22489,2c:33:7a:2b:79:3a,43353.3694752,540641,97
22490,2c:33:7a:2b:79:3a,43353.370447156,540642,97
22494,2c:33:7a:2b:79:3a,43360.246611826,540745,97
22495,2c:33:7a:2b:79:3a,43360.365887114,540751,97
22496,2c:33:7a:2b:79:3a,43360.366790745,540752,97
22501,2c:33:7a:2b:79:3a,43365.728048918,540777,97
22502,2c:33:7a:2b:79:3a,43365.729044493,540778,97
22503,2c:33:7a:2b:79:3a,43379.718327179995,540995,97
22504,2c:33:7a:2b:79:3a,43379.719483529,540996,97
22505,2c:33:7a:2b:79:3a,43379.720666346,540997,97
22506,2c:33:7a:2b:79:3a,43379.721562691,540998,97
22507,2c:33:7a:2b:79:3a,43404.554180834995,541273,97
22508,2c:33:7a:2b:79:3a,43404.556522465,541275,97
22509,2c:33:7a:2b:79:3a,43404.557478782,541276,97
22518,2c:33:7a:2b:79:3a,43423.911806708995,541519,97
22519,2c:33:7a:2b:79:3a,43423.913945274,541521,97
22522,2c:33:7a:2b:79:3a,43430.920668262,541629,97
22523,2c:33:7a:2b:79:3a,43430.921836759,541630,97
22524,2c:33:7a:2b:79:3a,43430.92283762799,541631,97
22525,2c:33:7a:2b:79:3a,43437.116996974,541700,97
22531,2c:33:7a:2b:79:3a,43443.330540477,541765,97
22532,2c:33:7a:2b:79:3a,43443.332628047,541767,97
22533,2c:33:7a:2b:79:3a,43443.333701428,541768,97
22534,2c:33:7a:2b:79:3a,43450.275466244,541875,97
22535,2c:33:7a:2b:79:3a,43468.115119122,542045,97
22539,2c:33:7a:2b:79:3a,43487.468375792,542291,97
22540,2c:33:7a:2b:79:3a,43487.469421847,542292,97
22541,2c:33:7a:2b:79:3a,43494.485254383995,542402,97
22544,2c:33:7a:2b:79:3a,43501.349979452,542503,97
22545,2c:33:7a:2b:79:3a,43515.13519125299,542658,97
22546,2c:33:7a:2b:79:3a,43521.236579472,542719,97
22547,2c:33:7a:2b:79:3a,43521.237765816,542720,97
22550,2c:33:7a:2b:79:3a,43540.005152838996,542935,97
22551,2c:33:7a:2b:79:3a,43540.00957236299,542937,97
22552,2c:33:7a:2b:79:3a,43540.010576532,542938,97
22553,2c:33:7a:2b:79:3a,43546.177969938,543004,97
22554,2c:33:7a:2b:79:3a,43546.17901377,543005,97
22555,2c:33:7a:2b:79:3a,43546.179920140996,543006,97
22556,2c:33:7a:2b:79:3a,43547.016830283996,543048,97
22557,2c:33:7a:2b:79:3a,43547.131779882,543052,97
22558,2c:33:7a:2b:79:3a,43554.001605649,543155,97
22559,2c:33:7a:2b:79:3a,43554.004803052,543158,97
22564,2c:33:7a:2b:79:3a,43566.359802814,543292,97
22565,2c:33:7a:2b:79:3a,43566.360934134,543293,97
22566,2c:33:7a:2b:79:3a,43571.949207245,543329,97
22567,2c:33:7a:2b:79:3a,43571.950740121,543330,97
22568,2c:33:7a:2b:79:3a,43578.837939681,543435,97
22569,2c:33:7a:2b:79:3a,43591.789406644,543599,97
22571,2c:33:7a:2b:79:3a,43598.191387463,543679,97
22572,2c:33:7a:2b:79:3a,43598.192585434,543680,97
22573,2c:33:7a:2b:79:3a,43598.1945968,543682,97
22574,2c:33:7a:2b:79:3a,43610.581485263,543816,97
22575,2c:33:7a:2b:79:3a,43610.582396212994,543817,97
22576,2c:33:7a:2b:79:3a,43617.559973537995,543926,97
22581,2c:33:7a:2b:79:3a,43624.547984635,544035,97
22582,2c:33:7a:2b:79:3a,43624.549162817,544036,97
22583,2c:33:7a:2b:79:3a,43624.550154079996,544037,97
22584,2c:33:7a:2b:79:3a,43624.551073152,544038,97
22587,2c:33:7a:2b:79:3a,43630.739148591,544105,97
22588,2c:33:7a:2b:79:3a,43630.740105464996,544106,97
22591,2c:33:7a:2b:79:3a,43649.388167615,544314,97
22592,2c:33:7a:2b:79:3a,43649.389145432004,544315,97
22599,2c:33:7a:2b:79:3a,43668.754254585,544560,97
22600,2c:33:7a:2b:79:3a,43668.755127134995,544561,97
22601,2c:33:7a:2b:79:3a,43675.746332519,544672,97
22603,2c:33:7a:2b:79:3a,43681.928922167,544737,97
22610,2c:33:7a:2b:79:3a,43688.11955551,544806,97
22617,2c:33:7a:2b:79:3a,43707.46791001799,545054,97
22624,2c:33:7a:2b:79:3a,43712.940315155,545084,97
22625,2c:33:7a:2b:79:3a,43712.941160602,545085,97
22626,2c:33:7a:2b:79:3a,43712.942183192,545086,97
22628,2c:33:7a:2b:79:3a,43719.942390428,545195,97
22629,2c:33:7a:2b:79:3a,43719.94334713,545196,97
22630,2c:33:7a:2b:79:3a,43739.299085747996,545439,97
22631,2c:33:7a:2b:79:3a,43739.30026927299,545440,97
22632,2c:33:7a:2b:79:3a,43739.302997552004,545441,97
22633,2c:33:7a:2b:79:3a,43739.303927142995,545442,97
22634,2c:33:7a:2b:79:3a,43746.183165436,545543,97
22635,2c:33:7a:2b:79:3a,43746.184325999,545544,97
22636,2c:33:7a:2b:79:3a,43752.481252054,545620,97
22637,2c:33:7a:2b:79:3a,43758.66054746,545686,97
22638,2c:33:7a:2b:79:3a,43758.662423992,545688,97
22651,2c:33:7a:2b:79:3a,43777.32111260299,545897,97
22652,2c:33:7a:2b:79:3a,43777.322013439996,545898,97
22653,2c:33:7a:2b:79:3a,43778.01663463299,545933,97
22654,2c:33:7a:2b:79:3a,43783.49407098,545965,97
22655,2c:33:7a:2b:79:3a,43791.411123433,546117,97
22656,2c:33:7a:2b:79:3a,43791.412122014,546118,97
