,sa,timedifference,sequence no,length
30258,2c:33:7a:2b:79:3a,60600.536358043,755623,97
30259,2c:33:7a:2b:79:3a,60606.717617737995,755693,97
30262,2c:33:7a:2b:79:3a,60625.484012976,755907,97
30263,2c:33:7a:2b:79:3a,60631.54968940299,755970,97
30266,2c:33:7a:2b:79:3a,60651.731917954996,756260,97
30267,2c:33:7a:2b:79:3a,60657.90443803099,756325,97
30268,2c:33:7a:2b:79:3a,60657.905597660996,756326,97
30276,2c:33:7a:2b:79:3a,60682.74287175,756604,97
30277,2c:33:7a:2b:79:3a,60682.744791844,756606,97
30281,2c:33:7a:2b:79:3a,60689.740278375,756714,97
30282,2c:33:7a:2b:79:3a,60689.741221954995,756715,97
30283,2c:33:7a:2b:79:3a,60689.742200994006,756716,97
30284,2c:33:7a:2b:79:3a,60690.556690715,756755,97
30285,2c:33:7a:2b:79:3a,60690.558793789,756757,97
30286,2c:33:7a:2b:79:3a,60690.559757955,756758,97
30294,2c:33:7a:2b:79:3a,60696.740485702,756823,97
30295,2c:33:7a:2b:79:3a,60696.74167700599,756824,97
30296,2c:33:7a:2b:79:3a,60696.74257396,756825,97
30297,2c:33:7a:2b:79:3a,60696.743509880995,756826,97
30298,2c:33:7a:2b:79:3a,60702.109313724,756849,97
30299,2c:33:7a:2b:79:3a,60702.110483355995,756850,97
30300,2c:33:7a:2b:79:3a,60702.111531705996,756851,97
30301,2c:33:7a:2b:79:3a,60702.112527854995,756852,97
30317,2c:33:7a:2b:79:3a,60740.933751177996,757347,97
30318,2c:33:7a:2b:79:3a,60747.113684342,757415,97
30324,2c:33:7a:2b:79:3a,60761.110129154,757635,97
30325,2c:33:7a:2b:79:3a,60761.111274518,757636,97
30326,2c:33:7a:2b:79:3a,60761.112306294,757637,97
30327,2c:33:7a:2b:79:3a,60761.113321615,757638,97
30332,2c:33:7a:2b:79:3a,60773.473808074996,757773,97
30337,2c:33:7a:2b:79:3a,60798.30821416299,758049,97
30338,2c:33:7a:2b:79:3a,60798.309393392,758050,97
30339,2c:33:7a:2b:79:3a,60798.31364483,758052,97
30341,2c:33:7a:2b:79:3a,60812.307030368,758269,97
30342,2c:33:7a:2b:79:3a,60812.309111388,758271,97
30343,2c:33:7a:2b:79:3a,60812.31011191299,758272,97
30347,2c:33:7a:2b:79:3a,60831.664191763,758515,97
30348,2c:33:7a:2b:79:3a,60831.665363307,758516,97
30349,2c:33:7a:2b:79:3a,60831.666401954004,758517,97
30350,2c:33:7a:2b:79:3a,60831.667313661,758518,97
30358,2c:33:7a:2b:79:3a,60844.025943589004,758651,97
30359,2c:33:7a:2b:79:3a,60849.50293075,758683,97
30360,2c:33:7a:2b:79:3a,60849.504379642,758684,97
30361,2c:33:7a:2b:79:3a,60849.505273657,758685,97
30362,2c:33:7a:2b:79:3a,60849.506260424,758686,97
30366,2c:33:7a:2b:79:3a,60863.503867483,758904,97
30367,2c:33:7a:2b:79:3a,60863.504869075994,758905,97
30368,2c:33:7a:2b:79:3a,60863.505808393,758906,97
30369,2c:33:7a:2b:79:3a,60868.862803809,758930,97
30370,2c:33:7a:2b:79:3a,60868.863697099005,758931,97
30371,2c:33:7a:2b:79:3a,60868.864716287004,758932,97
30372,2c:33:7a:2b:79:3a,60875.860239283,759039,97
30374,2c:33:7a:2b:79:3a,60882.745862395,759143,97
30378,2c:33:7a:2b:79:3a,60889.045928699,759219,97
30379,2c:33:7a:2b:79:3a,60895.226474507996,759288,97
30387,2c:33:7a:2b:79:3a,60907.701889019,759429,97
30388,2c:33:7a:2b:79:3a,60908.519966089996,759469,97
30389,2c:33:7a:2b:79:3a,60908.521149009,759470,97
30390,2c:33:7a:2b:79:3a,60908.52214555,759471,97
30398,2c:33:7a:2b:79:3a,60920.056232919,759563,97
30399,2c:33:7a:2b:79:3a,60920.057402439,759564,97
30400,2c:33:7a:2b:79:3a,60920.058481901,759565,97
30401,2c:33:7a:2b:79:3a,60920.059460172,759566,97
30402,2c:33:7a:2b:79:3a,60927.875170825995,759716,97
30403,2c:33:7a:2b:79:3a,60927.876144928,759717,97
30404,2c:33:7a:2b:79:3a,60933.23478486099,759741,97
30405,2c:33:7a:2b:79:3a,60933.240138012,759744,97
30406,2c:33:7a:2b:79:3a,60934.052976392,759783,97
30407,2c:33:7a:2b:79:3a,60934.054192558,759784,97
30408,2c:33:7a:2b:79:3a,60939.414861203,759809,97
30409,2c:33:7a:2b:79:3a,60939.416048244995,759810,97
30410,2c:33:7a:2b:79:3a,60939.41705126099,759811,97
30411,2c:33:7a:2b:79:3a,60939.418051343,759812,97
30422,2c:33:7a:2b:79:3a,60959.60131573,760100,97
30423,2c:33:7a:2b:79:3a,60979.069789910995,760350,97
30424,2c:33:7a:2b:79:3a,60979.070743615,760351,97
30425,2c:33:7a:2b:79:3a,60979.072368674,760352,97
30426,2c:33:7a:2b:79:3a,60984.431187172,760376,97
30427,2c:33:7a:2b:79:3a,60984.432163619,760377,97
30428,2c:33:7a:2b:79:3a,60990.609518422,760443,97
30429,2c:33:7a:2b:79:3a,60990.610670676,760444,97
30430,2c:33:7a:2b:79:3a,60990.611659714,760445,97
30431,2c:33:7a:2b:79:3a,60990.61260078599,760446,97
30432,2c:33:7a:2b:79:3a,60991.431462721,760487,97
30441,2c:33:7a:2b:79:3a,60998.42558775099,760593,1548
30442,2c:33:7a:2b:79:3a,60998.428702579,760595,97
30443,2c:33:7a:2b:79:3a,60998.430827319,760597,97
30444,2c:33:7a:2b:79:3a,60998.43182696,760598,97
30449,2c:33:7a:2b:79:3a,61003.789564142004,760622,97
30450,2c:33:7a:2b:79:3a,61003.79658529099,760624,97
30451,2c:33:7a:2b:79:3a,61004.610104934,760663,97
30452,2c:33:7a:2b:79:3a,61004.616433542,760664,97
30453,2c:33:7a:2b:79:3a,61004.617411484,760665,97
30454,2c:33:7a:2b:79:3a,61004.618374419995,760666,97
30455,2c:33:7a:2b:79:3a,61010.78711631,760731,97
30456,2c:33:7a:2b:79:3a,61010.789353155,760733,97
30463,2c:33:7a:2b:79:3a,61023.272944387994,760873,97
30464,2c:33:7a:2b:79:3a,61023.274840569,760874,97
30465,2c:33:7a:2b:79:3a,61023.27587289,760875,97
30466,2c:33:7a:2b:79:3a,61023.276789119,760876,97
30471,2c:33:7a:2b:79:3a,61042.624367394004,761120,97
30472,2c:33:7a:2b:79:3a,61042.625368001,761121,97
30473,2c:33:7a:2b:79:3a,61042.62647312,761122,97
30478,2c:33:7a:2b:79:3a,61048.802586884005,761187,97
30479,2c:33:7a:2b:79:3a,61049.507666457,761223,97
30480,2c:33:7a:2b:79:3a,61049.62496528599,761230,97
30481,2c:33:7a:2b:79:3a,61049.626156055,761231,97
30482,2c:33:7a:2b:79:3a,61049.627075027995,761232,97
30488,2c:33:7a:2b:79:3a,61055.805530007,761297,97
30489,2c:33:7a:2b:79:3a,61061.990130148,761365,97
30498,2c:33:7a:2b:79:3a,61068.983396222,761475,97
30499,2c:33:7a:2b:79:3a,61068.985534691,761477,97
30500,2c:33:7a:2b:79:3a,61068.986512834,761478,97
30512,2c:33:7a:2b:79:3a,61086.818632647,761643,97
30513,2c:33:7a:2b:79:3a,61086.820780124996,761645,97
30514,2c:33:7a:2b:79:3a,61086.93542805,761649,97
30515,2c:33:7a:2b:79:3a,61086.938258853,761651,97
30516,2c:33:7a:2b:79:3a,61100.818816897,761865,97
30517,2c:33:7a:2b:79:3a,61106.18031781,761892,97
30519,2c:33:7a:2b:79:3a,61126.250778292,762174,97
30520,2c:33:7a:2b:79:3a,61126.362515812994,762177,97
30521,2c:33:7a:2b:79:3a,61126.363705842996,762178,97
30522,2c:33:7a:2b:79:3a,61126.364705773,762179,97
30523,2c:33:7a:2b:79:3a,61126.365765177994,762180,97
30527,2c:33:7a:2b:79:3a,61132.541940061,762246,97
30532,2c:33:7a:2b:79:3a,61145.83156231,762430,97
30533,2c:33:7a:2b:79:3a,61145.832584174,762431,97
30534,2c:33:7a:2b:79:3a,61145.833583524996,762432,97
30535,2c:33:7a:2b:79:3a,61151.897323761,762492,97
30536,2c:33:7a:2b:79:3a,61151.898282624,762493,97
30538,2c:33:7a:2b:79:3a,61157.371742527,762523,97
30539,2c:33:7a:2b:79:3a,61157.37297139599,762524,97
30540,2c:33:7a:2b:79:3a,61157.374052816,762525,97
30541,2c:33:7a:2b:79:3a,61157.375077492,762526,97
30542,2c:33:7a:2b:79:3a,61165.19534696599,762677,97
30543,2c:33:7a:2b:79:3a,61165.196257239004,762678,97
30544,2c:33:7a:2b:79:3a,61171.373130132,762743,97
30545,2c:33:7a:2b:79:3a,61171.374314194,762744,97
30546,2c:33:7a:2b:79:3a,61171.375336038,762745,97
30547,2c:33:7a:2b:79:3a,61171.37627700299,762746,97
30548,2c:33:7a:2b:79:3a,61176.734440559005,762769,97
30549,2c:33:7a:2b:79:3a,61176.735574759005,762770,97
30550,2c:33:7a:2b:79:3a,61176.737652706,762772,97
30553,2c:33:7a:2b:79:3a,61196.91226031799,763058,97
30554,2c:33:7a:2b:79:3a,61196.913143587,763059,97
