,sa,timedifference,sequence no,length
43054,04:cf:8c:89:18:47,82802.23622098601,1545319,97
43055,04:cf:8c:89:18:47,82802.237040935,1545320,97
43056,04:cf:8c:89:18:47,82802.237888211,1545321,97
43061,04:cf:8c:89:18:47,82815.782742667,1546019,97
43069,04:cf:8c:89:18:47,82820.811230149,1546280,97
43070,04:cf:8c:89:18:47,82820.812048127,1546281,97
43075,04:cf:8c:89:18:47,82834.34472411801,1546979,97
43093,04:cf:8c:89:18:47,82864.66293180801,1548549,97
43095,04:cf:8c:89:18:47,82866.74087420802,1548653,97
43114,04:cf:8c:89:18:47,82883.20769757601,1549507,97
43117,04:cf:8c:89:18:47,82885.29646839,1549611,97
43135,04:cf:8c:89:18:47,82922.364009582,1551531,97
43140,04:cf:8c:89:18:47,82929.040335508,1551883,97
43157,04:cf:8c:89:18:47,82969.20864794201,1553958,97
43158,04:cf:8c:89:18:47,82969.21060337701,1553960,97
43163,04:cf:8c:89:18:47,82987.761950771,1554920,97
43164,04:cf:8c:89:18:47,82987.76278579701,1554921,97
43171,04:cf:8c:89:18:47,82994.452751017,1555269,97
43197,04:cf:8c:89:18:47,83033.624681935,1557290,97
43198,04:cf:8c:89:18:47,83033.627468127,1557293,97
43201,04:cf:8c:89:18:47,83040.292011799,1557644,97
43202,04:cf:8c:89:18:47,83040.292829407,1557645,97
43203,04:cf:8c:89:18:47,83050.05613348301,1558148,97
43204,04:cf:8c:89:18:47,83050.056933545,1558149,97
43214,04:cf:8c:89:18:47,83077.36126357301,1559562,97
43215,04:cf:8c:89:18:47,83077.36234943301,1559563,97
43229,04:cf:8c:89:18:47,83095.928390802,1560522,97
43239,04:cf:8c:89:18:47,83114.48574800801,1561485,97
43249,04:cf:8c:89:18:47,83124.25124297601,1561987,97
43260,04:cf:8c:89:18:47,83154.64235929401,1563560,97
43261,04:cf:8c:89:18:47,83154.643144615,1563561,97
43264,04:cf:8c:89:18:47,83173.18748029601,1564518,97
43265,04:cf:8c:89:18:47,83173.18866313601,1564519,97
43266,04:cf:8c:89:18:47,83173.18951637,1564520,97
43267,04:cf:8c:89:18:47,83173.19033314301,1564521,97
43275,04:cf:8c:89:18:47,83181.957214525,1564972,97
43284,04:cf:8c:89:18:47,83188.62394189001,1565323,97
43285,04:cf:8c:89:18:47,83188.624736112,1565324,97
43298,04:cf:8c:89:18:47,83210.246712955,1566438,97
43299,04:cf:8c:89:18:47,83210.24868806101,1566440,97
43307,04:cf:8c:89:18:47,83221.95135856801,1567046,97
43308,04:cf:8c:89:18:47,83221.95477732601,1567047,97
43309,04:cf:8c:89:18:47,83221.95560608301,1567048,97
43313,04:cf:8c:89:18:47,83228.79438561601,1567398,97
43314,04:cf:8c:89:18:47,83228.79550425101,1567399,97
43315,04:cf:8c:89:18:47,83228.79635765101,1567400,97
43316,04:cf:8c:89:18:47,83228.797188394,1567401,97
43327,04:cf:8c:89:18:47,83247.35528100401,1568361,97
43337,04:cf:8c:89:18:47,83262.797068805,1569162,97
43383,04:cf:8c:89:18:47,83333.13744738101,1572806,97
43384,04:cf:8c:89:18:47,83333.14023541,1572809,97
43394,04:cf:8c:89:18:47,83351.693992435,1573769,97
43403,04:cf:8c:89:18:47,83377.098076047,1575078,97
43404,04:cf:8c:89:18:47,83377.09926231302,1575079,97
43414,04:cf:8c:89:18:47,83388.814046339,1575686,97
43415,04:cf:8c:89:18:47,83388.816002609,1575688,97
