,sa,timedifference,sequence no,length
39062,04:cf:8c:89:18:47,76201.58268681,1224278,97
39063,04:cf:8c:89:18:47,76201.583811385,1224279,97
39071,04:cf:8c:89:18:47,76215.070086338,1224978,97
39072,04:cf:8c:89:18:47,76215.072042025,1224980,97
39073,04:cf:8c:89:18:47,76215.07289165001,1224981,97
39079,04:cf:8c:89:18:47,76220.10167690802,1225238,97
39080,04:cf:8c:89:18:47,76220.102769695,1225239,97
39081,04:cf:8c:89:18:47,76220.103590048,1225240,97
39101,04:cf:8c:89:18:47,76250.361787972,1226809,97
39103,04:cf:8c:89:18:47,76252.16929548,1226898,97
39119,04:cf:8c:89:18:47,76270.72069882901,1227861,97
39127,04:cf:8c:89:18:47,76287.440312541,1228726,97
39128,04:cf:8c:89:18:47,76287.44141552101,1228727,97
39131,04:cf:8c:89:18:47,76306.017172801,1229686,97
39132,04:cf:8c:89:18:47,76306.019990752,1229689,97
39138,04:cf:8c:89:18:47,76312.84618081301,1230039,97
39151,04:cf:8c:89:18:47,76343.10691636601,1231606,97
39154,04:cf:8c:89:18:47,76349.940290248,1231959,97
39155,04:cf:8c:89:18:47,76349.94113397201,1231960,97
39156,04:cf:8c:89:18:47,76349.941958472,1231961,97
39203,04:cf:8c:89:18:47,76414.35948198801,1235293,97
39209,04:cf:8c:89:18:47,76424.132337766,1235801,97
39217,04:cf:8c:89:18:47,76430.796806465,1236146,97
39218,04:cf:8c:89:18:47,76430.798762652,1236148,97
39228,04:cf:8c:89:18:47,76442.633190925,1236759,97
39229,04:cf:8c:89:18:47,76442.63398395201,1236760,97
39230,04:cf:8c:89:18:47,76442.634818763,1236761,97
39241,04:cf:8c:89:18:47,76458.074466381,1237564,97
39242,04:cf:8c:89:18:47,76458.075278052,1237565,97
39259,04:cf:8c:89:18:47,76488.509700195,1239132,97
39284,04:cf:8c:89:18:47,76532.28696145001,1241402,97
39291,04:cf:8c:89:18:47,76550.83876056901,1242363,97
39292,04:cf:8c:89:18:47,76550.83958610201,1242364,97
39323,04:cf:8c:89:18:47,76597.70369197302,1244786,97
39346,04:cf:8c:89:18:47,76634.81399345801,1246709,97
39347,04:cf:8c:89:18:47,76636.89796853301,1246810,97
39353,04:cf:8c:89:18:47,76643.59841712401,1247162,97
39357,04:cf:8c:89:18:47,76665.402199232,1248287,97
39358,04:cf:8c:89:18:47,76665.40301213601,1248288,97
39362,04:cf:8c:89:18:47,76671.96435112,1248626,97
39370,04:cf:8c:89:18:47,76685.805963674,1249341,97
39374,04:cf:8c:89:18:47,76690.82884386,1249598,97
39380,04:cf:8c:89:18:47,76709.40418545801,1250561,97
39385,04:cf:8c:89:18:47,76721.14129184601,1251167,97
39386,04:cf:8c:89:18:47,76721.142108539,1251168,97
39387,04:cf:8c:89:18:47,76721.142961071,1251169,97
39389,04:cf:8c:89:18:47,76728.005645129,1251518,97
39390,04:cf:8c:89:18:47,76728.006770138,1251519,97
39391,04:cf:8c:89:18:47,76728.00843914201,1251521,97
39410,04:cf:8c:89:18:47,76758.28163011,1253087,97
39411,04:cf:8c:89:18:47,76758.28245946301,1253088,97
39416,04:cf:8c:89:18:47,76760.100996979,1253179,97
39421,04:cf:8c:89:18:47,76765.15535182701,1253439,97
39427,04:cf:8c:89:18:47,76778.720877433,1254140,97
39433,04:cf:8c:89:18:47,76795.445196318,1255006,97
39434,04:cf:8c:89:18:47,76795.446325608,1255007,97
