,sa,timedifference,sequence no,length
6527,04:cf:8c:89:18:47,10807.599431892,551726,97
6531,04:cf:8c:89:18:47,10819.295410118,552334,97
6536,04:cf:8c:89:18:47,10821.098208545,552428,97
6561,04:cf:8c:89:18:47,10881.741099686,555567,97
6571,04:cf:8c:89:18:47,10893.427375548,556174,97
6572,04:cf:8c:89:18:47,10893.42850042,556175,97
6576,04:cf:8c:89:18:47,10900.255415013,556527,97
6577,04:cf:8c:89:18:47,10900.256245253,556528,97
6578,04:cf:8c:89:18:47,10900.257110388,556529,97
6584,04:cf:8c:89:18:47,10930.485189886,558094,97
6585,04:cf:8c:89:18:47,10937.332312894001,558446,97
6587,04:cf:8c:89:18:47,10939.134241753001,558539,97
6590,04:cf:8c:89:18:47,10949.028082881,559056,97
6615,04:cf:8c:89:18:47,10976.161923219,560461,97
6622,04:cf:8c:89:18:47,10982.845728987999,560810,97
6623,04:cf:8c:89:18:47,10982.846933624,560811,97
6624,04:cf:8c:89:18:47,10982.847749595001,560812,97
6631,04:cf:8c:89:18:47,10992.616589396,561316,97
6637,04:cf:8c:89:18:47,11011.157238702,562274,97
6641,04:cf:8c:89:18:47,11013.243093829,562378,97
6643,04:cf:8c:89:18:47,11019.914023804,562731,97
6644,04:cf:8c:89:18:47,11019.914853704,562732,97
6651,04:cf:8c:89:18:47,11026.753975275002,563085,97
6652,04:cf:8c:89:18:47,11029.693717282998,563235,97
6660,04:cf:8c:89:18:47,11056.944401760002,564651,97
6678,04:cf:8c:89:18:47,11087.386063188,566220,97
6679,04:cf:8c:89:18:47,11087.386892121,566221,97
6684,04:cf:8c:89:18:47,11103.83215093,567075,97
6703,04:cf:8c:89:18:47,11140.911048689,568997,97
6716,04:cf:8c:89:18:47,11159.419530232,569954,97
6719,04:cf:8c:89:18:47,11177.957430479,570914,97
6720,04:cf:8c:89:18:47,11177.958553568,570915,97
6746,04:cf:8c:89:18:47,11217.07504698,572938,97
6748,04:cf:8c:89:18:47,11233.525173542,573794,97
6769,04:cf:8c:89:18:47,11267.666398772,575564,97
6774,04:cf:8c:89:18:47,11270.59445496,575715,97
6775,04:cf:8c:89:18:47,11272.678404055001,575818,97
6776,04:cf:8c:89:18:47,11272.679506062,575819,97
6779,04:cf:8c:89:18:47,11279.357811839,576173,97
6780,04:cf:8c:89:18:47,11282.443925051,576326,97
6781,04:cf:8c:89:18:47,11282.446836024,576327,97
6782,04:cf:8c:89:18:47,11282.447651465001,576328,97
6798,04:cf:8c:89:18:47,11314.498565847001,577988,97
6804,04:cf:8c:89:18:47,11334.961892722,579053,97
6829,04:cf:8c:89:18:47,11368.283029940001,580774,97
6830,04:cf:8c:89:18:47,11368.284146140999,580775,97
6833,04:cf:8c:89:18:47,11375.115044197,581127,97
6834,04:cf:8c:89:18:47,11375.115870827001,581128,97
6842,04:cf:8c:89:18:47,11388.606819465002,581829,97
