,sa,timedifference,sequence no,length
10975,04:cf:8c:89:18:47,18043.964668365,906212,97
10976,04:cf:8c:89:18:47,18043.965485398,906213,97
10977,04:cf:8c:89:18:47,18062.47948658,907171,97
10996,04:cf:8c:89:18:47,18081.000211938997,908130,97
11005,04:cf:8c:89:18:47,18102.606617331,909246,97
11006,04:cf:8c:89:18:47,18102.607744699,909247,97
11007,04:cf:8c:89:18:47,18102.608575455997,909248,97
11008,04:cf:8c:89:18:47,18106.330470805,909444,97
11010,04:cf:8c:89:18:47,18109.261619945,909594,97
11011,04:cf:8c:89:18:47,18109.262721647996,909595,97
11018,04:cf:8c:89:18:47,18132.796875697,910814,97
11019,04:cf:8c:89:18:47,18132.797979234998,910815,97
11026,04:cf:8c:89:18:47,18136.524764288,911010,97
11027,04:cf:8c:89:18:47,18136.525888655,911011,97
11043,04:cf:8c:89:18:47,18158.138992455,912128,97
11044,04:cf:8c:89:18:47,18158.139827798997,912129,97
11051,04:cf:8c:89:18:47,18169.85069269,912734,97
11052,04:cf:8c:89:18:47,18169.852773647,912736,97
11059,04:cf:8c:89:18:47,18171.656719435,912828,97
11060,04:cf:8c:89:18:47,18176.693042574,913086,97
11067,04:cf:8c:89:18:47,18188.389111931,913695,97
11068,04:cf:8c:89:18:47,18188.390788492998,913697,97
11070,04:cf:8c:89:18:47,18190.192313526997,913788,97
11080,04:cf:8c:89:18:47,18213.740518460996,915007,97
11081,04:cf:8c:89:18:47,18213.741348268,915008,97
11082,04:cf:8c:89:18:47,18213.742178119,915009,97
11090,04:cf:8c:89:18:47,18225.44347975,915615,97
11092,04:cf:8c:89:18:47,18232.275844072,915967,97
11101,04:cf:8c:89:18:47,18243.988493594,916574,97
11102,04:cf:8c:89:18:47,18245.791956039,916668,97
11108,04:cf:8c:89:18:47,18250.823907012997,916928,97
11128,04:cf:8c:89:18:47,18282.87593646,918586,97
11132,04:cf:8c:89:18:47,18284.81159144,918690,97
11133,04:cf:8c:89:18:47,18284.815782783997,918693,97
11137,04:cf:8c:89:18:47,18287.911121413,918846,97
11156,04:cf:8c:89:18:47,18324.983910734998,920766,97
11168,04:cf:8c:89:18:47,18340.411688190998,921571,97
11169,04:cf:8c:89:18:47,18340.412495534998,921572,97
11178,04:cf:8c:89:18:47,18362.035237587,922688,97
11186,04:cf:8c:89:18:47,18375.540943719,923387,97
11190,04:cf:8c:89:18:47,18377.476930331,923490,97
11191,04:cf:8c:89:18:47,18377.479724445,923493,97
11195,04:cf:8c:89:18:47,18380.566679542997,923648,97
11196,04:cf:8c:89:18:47,18380.567518469998,923649,97
11204,04:cf:8c:89:18:47,18392.258379187,924255,97
