,sa,timedifference,sequence no,length
4110,04:cf:8c:89:18:47,6602.06928391,341998,97
4111,04:cf:8c:89:18:47,6602.070342776,341999,97
4112,04:cf:8c:89:18:47,6602.071185367001,342000,97
4113,04:cf:8c:89:18:47,6602.072015175,342001,97
4123,04:cf:8c:89:18:47,6634.119383108001,343658,97
4124,04:cf:8c:89:18:47,6636.045431667,343763,97
4125,04:cf:8c:89:18:47,6639.139854789,343918,97
4126,04:cf:8c:89:18:47,6639.141795008,343920,97
4127,04:cf:8c:89:18:47,6639.142648414,343921,97
4142,04:cf:8c:89:18:47,6669.348448607001,345486,97
4144,04:cf:8c:89:18:47,6671.161156905,345581,97
4145,04:cf:8c:89:18:47,6676.173760895999,345839,97
4146,04:cf:8c:89:18:47,6676.174611487,345840,97
4154,04:cf:8c:89:18:47,6689.658131062,346539,97
4158,04:cf:8c:89:18:47,6706.371746035999,347407,97
4163,04:cf:8c:89:18:47,6713.180494579,347758,97
4173,04:cf:8c:89:18:47,6724.883728603,348366,97
4174,04:cf:8c:89:18:47,6726.688265784001,348459,97
4180,04:cf:8c:89:18:47,6731.734112104,348721,97
4190,04:cf:8c:89:18:47,6743.41842421,349326,97
4204,04:cf:8c:89:18:47,6761.928990572001,350286,97
4207,04:cf:8c:89:18:47,6768.777755184,350640,97
4236,04:cf:8c:89:18:47,6836.0805025399995,354127,97
4239,04:cf:8c:89:18:47,6837.883227213,354221,97
4241,04:cf:8c:89:18:47,6854.5948406649995,355086,97
4242,04:cf:8c:89:18:47,6854.596862487001,355088,97
4243,04:cf:8c:89:18:47,6854.597693041,355089,97
4254,04:cf:8c:89:18:47,6873.088754599,356046,97
4261,04:cf:8c:89:18:47,6898.145465631,357346,97
4262,04:cf:8c:89:18:47,6898.146589229,357347,97
4265,04:cf:8c:89:18:47,6918.74327164,358410,97
4279,04:cf:8c:89:18:47,6935.172847048,359267,97
4280,04:cf:8c:89:18:47,6937.252088023,359371,97
4284,04:cf:8c:89:18:47,6943.938979448,359723,97
4296,04:cf:8c:89:18:47,6972.257290826,361186,97
4297,04:cf:8c:89:18:47,6972.258416985999,361187,97
4298,04:cf:8c:89:18:47,6972.259268596,361188,97
4299,04:cf:8c:89:18:47,6972.260087083,361189,97
4314,04:cf:8c:89:18:47,6990.7673386980005,362146,97
4318,04:cf:8c:89:18:47,7002.635932094,362759,97
4319,04:cf:8c:89:18:47,7002.636813894001,362760,97
4325,04:cf:8c:89:18:47,7018.089913057001,363565,97
4326,04:cf:8c:89:18:47,7021.195209555,363718,97
4327,04:cf:8c:89:18:47,7021.19633468,363719,97
4328,04:cf:8c:89:18:47,7021.197164203,363720,97
4329,04:cf:8c:89:18:47,7021.197996551,363721,97
4335,04:cf:8c:89:18:47,7027.852648015,364066,97
4347,04:cf:8c:89:18:47,7055.178282559,365483,97
4348,04:cf:8c:89:18:47,7055.179948168,365485,97
4349,04:cf:8c:89:18:47,7058.273944064,365638,97
4350,04:cf:8c:89:18:47,7058.275069073001,365639,97
4351,04:cf:8c:89:18:47,7058.275856675999,365640,97
4358,04:cf:8c:89:18:47,7071.7679300380005,366339,97
4362,04:cf:8c:89:18:47,7076.8174479340005,366601,97
4367,04:cf:8c:89:18:47,7083.484118759,366946,97
4372,04:cf:8c:89:18:47,7092.250014138001,367403,97
4377,04:cf:8c:89:18:47,7095.339101889001,367558,97
4378,04:cf:8c:89:18:47,7095.340185564,367559,97
4379,04:cf:8c:89:18:47,7095.341016947001,367560,97
4387,04:cf:8c:89:18:47,7102.02160002,367906,97
4388,04:cf:8c:89:18:47,7102.023540084,367908,97
4397,04:cf:8c:89:18:47,7150.88720101,370438,97
4398,04:cf:8c:89:18:47,7150.888428239,370439,97
4399,04:cf:8c:89:18:47,7150.889262147,370440,97
4400,04:cf:8c:89:18:47,7150.890092332001,370441,97
4413,04:cf:8c:89:18:47,7164.39893263,371141,97
4415,04:cf:8c:89:18:47,7169.427830863,371398,97
4416,04:cf:8c:89:18:47,7169.428915419,371399,97
4417,04:cf:8c:89:18:47,7169.429768485,371400,97
4421,04:cf:8c:89:18:47,7181.095773699,372007,97
4422,04:cf:8c:89:18:47,7181.097443895,372009,97
