,sa,timedifference,sequence no,length
34239,7c:38:ad:28:05:48,42056.56181014901,3466,130
34240,7c:38:ad:28:05:48,42056.598029146,3469,130
34241,7c:38:ad:28:05:48,42056.59925661099,3470,130
34242,7c:38:ad:28:05:48,42056.600440155,3471,130
34243,7c:38:ad:28:05:48,42057.698248503,3543,130
34283,7c:38:ad:28:05:48,42127.933268969995,3583,130
34284,7c:38:ad:28:05:48,42127.969615199996,3586,130
34285,7c:38:ad:28:05:48,42127.974418803,3587,130
34286,7c:38:ad:28:05:48,42127.97562443401,3588,130
34287,7c:38:ad:28:05:48,42128.015092285,3591,130
34288,7c:38:ad:28:05:48,42128.390443293,3615,130
34295,7c:38:ad:28:05:48,42135.30948186701,3621,130
34297,7c:38:ad:28:05:48,42135.644781587005,3634,130
34298,7c:38:ad:28:05:48,42135.683332995,3637,130
34299,7c:38:ad:28:05:48,42135.69375997099,3639,130
34300,7c:38:ad:28:05:48,42135.71955652701,3640,130
34301,7c:38:ad:28:05:48,42135.73228212001,3642,130
34302,7c:38:ad:28:05:48,42135.758260381,3643,130
34303,7c:38:ad:28:05:48,42135.76414120701,3644,130
34304,7c:38:ad:28:05:48,42135.797104319994,3646,130
34305,7c:38:ad:28:05:48,42135.80239009901,3647,130
34306,7c:38:ad:28:05:48,42136.155766508,3673,130
34307,7c:38:ad:28:05:48,42136.201268855,3676,130
34308,7c:38:ad:28:05:48,42136.202839524005,3677,130
34309,7c:38:ad:28:05:48,42136.20433739401,3678,130
34310,7c:38:ad:28:05:48,42136.237549018,3679,130
34442,7c:38:ad:28:05:48,42399.758223852,3797,130
34443,7c:38:ad:28:05:48,42399.792792568,3799,130
34444,7c:38:ad:28:05:48,42399.801354453,3800,130
34445,7c:38:ad:28:05:48,42399.831121183,3802,130
34446,7c:38:ad:28:05:48,42399.840390754005,3804,130
34447,7c:38:ad:28:05:48,42399.881872739,3805,130
34448,7c:38:ad:28:05:48,42399.887482249,3806,130
34449,7c:38:ad:28:05:48,42399.888996754,3807,130
34450,7c:38:ad:28:05:48,42399.9182473,3808,130
34451,7c:38:ad:28:05:48,42399.923453690004,3809,130
34452,7c:38:ad:28:05:48,42399.925005123005,3810,130
34453,7c:38:ad:28:05:48,42399.995535224996,3814,130
34454,7c:38:ad:28:05:48,42400.072726424,3821,130
34455,7c:38:ad:28:05:48,42400.484963437004,3850,130
34456,7c:38:ad:28:05:48,42400.490630855,3852,130
34457,7c:38:ad:28:05:48,42400.556112469,3853,130
34458,7c:38:ad:28:05:48,42400.557339435996,3854,130
34459,7c:38:ad:28:05:48,42400.564546074995,3855,130
34521,7c:38:ad:28:05:48,42492.947226238,3892,130
34522,7c:38:ad:28:05:48,42492.948785197004,3893,130
34523,7c:38:ad:28:05:48,42492.950329158004,3894,130
34524,7c:38:ad:28:05:48,42492.984977087006,3896,130
34525,7c:38:ad:28:05:48,42492.98635263901,3897,130
34526,7c:38:ad:28:05:48,42493.022810275,3898,130
34527,7c:38:ad:28:05:48,42493.025537051,3899,130
34528,7c:38:ad:28:05:48,42493.027060488006,3900,130
34529,7c:38:ad:28:05:48,42493.794241915006,3934,130
34530,7c:38:ad:28:05:48,42493.818199764006,3936,130
34531,7c:38:ad:28:05:48,42493.830444862004,3937,130
34532,7c:38:ad:28:05:48,42493.86126283799,3939,130
34533,7c:38:ad:28:05:48,42493.876777646,3941,130
34534,7c:38:ad:28:05:48,42493.87829711201,3942,130
34535,7c:38:ad:28:05:48,42493.914555667,3945,130
34538,7c:38:ad:28:05:48,42501.879924334,4024,130
34539,7c:38:ad:28:05:48,42501.88150345201,4025,130
34540,7c:38:ad:28:05:48,42501.883022965005,4026,130
