,sa,timedifference,sequence no,length
22435,a8:2b:b9:b9:de:42,43272.11660252,22324,197
22436,a8:2b:b9:b9:de:42,43272.117101738004,22325,197
22437,a8:2b:b9:b9:de:42,43272.117582137,22326,197
22438,a8:2b:b9:b9:de:42,43272.118048477,22327,197
22439,a8:2b:b9:b9:de:42,43272.118542758,22328,200
22440,a8:2b:b9:b9:de:42,43272.137403269,22329,197
22441,a8:2b:b9:b9:de:42,43272.137880573,22330,197
22442,a8:2b:b9:b9:de:42,43272.138382674,22331,197
22443,a8:2b:b9:b9:de:42,43272.138857746,22332,197
22444,a8:2b:b9:b9:de:42,43272.139343217,22333,200
22445,a8:2b:b9:b9:de:42,43272.441615615004,22383,197
22446,a8:2b:b9:b9:de:42,43272.442106525006,22384,197
22447,a8:2b:b9:b9:de:42,43272.442571338004,22385,197
22448,a8:2b:b9:b9:de:42,43272.444945885,22386,197
22449,a8:2b:b9:b9:de:42,43272.460506143,22388,197
22450,a8:2b:b9:b9:de:42,43272.460984024,22389,197
22451,a8:2b:b9:b9:de:42,43272.461484657,22390,197
22452,a8:2b:b9:b9:de:42,43272.462424347,22392,200
22478,a8:2b:b9:b9:de:42,43331.052705652,22657,197
22479,a8:2b:b9:b9:de:42,43331.053148633,22658,197
22480,a8:2b:b9:b9:de:42,43331.05367696,22659,197
22481,a8:2b:b9:b9:de:42,43331.054190151,22660,197
22482,a8:2b:b9:b9:de:42,43331.054661445996,22661,200
