,sa,timedifference,sequence no,length
14781,a8:2b:b9:b9:de:42,26180.120785394003,3484,197
14782,a8:2b:b9:b9:de:42,26180.142923198,3486,197
14783,a8:2b:b9:b9:de:42,26180.163139055003,3487,197
14784,a8:2b:b9:b9:de:42,26180.598158556,3516,197
14785,a8:2b:b9:b9:de:42,26180.606564922,3517,197
14786,a8:2b:b9:b9:de:42,26180.611167673,3518,197
14800,a8:2b:b9:b9:de:42,26194.580875855998,3572,197
14801,a8:2b:b9:b9:de:42,26194.626162633,3573,197
14802,a8:2b:b9:b9:de:42,26195.515530966,3594,197
14803,a8:2b:b9:b9:de:42,26195.551546456998,3595,197
14806,a8:2b:b9:b9:de:42,26203.948416102,3608,197
14807,a8:2b:b9:b9:de:42,26203.949214136,3609,197
14808,a8:2b:b9:b9:de:42,26203.950187019003,3610,197
14809,a8:2b:b9:b9:de:42,26204.452441860998,3644,197
14810,a8:2b:b9:b9:de:42,26204.458085986,3646,197
14814,a8:2b:b9:b9:de:42,26209.161143114,3678,197
14815,a8:2b:b9:b9:de:42,26209.201482509,3679,197
14824,a8:2b:b9:b9:de:42,26223.031036028002,3696,197
14825,a8:2b:b9:b9:de:42,26223.071247348,3697,197
14826,a8:2b:b9:b9:de:42,26223.454350216998,3706,197
14827,a8:2b:b9:b9:de:42,26223.494519887,3707,197
14836,a8:2b:b9:b9:de:42,26242.604745651,3728,197
14851,a8:2b:b9:b9:de:42,26283.069606251,3800,197
14852,a8:2b:b9:b9:de:42,26283.110944225,3801,197
14856,a8:2b:b9:b9:de:42,26296.453621446,3818,197
14857,a8:2b:b9:b9:de:42,26296.496453058,3819,197
14858,a8:2b:b9:b9:de:42,26296.998438746,3831,197
14864,a8:2b:b9:b9:de:42,26299.116389585997,3876,197
14865,a8:2b:b9:b9:de:42,26299.117493319,3877,197
14866,a8:2b:b9:b9:de:42,26299.120309591,3878,197
14867,a8:2b:b9:b9:de:42,26302.068234344002,3924,197
14874,a8:2b:b9:b9:de:42,26320.819486048,3977,197
14908,a8:2b:b9:b9:de:42,26375.975299573,4022,197
14909,a8:2b:b9:b9:de:42,26376.015630298,4023,197
14918,a8:2b:b9:b9:de:42,26394.731441149,4027,197
