,sa,timedifference,sequence no,length
36715,a8:2b:b9:b9:de:42,72777.426862148,50753,197
36716,a8:2b:b9:b9:de:42,72777.427802286,50755,197
36717,a8:2b:b9:b9:de:42,72777.428298669,50756,197
36718,a8:2b:b9:b9:de:42,72777.428760956,50757,200
36719,a8:2b:b9:b9:de:42,72777.44767628399,50758,197
36720,a8:2b:b9:b9:de:42,72777.448139567,50759,197
36721,a8:2b:b9:b9:de:42,72777.44861461398,50760,197
36722,a8:2b:b9:b9:de:42,72777.449150765,50761,197
36723,a8:2b:b9:b9:de:42,72777.449614744,50762,200
36724,a8:2b:b9:b9:de:42,72777.805615493,50815,197
36725,a8:2b:b9:b9:de:42,72777.80609872499,50816,197
36726,a8:2b:b9:b9:de:42,72777.80660060099,50817,197
36727,a8:2b:b9:b9:de:42,72777.80755640399,50819,200
36728,a8:2b:b9:b9:de:42,72777.82643263099,50820,197
36729,a8:2b:b9:b9:de:42,72777.82691545499,50821,197
36730,a8:2b:b9:b9:de:42,72777.83121865899,50823,197
36731,a8:2b:b9:b9:de:42,72777.831725157,50824,200
36893,a8:2b:b9:b9:de:42,73017.51419033398,51042,197
