,sa,timedifference,sequence no,length
17733,a8:2b:b9:b9:de:42,32445.339510875998,9957,197
17734,a8:2b:b9:b9:de:42,32445.340010401,9958,197
17735,a8:2b:b9:b9:de:42,32445.340473597,9959,197
17736,a8:2b:b9:b9:de:42,32445.341010314,9960,197
17737,a8:2b:b9:b9:de:42,32445.341450827,9961,200
17738,a8:2b:b9:b9:de:42,32445.360323804,9962,197
17739,a8:2b:b9:b9:de:42,32445.360794253,9963,197
17740,a8:2b:b9:b9:de:42,32445.361242254003,9964,197
17741,a8:2b:b9:b9:de:42,32445.361796494002,9965,197
17742,a8:2b:b9:b9:de:42,32445.362274625004,9966,200
17858,a8:2b:b9:b9:de:42,32746.483093355997,10306,197
17859,a8:2b:b9:b9:de:42,32746.483553510003,10307,197
17860,a8:2b:b9:b9:de:42,32746.484025054,10308,197
17861,a8:2b:b9:b9:de:42,32746.484530685004,10309,197
17862,a8:2b:b9:b9:de:42,32746.485008821,10310,200
17863,a8:2b:b9:b9:de:42,32746.503907710998,10311,197
17864,a8:2b:b9:b9:de:42,32746.504385210003,10312,197
17865,a8:2b:b9:b9:de:42,32746.504864725997,10313,197
17866,a8:2b:b9:b9:de:42,32746.505385382,10314,197
17867,a8:2b:b9:b9:de:42,32746.505863225004,10315,200
