wlan.sa,frame.time_relative,wlan.seq,wlan.ssid,frame.len
00:f4:6f:9e:c6:eb,332.09926752900003,45075,NaN,149
00:f4:6f:9e:c6:eb,332.119911727,45076,NaN,149
3c:a0:67:85:86:1b,353.656286277,45650,NaN,66
3c:a0:67:85:86:1b,353.658044209,45651,NaN,66
3c:a0:67:85:86:1b,353.834046452,45656,NaN,66
3c:a0:67:85:86:1b,353.88434485199997,45657,NaN,66
94:d7:71:fc:67:c9,361.50022581699994,47148,NaN,166
94:d7:71:fc:67:c9,361.547646648,47149,NaN,166
94:d7:71:fc:67:c9,365.961303887,47186,NaN,166
18:83:31:9b:75:ad,378.96325431400004,49162,NaN,159
18:83:31:9b:75:ad,378.98351685,49163,NaN,159
18:83:31:9b:75:ad,379.220119843,49174,NaN,159
18:83:31:9b:75:ad,379.24032729699996,49175,NaN,159
3e:5a:e9:e7:94:5f,380.65658540699997,49593,NaN,94
3e:5a:e9:e7:94:5f,380.826590054,49600,NaN,94
3e:5a:e9:e7:94:5f,380.850289346,49601,NaN,94
3e:5a:e9:e7:94:5f,380.87474474,49602,NaN,94
18:83:31:9b:75:ad,382.88932012,53314,NaN,157
94:d7:71:fc:67:c9,397.787479846,55573,NaN,166
94:d7:71:fc:67:c9,397.81476264300005,55574,NaN,166
94:d7:71:fc:67:c9,403.098462755,55642,NaN,166
94:d7:71:fc:67:c9,403.125736165,55643,NaN,166
94:d7:71:fc:67:c9,403.572691979,55660,NaN,166
94:d7:71:fc:67:c9,403.59905635900003,55661,NaN,166
ac:36:13:5b:00:45,404.35148230699997,57401,NaN,157
ac:36:13:5b:00:45,404.560292915,57411,NaN,157
ac:36:13:5b:00:45,404.58061207699996,57412,NaN,157
3c:a0:67:85:86:1b,413.638963877,57962,NaN,66
94:d7:71:fc:67:c9,418.10013192400004,59856,NaN,166
94:d7:71:fc:67:c9,418.57619911,59874,NaN,166
94:d7:71:fc:67:c9,418.60360717199995,59875,NaN,166
84:2e:27:6b:53:df,426.280167993,61461,U+zone,158
84:2e:27:6b:53:df,426.281562204,61462,U+zone_5G,158
84:2e:27:6b:53:df,426.283006361,61463,5G_U+zone,158
84:2e:27:6b:53:df,426.284877234,61464,NaN,158
84:2e:27:6b:53:df,426.301694625,61465,U+zone,158
84:2e:27:6b:53:df,426.30296730099997,61466,U+zone_5G,158
84:2e:27:6b:53:df,426.30435944199996,61467,5G_U+zone,158
84:2e:27:6b:53:df,426.305915828,61468,NaN,158
84:2e:27:6b:53:df,426.321120273,61469,U+zone,158
84:2e:27:6b:53:df,426.32250818,61470,U+zone_5G,158
84:2e:27:6b:53:df,426.32408535900004,61471,5G_U+zone,158
84:2e:27:6b:53:df,426.32541343800006,61472,NaN,158
84:2e:27:6b:53:df,426.556608425,61513,U+zone,158
84:2e:27:6b:53:df,426.557929983,61514,U+zone_5G,158
84:2e:27:6b:53:df,426.559914879,61515,5G_U+zone,158
84:2e:27:6b:53:df,426.561289811,61516,NaN,158
84:2e:27:6b:53:df,426.57619149199996,61517,U+zone,158
84:2e:27:6b:53:df,426.577584886,61518,U+zone_5G,158
84:2e:27:6b:53:df,426.57956194400003,61519,5G_U+zone,158
84:2e:27:6b:53:df,426.581047632,61520,NaN,158
84:2e:27:6b:53:df,426.625010839,61524,NaN,158
84:2e:27:6b:53:df,426.642622135,61531,5G_U+zone,158
84:2e:27:6b:53:df,426.66560214099997,61536,NaN,158
84:2e:27:6b:53:df,426.68466762099996,61538,U+zone_5G,158
84:2e:27:6b:53:df,426.68833966,61540,NaN,158
84:2e:27:6b:53:df,426.70804579099996,61543,5G_U+zone,158
84:2e:27:6b:53:df,426.709688407,61544,NaN,158
84:2e:27:6b:53:df,434.308768017,61594,U+zone,158
84:2e:27:6b:53:df,434.311593766,61596,5G_U+zone,158
84:2e:27:6b:53:df,434.319551919,61599,U+zone_5G,158
84:2e:27:6b:53:df,434.32230165199996,61601,NaN,158
84:2e:27:6b:53:df,434.78139498400003,61667,5G_U+zone,158
84:2e:27:6b:53:df,434.867643301,61675,U+zone,158
84:2e:27:6b:53:df,434.86903825900004,61676,U+zone_5G,158
84:2e:27:6b:53:df,434.87047308900003,61677,5G_U+zone,158
84:2e:27:6b:53:df,434.87179796,61678,NaN,158
84:2e:27:6b:53:df,434.888055273,61679,U+zone,158
84:2e:27:6b:53:df,434.88934027199997,61680,U+zone_5G,158
84:2e:27:6b:53:df,434.890756624,61681,5G_U+zone,158
84:2e:27:6b:53:df,434.89210803199995,61682,NaN,158
22:26:6e:96:fe:16,443.660966116,61891,NaN,94
22:26:6e:96:fe:16,443.685403904,61892,NaN,94
22:26:6e:96:fe:16,443.733690746,61894,NaN,94
22:26:6e:96:fe:16,443.83076155599997,61898,NaN,94
22:26:6e:96:fe:16,443.85544645,61899,NaN,94
22:26:6e:96:fe:16,443.90358236699996,61901,NaN,94
f8:e6:1a:f1:d6:49,445.928687315,62162,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,445.929938746,62163,NaN,156
84:2e:27:6b:53:df,458.762840876,65984,U+zone,158
84:2e:27:6b:53:df,458.76566441,65986,5G_U+zone,158
84:2e:27:6b:53:df,458.78287283,65988,U+zone,158
84:2e:27:6b:53:df,458.80289554300003,65992,U+zone,158
84:2e:27:6b:53:df,458.80701620800005,65995,NaN,158
84:2e:27:6b:53:df,458.82264547,65996,U+zone,158
84:2e:27:6b:53:df,458.824039341,65997,U+zone_5G,158
84:2e:27:6b:53:df,458.84654739,66003,NaN,158
3c:a0:67:85:86:1b,474.01440597699997,66189,NaN,66
3c:a0:67:85:86:1b,474.32589266800005,66197,NaN,66
84:2e:27:6b:53:df,491.10273876199994,70215,NaN,158
84:2e:27:6b:53:df,491.116134358,70216,U+zone,158
84:2e:27:6b:53:df,491.12121096199996,70218,5G_U+zone,158
84:2e:27:6b:53:df,491.122505278,70219,NaN,158
84:2e:27:6b:53:df,491.444698,70264,U+zone,158
84:2e:27:6b:53:df,491.446076911,70265,U+zone_5G,158
84:2e:27:6b:53:df,491.447490613,70266,5G_U+zone,158
84:2e:27:6b:53:df,491.448800625,70267,NaN,158
84:2e:27:6b:53:df,491.465044611,70268,U+zone,158
84:2e:27:6b:53:df,491.46652876,70269,U+zone_5G,158
84:2e:27:6b:53:df,491.46792514199996,70270,5G_U+zone,158
84:2e:27:6b:53:df,491.469241969,70271,NaN,158
22:26:6e:96:fe:16,506.625549958,74191,NaN,94
22:26:6e:96:fe:16,506.673815521,74193,NaN,94
22:26:6e:96:fe:16,506.771047721,74197,NaN,94
22:26:6e:96:fe:16,506.819342226,74199,NaN,94
3c:a0:67:85:86:1b,534.2123549180001,74411,NaN,66
22:26:6e:96:fe:16,569.648135008,78300,NaN,94
22:26:6e:96:fe:16,569.745284642,78304,NaN,94
22:26:6e:96:fe:16,569.793624056,78306,NaN,94
22:26:6e:96:fe:16,632.6535573130001,78309,NaN,94
22:26:6e:96:fe:16,632.701882263,78311,NaN,94
22:26:6e:96:fe:16,632.750848003,78313,NaN,94
22:26:6e:96:fe:16,632.798894891,78315,NaN,94
22:26:6e:96:fe:16,632.847279293,78317,NaN,94
3c:a0:67:85:86:1b,653.675024196,78542,NaN,66
3c:a0:67:85:86:1b,654.244471,78556,NaN,66
3c:a0:67:85:86:1b,654.590299659,78562,NaN,66
22:26:6e:96:fe:16,695.621377788,82415,NaN,94
22:26:6e:96:fe:16,695.6457880280001,82416,NaN,94
22:26:6e:96:fe:16,695.7430752060001,82420,NaN,94
22:26:6e:96:fe:16,695.76677085,82421,NaN,94
22:26:6e:96:fe:16,695.79122247,82422,NaN,94
84:2e:27:6b:53:df,715.9930468360001,83007,U+zone,158
84:2e:27:6b:53:df,715.994465925,83008,U+zone_5G,158
84:2e:27:6b:53:df,715.995884417,83009,5G_U+zone,158
84:2e:27:6b:53:df,715.99721213,83010,NaN,158
84:2e:27:6b:53:df,716.013559937,83011,U+zone,158
84:2e:27:6b:53:df,716.0149644869999,83012,U+zone_5G,158
84:2e:27:6b:53:df,716.016407085,83013,5G_U+zone,158
84:2e:27:6b:53:df,716.017759545,83014,NaN,158
84:2e:27:6b:53:df,716.301803835,83052,U+zone_5G,158
84:2e:27:6b:53:df,716.321847376,83056,U+zone_5G,158
84:2e:27:6b:53:df,716.341936627,83059,U+zone,158
84:2e:27:6b:53:df,716.343363459,83060,U+zone_5G,158
84:2e:27:6b:53:df,716.344784487,83061,5G_U+zone,158
84:2e:27:6b:53:df,716.3460531789999,83062,NaN,158
84:2e:27:6b:53:df,716.36231428,83063,U+zone,158
84:2e:27:6b:53:df,716.363761018,83064,U+zone_5G,158
84:2e:27:6b:53:df,716.365159103,83065,5G_U+zone,158
84:2e:27:6b:53:df,716.3664872019999,83066,NaN,158
f8:e6:1a:f1:d6:49,743.8506032380001,86764,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,743.8518435889999,86765,NaN,156
f8:e6:1a:f1:d6:49,743.8907545430001,86766,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,743.892052552,86767,NaN,156
2a:c4:fc:a8:b4:2b,758.701560628,90619,NaN,94
2a:c4:fc:a8:b4:2b,758.7498225080001,90621,NaN,94
2a:c4:fc:a8:b4:2b,758.8469826060001,90625,NaN,94
2a:c4:fc:a8:b4:2b,758.89722213,90627,NaN,94
3c:a0:67:85:86:1b,773.590656442,90875,NaN,66
3c:a0:67:85:86:1b,773.999777002,90885,NaN,66
2a:c4:fc:a8:b4:2b,821.725622224,94730,NaN,94
3c:a0:67:85:86:1b,834.215162364,95010,NaN,66
3c:a0:67:85:86:1b,834.4606299430001,95016,NaN,66
2a:c4:fc:a8:b4:2b,884.686188529,98836,NaN,94
2a:c4:fc:a8:b4:2b,884.710862874,98837,NaN,94
2a:c4:fc:a8:b4:2b,884.7345639010001,98838,NaN,94
2a:c4:fc:a8:b4:2b,884.758984309,98839,NaN,94
2a:c4:fc:a8:b4:2b,884.7835625719999,98840,NaN,94
2a:c4:fc:a8:b4:2b,884.807267583,98841,NaN,94
3c:a0:67:85:86:1b,894.2179195839999,99130,NaN,66
00:f4:6f:9e:c6:eb,903.414150459,102403,NaN,149
00:f4:6f:9e:c6:eb,903.434549356,102404,NaN,149
00:f4:6f:9e:c6:eb,903.6727322439999,102415,NaN,149
00:f4:6f:9e:c6:eb,903.6932048660001,102416,NaN,149
00:f4:6f:9e:c6:eb,907.651067444,102460,NaN,149
00:f4:6f:9e:c6:eb,907.6714178039999,102461,NaN,149
00:f4:6f:9e:c6:eb,908.0752897310001,102478,NaN,149
00:f4:6f:9e:c6:eb,908.076664753,102479,NaN,149
94:d7:71:fc:67:c9,909.3358445739999,105778,NaN,166
94:d7:71:fc:67:c9,911.7570909839999,105800,carlynne,166
