,sa,timedifference,sequence no,length
1399,f8:e6:1a:f1:d6:49,3635.839582294,54570,159
1405,f8:e6:1a:f1:d6:49,3636.634905127,54609,159
1471,f8:e6:1a:f1:d6:49,3922.039537499,58668,159
1472,f8:e6:1a:f1:d6:49,3922.074066504,58670,159
1473,f8:e6:1a:f1:d6:49,3922.075277827,58671,159
1476,f8:e6:1a:f1:d6:49,3922.120767637,58673,159
1477,f8:e6:1a:f1:d6:49,3922.15863899,58675,159
1494,f8:e6:1a:f1:d6:49,3980.9087716510003,58777,159
1495,f8:e6:1a:f1:d6:49,3980.986002638,58781,159
1496,f8:e6:1a:f1:d6:49,3980.987293505,58782,159
1497,f8:e6:1a:f1:d6:49,3981.005933448,58783,159
1498,f8:e6:1a:f1:d6:49,3981.007203733,58784,159
1499,f8:e6:1a:f1:d6:49,3981.1324913599997,58792,159
1500,f8:e6:1a:f1:d6:49,3981.148471148,58794,159
1501,f8:e6:1a:f1:d6:49,3981.1990527099997,58796,159
1502,f8:e6:1a:f1:d6:49,3981.2018644799996,58798,159
1520,f8:e6:1a:f1:d6:49,4011.654591085,62718,159
1521,f8:e6:1a:f1:d6:49,4011.655822219,62719,159
1522,f8:e6:1a:f1:d6:49,4011.666734556,62720,159
1523,f8:e6:1a:f1:d6:49,4011.727005937,62726,159
1524,f8:e6:1a:f1:d6:49,4011.728360396,62727,159
1525,f8:e6:1a:f1:d6:49,4011.7475888380004,62728,159
1526,f8:e6:1a:f1:d6:49,4011.748830907,62729,159
1527,f8:e6:1a:f1:d6:49,4011.771830426,62730,159
1567,f8:e6:1a:f1:d6:49,4044.096928745,62829,159
1568,f8:e6:1a:f1:d6:49,4044.194905104,62835,159
1569,f8:e6:1a:f1:d6:49,4044.196201549,62836,159
1570,f8:e6:1a:f1:d6:49,4044.2243537699997,62838,159
1571,f8:e6:1a:f1:d6:49,4044.2256610349996,62839,159
1572,f8:e6:1a:f1:d6:49,4044.240134969,62840,159
1573,f8:e6:1a:f1:d6:49,4044.241427129,62841,159
1574,f8:e6:1a:f1:d6:49,4044.385727184,62852,159
1575,f8:e6:1a:f1:d6:49,4044.460928879,62855,159
1576,f8:e6:1a:f1:d6:49,4044.510851344,62860,159
1577,f8:e6:1a:f1:d6:49,4044.512132975,62861,159
1578,f8:e6:1a:f1:d6:49,4044.52552089,62862,159
1579,f8:e6:1a:f1:d6:49,4044.603584716,62866,159
1580,f8:e6:1a:f1:d6:49,4044.6048689130002,62867,159
1581,f8:e6:1a:f1:d6:49,4044.623780984,62868,159
1582,f8:e6:1a:f1:d6:49,4044.625098859,62869,159
1583,f8:e6:1a:f1:d6:49,4044.6538986260002,62871,159
1584,f8:e6:1a:f1:d6:49,4044.655223802,62872,159
1616,f8:e6:1a:f1:d6:49,4110.777512828,66814,159
1622,f8:e6:1a:f1:d6:49,4111.398144301,66854,159
1623,f8:e6:1a:f1:d6:49,4111.3994831830005,66855,159
1624,f8:e6:1a:f1:d6:49,4111.418714041,66856,159
1625,f8:e6:1a:f1:d6:49,4111.420031019,66857,159
1626,f8:e6:1a:f1:d6:49,4112.219869416,66894,159
1627,f8:e6:1a:f1:d6:49,4115.502109978001,70959,159
1628,f8:e6:1a:f1:d6:49,4115.503375351,70960,159
1629,f8:e6:1a:f1:d6:49,4115.5223529899995,70961,159
1630,f8:e6:1a:f1:d6:49,4115.523657397,70962,159
1631,f8:e6:1a:f1:d6:49,4115.645236007,70969,159
1632,f8:e6:1a:f1:d6:49,4115.646560005,70970,159
1633,f8:e6:1a:f1:d6:49,4115.664962374,70971,159
1634,f8:e6:1a:f1:d6:49,4115.787222317,70980,159
1635,f8:e6:1a:f1:d6:49,4115.8584200099995,70987,159
1636,f8:e6:1a:f1:d6:49,4115.9979286299995,70993,159
1637,f8:e6:1a:f1:d6:49,4116.070987064,70999,159
1638,f8:e6:1a:f1:d6:49,4116.093163757,71000,159
1639,f8:e6:1a:f1:d6:49,4116.234541021,71010,159
1656,f8:e6:1a:f1:d6:49,4160.909632469,71152,159
1657,f8:e6:1a:f1:d6:49,4160.910921762,71153,159
1658,f8:e6:1a:f1:d6:49,4160.924294583,71154,159
1659,f8:e6:1a:f1:d6:49,4160.925582979,71155,159
1660,f8:e6:1a:f1:d6:49,4161.156462211,71169,159
1661,f8:e6:1a:f1:d6:49,4161.157761628,71170,159
1662,f8:e6:1a:f1:d6:49,4161.211434757,71177,159
1663,f8:e6:1a:f1:d6:49,4161.436510994,71191,159
1664,f8:e6:1a:f1:d6:49,4161.437807709,71192,159
1665,f8:e6:1a:f1:d6:49,4161.4528884,71194,159
1666,f8:e6:1a:f1:d6:49,4161.514522603,71196,159
1667,f8:e6:1a:f1:d6:49,4161.594176639,71201,159
1668,f8:e6:1a:f1:d6:49,4161.595456455,71202,159
1669,f8:e6:1a:f1:d6:49,4161.716244042,71209,159
1670,f8:e6:1a:f1:d6:49,4161.717534388,71210,159
