,sa,timedifference,sequence no,length
0,f8:e6:1a:f1:d6:49,0.0,0,157
1,f8:e6:1a:f1:d6:49,0.001306704999997521,1,157
2,f8:e6:1a:f1:d6:49,0.0055503779999952485,2,157
3,f8:e6:1a:f1:d6:49,0.006833310999994069,3,157
4,f8:e6:1a:f1:d6:49,0.12251566399999803,12,157
5,f8:e6:1a:f1:d6:49,0.12386072599999665,13,157
6,f8:e6:1a:f1:d6:49,0.13802192800000057,14,157
7,f8:e6:1a:f1:d6:49,0.1392677159999991,15,157
8,f8:e6:1a:f1:d6:49,0.2687961839999957,24,157
9,f8:e6:1a:f1:d6:49,0.2826071519999971,25,157
10,f8:e6:1a:f1:d6:49,0.2838804029999977,26,157
11,f8:e6:1a:f1:d6:49,0.3611436499999954,29,157
12,f8:e6:1a:f1:d6:49,0.36250602199999804,30,157
13,f8:e6:1a:f1:d6:49,0.3809929820000022,31,157
14,f8:e6:1a:f1:d6:49,0.41061926300000096,34,157
15,f8:e6:1a:f1:d6:49,0.411917791999997,35,157
16,f8:e6:1a:f1:d6:49,0.42542550499999976,36,157
17,f8:e6:1a:f1:d6:49,0.4266924920000008,37,157
18,f8:e6:1a:f1:d6:49,0.5553570390000004,45,157
19,f8:e6:1a:f1:d6:49,0.5566185489999995,46,157
20,f8:e6:1a:f1:d6:49,0.5702188399999955,47,157
21,f8:e6:1a:f1:d6:49,0.5715177199999957,48,157
22,f8:e6:1a:f1:d6:49,0.6726213079999965,54,157
23,f8:e6:1a:f1:d6:49,18.829666072000002,144,157
24,f8:e6:1a:f1:d6:49,18.830950463999997,145,157
25,f8:e6:1a:f1:d6:49,18.845180043999996,146,157
26,f8:e6:1a:f1:d6:49,18.846478622999996,147,157
27,f8:e6:1a:f1:d6:49,18.946499795999998,153,157
28,f8:e6:1a:f1:d6:49,18.990080575999997,156,157
29,f8:e6:1a:f1:d6:49,18.991340335999993,157,157
30,f8:e6:1a:f1:d6:49,19.119666687999995,165,157
31,f8:e6:1a:f1:d6:49,19.121002102999995,166,157
32,f8:e6:1a:f1:d6:49,19.13410492,167,157
33,f8:e6:1a:f1:d6:49,19.135365561999997,168,157
34,f8:e6:1a:f1:d6:49,19.213198805999994,171,157
35,f8:e6:1a:f1:d6:49,19.214574357999993,172,157
36,f8:e6:1a:f1:d6:49,19.265502125000005,176,157
37,f8:e6:1a:f1:d6:49,19.379544245999995,185,157
38,f8:e6:1a:f1:d6:49,19.50602354,194,157
39,f8:e6:1a:f1:d6:49,19.653805473999995,204,157
40,f8:e6:1a:f1:d6:49,19.655102885999995,205,157
53,f8:e6:1a:f1:d6:49,67.594521066,354,157
54,f8:e6:1a:f1:d6:49,67.595812905,355,157
55,f8:e6:1a:f1:d6:49,67.62069498199999,358,157
56,f8:e6:1a:f1:d6:49,67.724508499,363,157
57,f8:e6:1a:f1:d6:49,67.72580824699999,364,157
58,f8:e6:1a:f1:d6:49,67.740657418,365,157
59,f8:e6:1a:f1:d6:49,67.741952339,366,157
60,f8:e6:1a:f1:d6:49,68.00890418799999,386,157
61,f8:e6:1a:f1:d6:49,68.030968136,389,157
62,f8:e6:1a:f1:d6:49,68.18453101799999,395,157
63,f8:e6:1a:f1:d6:49,68.18597830600001,396,157
64,f8:e6:1a:f1:d6:49,68.19032943699999,397,157
65,f8:e6:1a:f1:d6:49,68.306802423,405,157
79,f8:e6:1a:f1:d6:49,259.951717678,894,157
80,f8:e6:1a:f1:d6:49,259.95302381,895,157
81,f8:e6:1a:f1:d6:49,260.07991398900003,903,157
82,f8:e6:1a:f1:d6:49,260.081153698,904,157
83,f8:e6:1a:f1:d6:49,260.094449897,905,157
84,f8:e6:1a:f1:d6:49,260.09576528,906,157
85,f8:e6:1a:f1:d6:49,260.242561196,916,157
86,f8:e6:1a:f1:d6:49,260.24382579199994,917,157
87,f8:e6:1a:f1:d6:49,260.36725883099996,925,157
88,f8:e6:1a:f1:d6:49,260.36856829,926,157
89,f8:e6:1a:f1:d6:49,260.38289561600004,928,157
90,f8:e6:1a:f1:d6:49,260.60595436100004,942,157
91,f8:e6:1a:f1:d6:49,260.77176028199995,955,157
92,f8:e6:1a:f1:d6:49,260.773045736,956,157
105,f8:e6:1a:f1:d6:49,380.45351856499997,1166,157
106,f8:e6:1a:f1:d6:49,381.00402493499996,1201,157
107,f8:e6:1a:f1:d6:49,381.00527115399996,1202,157
109,f8:e6:1a:f1:d6:49,389.5283537170001,1233,157
110,f8:e6:1a:f1:d6:49,389.529644158,1234,157
111,f8:e6:1a:f1:d6:49,389.55161740099993,1236,157
112,f8:e6:1a:f1:d6:49,389.86746341900005,1265,157
113,f8:e6:1a:f1:d6:49,389.86879295099993,1266,157
114,f8:e6:1a:f1:d6:49,390.163119715,1287,157
115,f8:e6:1a:f1:d6:49,390.173139461,1289,157
118,f8:e6:1a:f1:d6:49,444.703597745,1466,157
119,f8:e6:1a:f1:d6:49,444.704893919,1467,157
120,f8:e6:1a:f1:d6:49,444.72514476800006,1468,157
121,f8:e6:1a:f1:d6:49,444.7264451770001,1469,157
122,f8:e6:1a:f1:d6:49,444.848880992,1478,157
123,f8:e6:1a:f1:d6:49,444.867867941,1479,157
124,f8:e6:1a:f1:d6:49,444.869203461,1480,157
125,f8:e6:1a:f1:d6:49,444.993049694,1488,157
126,f8:e6:1a:f1:d6:49,444.994349822,1489,157
127,f8:e6:1a:f1:d6:49,445.013062127,1490,157
128,f8:e6:1a:f1:d6:49,445.014376438,1491,157
129,f8:e6:1a:f1:d6:49,445.138949971,1500,157
130,f8:e6:1a:f1:d6:49,445.157699492,1501,157
131,f8:e6:1a:f1:d6:49,445.15899976599997,1502,157
132,f8:e6:1a:f1:d6:49,445.20225922400004,1506,157
133,f8:e6:1a:f1:d6:49,445.30132761999994,1512,157
134,f8:e6:1a:f1:d6:49,445.30262142899994,1513,157
135,f8:e6:1a:f1:d6:49,445.42803501700007,1521,157
