,sa,timedifference,sequence no,length
612,f8:e6:1a:f1:d6:49,2442.072701152,17662,159
613,f8:e6:1a:f1:d6:49,2442.074038807,17663,159
614,f8:e6:1a:f1:d6:49,2442.095476688,17665,159
615,f8:e6:1a:f1:d6:49,2442.1597813410003,17670,159
616,f8:e6:1a:f1:d6:49,2442.1610885110003,17671,159
617,f8:e6:1a:f1:d6:49,2442.17985903,17672,159
618,f8:e6:1a:f1:d6:49,2442.181174354,17673,159
645,f8:e6:1a:f1:d6:49,2453.097710988,17718,159
646,f8:e6:1a:f1:d6:49,2453.1060894419998,17719,159
647,f8:e6:1a:f1:d6:49,2453.107492604,17720,159
648,f8:e6:1a:f1:d6:49,2453.133924481,17723,159
649,f8:e6:1a:f1:d6:49,2453.148611603,17724,159
650,f8:e6:1a:f1:d6:49,2453.149930299,17725,159
651,f8:e6:1a:f1:d6:49,2453.226806542,17728,159
652,f8:e6:1a:f1:d6:49,2453.228032699,17729,159
653,f8:e6:1a:f1:d6:49,2453.247459134,17730,159
654,f8:e6:1a:f1:d6:49,2453.372080296,17740,159
655,f8:e6:1a:f1:d6:49,2453.391530982,17741,159
656,f8:e6:1a:f1:d6:49,2453.534359278,17753,159
657,f8:e6:1a:f1:d6:49,2453.563133957,17755,159
658,f8:e6:1a:f1:d6:49,2453.68008625,17764,159
659,f8:e6:1a:f1:d6:49,2521.10703434,17962,159
660,f8:e6:1a:f1:d6:49,2521.108320955,17963,159
661,f8:e6:1a:f1:d6:49,2521.268780838,17966,159
662,f8:e6:1a:f1:d6:49,2521.270103369,17967,159
663,f8:e6:1a:f1:d6:49,2521.379373479,17975,159
664,f8:e6:1a:f1:d6:49,2521.402267633,17980,159
665,f8:e6:1a:f1:d6:49,2521.4037038300003,17981,159
666,f8:e6:1a:f1:d6:49,2521.405150913,17982,159
667,f8:e6:1a:f1:d6:49,2521.5350491990002,17985,159
668,f8:e6:1a:f1:d6:49,2521.536343261,17986,159
669,f8:e6:1a:f1:d6:49,2521.538685527,17987,159
670,f8:e6:1a:f1:d6:49,2521.6631572779997,17996,159
671,f8:e6:1a:f1:d6:49,2521.664467363,17997,159
672,f8:e6:1a:f1:d6:49,2521.684077361,17999,159
673,f8:e6:1a:f1:d6:49,2521.804753121,18007,159
674,f8:e6:1a:f1:d6:49,2521.806067212,18008,159
675,f8:e6:1a:f1:d6:49,2521.825741401,18009,159
683,f8:e6:1a:f1:d6:49,2582.557117484,21762,159
684,f8:e6:1a:f1:d6:49,2582.558459384,21763,159
685,f8:e6:1a:f1:d6:49,2582.576802767,21764,159
686,f8:e6:1a:f1:d6:49,2582.578110352,21765,159
690,f8:e6:1a:f1:d6:49,2582.821436396,21786,159
691,f8:e6:1a:f1:d6:49,2582.822713341,21787,159
693,f8:e6:1a:f1:d6:49,2582.8441302329998,21788,159
694,f8:e6:1a:f1:d6:49,2582.845521016,21789,159
696,f8:e6:1a:f1:d6:49,2582.9133981210002,21794,159
698,f8:e6:1a:f1:d6:49,2582.940847233,21796,159
699,f8:e6:1a:f1:d6:49,2582.9422856610004,21797,159
726,f8:e6:1a:f1:d6:49,2588.2506519519998,21809,159
727,f8:e6:1a:f1:d6:49,2588.251985843,21810,159
728,f8:e6:1a:f1:d6:49,2588.271282749,21811,159
729,f8:e6:1a:f1:d6:49,2588.272598834,21812,159
730,f8:e6:1a:f1:d6:49,2588.2956707450003,21813,159
731,f8:e6:1a:f1:d6:49,2588.296966728,21814,159
732,f8:e6:1a:f1:d6:49,2588.316014874,21815,159
733,f8:e6:1a:f1:d6:49,2588.581757189,21833,159
734,f8:e6:1a:f1:d6:49,2588.583053739,21834,159
736,f8:e6:1a:f1:d6:49,2588.6036774950003,21836,159
737,f8:e6:1a:f1:d6:49,2588.748266362,21848,159
738,f8:e6:1a:f1:d6:49,2588.876725305,21856,159
739,f8:e6:1a:f1:d6:49,2588.87794825,21857,159
741,f8:e6:1a:f1:d6:49,2588.89208456,21858,159
742,f8:e6:1a:f1:d6:49,2588.893449648,21859,159
748,f8:e6:1a:f1:d6:49,2660.887818645,22072,159
749,f8:e6:1a:f1:d6:49,2660.8891431469997,22073,159
750,f8:e6:1a:f1:d6:49,2660.908683524,22074,159
751,f8:e6:1a:f1:d6:49,2660.9099829310003,22075,159
752,f8:e6:1a:f1:d6:49,2661.033392016,22082,159
753,f8:e6:1a:f1:d6:49,2661.034735455,22083,159
754,f8:e6:1a:f1:d6:49,2661.052814712,22084,159
755,f8:e6:1a:f1:d6:49,2661.054111302,22085,159
756,f8:e6:1a:f1:d6:49,2661.185757085,22094,159
757,f8:e6:1a:f1:d6:49,2661.217513698,22095,159
758,f8:e6:1a:f1:d6:49,2661.343868171,22102,159
759,f8:e6:1a:f1:d6:49,2661.348045881,22103,159
760,f8:e6:1a:f1:d6:49,2661.349244264,22104,159
761,f8:e6:1a:f1:d6:49,2661.466839938,22112,159
762,f8:e6:1a:f1:d6:49,2661.46810046,22113,159
763,f8:e6:1a:f1:d6:49,2661.486520179,22114,159
764,f8:e6:1a:f1:d6:49,2661.487836034,22115,159
765,f8:e6:1a:f1:d6:49,2661.619635914,22118,159
766,f8:e6:1a:f1:d6:49,2661.6745591129998,22123,159
767,f8:e6:1a:f1:d6:49,2661.675882851,22124,159
768,f8:e6:1a:f1:d6:49,2661.774212193,22131,159
769,f8:e6:1a:f1:d6:49,2661.775470033,22132,159
792,f8:e6:1a:f1:d6:49,2713.7767762510002,25858,159
793,f8:e6:1a:f1:d6:49,2713.778263171,25859,159
794,f8:e6:1a:f1:d6:49,2713.795393462,25860,159
795,f8:e6:1a:f1:d6:49,2713.796715832,25861,159
826,f8:e6:1a:f1:d6:49,2719.9019001330003,25894,159
829,f8:e6:1a:f1:d6:49,2720.0642862619998,25905,159
830,f8:e6:1a:f1:d6:49,2720.11123817,25910,159
831,f8:e6:1a:f1:d6:49,2720.207880978,25915,159
832,f8:e6:1a:f1:d6:49,2720.333571992,25924,159
833,f8:e6:1a:f1:d6:49,2720.350297869,25925,159
834,f8:e6:1a:f1:d6:49,2720.3516176880003,25926,159
835,f8:e6:1a:f1:d6:49,2720.4761725519998,25932,159
836,f8:e6:1a:f1:d6:49,2720.6181783180004,25936,159
837,f8:e6:1a:f1:d6:49,2720.643811149,25938,159
838,f8:e6:1a:f1:d6:49,2720.645129841,25939,159
839,f8:e6:1a:f1:d6:49,2720.669395539,25942,159
840,f8:e6:1a:f1:d6:49,2720.760711798,25947,159
841,f8:e6:1a:f1:d6:49,2720.762091931,25948,159
854,f8:e6:1a:f1:d6:49,2837.655473504,26299,159
855,f8:e6:1a:f1:d6:49,2837.656876274,26300,159
856,f8:e6:1a:f1:d6:49,2837.6752282869998,26301,159
857,f8:e6:1a:f1:d6:49,2837.676552341,26302,159
858,f8:e6:1a:f1:d6:49,2837.706699214,26305,159
859,f8:e6:1a:f1:d6:49,2837.797631201,26310,159
860,f8:e6:1a:f1:d6:49,2837.798952763,26311,159
861,f8:e6:1a:f1:d6:49,2837.818062246,26312,159
862,f8:e6:1a:f1:d6:49,2837.819378792,26313,159
863,f8:e6:1a:f1:d6:49,2837.941733414,26321,159
864,f8:e6:1a:f1:d6:49,2837.942946747,26322,159
865,f8:e6:1a:f1:d6:49,2837.963784888,26323,159
866,f8:e6:1a:f1:d6:49,2837.965102752,26324,159
867,f8:e6:1a:f1:d6:49,2838.0857586499997,26333,159
868,f8:e6:1a:f1:d6:49,2838.106451234,26334,159
869,f8:e6:1a:f1:d6:49,2838.2264841680003,26343,159
870,f8:e6:1a:f1:d6:49,2838.2510879980005,26345,159
871,f8:e6:1a:f1:d6:49,2838.2524878910003,26346,159
872,f8:e6:1a:f1:d6:49,2843.216002787,26375,159
873,f8:e6:1a:f1:d6:49,2843.2299831110004,26376,159
874,f8:e6:1a:f1:d6:49,2843.231196048,26377,159
875,f8:e6:1a:f1:d6:49,2843.3077464880002,26380,159
876,f8:e6:1a:f1:d6:49,2843.358223319,26385,159
877,f8:e6:1a:f1:d6:49,2843.3595289799996,26386,159
878,f8:e6:1a:f1:d6:49,2843.373104791,26387,159
879,f8:e6:1a:f1:d6:49,2843.502032982,26398,159
880,f8:e6:1a:f1:d6:49,2843.516886583,26400,159
881,f8:e6:1a:f1:d6:49,2843.518205259,26401,159
882,f8:e6:1a:f1:d6:49,2843.647784635,26409,159
883,f8:e6:1a:f1:d6:49,2843.6490932730003,26410,159
884,f8:e6:1a:f1:d6:49,2843.66218265,26412,159
885,f8:e6:1a:f1:d6:49,2843.759476261,26418,159
886,f8:e6:1a:f1:d6:49,2843.789401127,26420,159
887,f8:e6:1a:f1:d6:49,2843.790697482,26421,159
888,f8:e6:1a:f1:d6:49,2843.8039219049997,26422,159
889,f8:e6:1a:f1:d6:49,2843.805317769,26423,159
890,f8:e6:1a:f1:d6:49,2843.88090092,26426,159
891,f8:e6:1a:f1:d6:49,2843.9007616330005,26428,159
892,f8:e6:1a:f1:d6:49,2843.902080249,26429,159
899,f8:e6:1a:f1:d6:49,2903.303816047,29964,156
900,f8:e6:1a:f1:d6:49,2903.305111114,29965,156
901,f8:e6:1a:f1:d6:49,2903.326521546,29966,156
902,f8:e6:1a:f1:d6:49,2903.5675919299997,29985,156
903,f8:e6:1a:f1:d6:49,2903.579776471,29986,156
904,f8:e6:1a:f1:d6:49,2903.5880728849997,29987,156
905,f8:e6:1a:f1:d6:49,2903.591336825,29988,156
926,f8:e6:1a:f1:d6:49,2908.345368748,30013,159
927,f8:e6:1a:f1:d6:49,2908.346695771,30014,159
928,f8:e6:1a:f1:d6:49,2908.3856831780004,30015,159
929,f8:e6:1a:f1:d6:49,2908.387060355,30016,159
930,f8:e6:1a:f1:d6:49,2908.5160835869997,30021,159
932,f8:e6:1a:f1:d6:49,2910.361392287,34083,159
933,f8:e6:1a:f1:d6:49,2910.362624789,34084,159
934,f8:e6:1a:f1:d6:49,2910.401958985,34085,159
935,f8:e6:1a:f1:d6:49,2910.403353261,34086,159
936,f8:e6:1a:f1:d6:49,2910.487006398,34090,159
937,f8:e6:1a:f1:d6:49,2910.5711967919997,34093,159
938,f8:e6:1a:f1:d6:49,2910.572513919,34094,159
939,f8:e6:1a:f1:d6:49,2910.7845108280003,34103,159
940,f8:e6:1a:f1:d6:49,2910.7858527430003,34104,159
941,f8:e6:1a:f1:d6:49,2910.826771249,34106,159
942,f8:e6:1a:f1:d6:49,2910.952952616,34111,159
943,f8:e6:1a:f1:d6:49,2910.9546968749996,34112,159
944,f8:e6:1a:f1:d6:49,2911.18738679,34117,159
945,f8:e6:1a:f1:d6:49,2911.190422141,34118,159
959,f8:e6:1a:f1:d6:49,2917.9179058430004,34171,159
960,f8:e6:1a:f1:d6:49,2917.919157775,34172,159
