,sa,timedifference,sequence no,length
246,ac:36:13:5b:00:45,749.882953966,12141,159
247,ac:36:13:5b:00:45,749.903284719,12142,159
248,ac:36:13:5b:00:45,749.96882461,12145,159
249,ac:36:13:5b:00:45,749.98906685,12146,159
250,ac:36:13:5b:00:45,750.054710736,12149,159
251,ac:36:13:5b:00:45,750.0749429869999,12150,159
252,ac:36:13:5b:00:45,750.1404832090001,12153,159
253,ac:36:13:5b:00:45,750.1607108090001,12154,159
258,ac:36:13:5b:00:45,763.1749244599999,12180,159
259,ac:36:13:5b:00:45,767.694623289,12243,157
260,ac:36:13:5b:00:45,767.8088147540001,12248,157
261,ac:36:13:5b:00:45,767.942770249,12254,157
262,ac:36:13:5b:00:45,767.963145229,12255,157
400,ac:36:13:5b:00:45,1019.666896382,16334,157
401,ac:36:13:5b:00:45,1019.6897295819999,16335,157
