,sa,timedifference,sequence no,length
646,ac:36:13:5b:00:45,2653.054994101,36880,159
647,ac:36:13:5b:00:45,2653.095174159,36881,159
663,ac:36:13:5b:00:45,2657.721610177,36938,157
666,ac:36:13:5b:00:45,2658.0128215030004,36950,157
667,ac:36:13:5b:00:45,2658.033048741,36951,157
739,ac:36:13:5b:00:45,2883.935153329,40932,159
742,ac:36:13:5b:00:45,2897.0392837030004,40964,159
743,ac:36:13:5b:00:45,2897.079532234,40965,159
744,ac:36:13:5b:00:45,2897.536019184,40976,159
752,ac:36:13:5b:00:45,2901.8834638460003,41010,157
753,ac:36:13:5b:00:45,2901.903094229,41011,157
754,ac:36:13:5b:00:45,2902.1335621000003,41023,157
755,ac:36:13:5b:00:45,2902.339776223,41032,157
756,ac:36:13:5b:00:45,2902.4037886670003,41035,157
