,sa,timedifference,sequence no,length
10721,ac:fd:ce:b0:da:79,17558.550745127002,4720,94
10735,ac:fd:ce:b0:da:79,17579.699006918,4729,94
10736,ac:fd:ce:b0:da:79,17579.699962686,4730,94
10737,ac:fd:ce:b0:da:79,17579.868716033,4741,94
10738,ac:fd:ce:b0:da:79,17579.871494867002,4742,94
10739,ac:fd:ce:b0:da:79,17579.925305431,4743,94
10740,ac:fd:ce:b0:da:79,17579.928634751002,4744,94
10805,ac:fd:ce:b0:da:79,17723.005397845,4827,94
10839,ac:fd:ce:b0:da:79,17784.01753726,4836,94
10840,ac:fd:ce:b0:da:79,17784.04514332,4837,94
10841,ac:fd:ce:b0:da:79,17784.046057942003,4838,94
10842,ac:fd:ce:b0:da:79,17784.23831252,4849,94
10843,ac:fd:ce:b0:da:79,17784.241643475,4850,94
10885,ac:fd:ce:b0:da:79,17852.185065131,4877,94
10886,ac:fd:ce:b0:da:79,17852.185892994003,4878,94
10887,ac:fd:ce:b0:da:79,17852.211886576002,4879,94
10888,ac:fd:ce:b0:da:79,17852.212811283,4880,94
10890,ac:fd:ce:b0:da:79,17852.547737947003,4889,94
10891,ac:fd:ce:b0:da:79,17852.548629174,4890,94
10946,ac:fd:ce:b0:da:79,17958.273766232003,4915,94
10947,ac:fd:ce:b0:da:79,17958.301380197,4916,94
10948,ac:fd:ce:b0:da:79,17958.302255401002,4917,94
