,sa,timedifference,sequence no,length
31188,ac:fd:ce:b0:da:79,62433.190316825996,22747,94
31189,ac:fd:ce:b0:da:79,62433.220400273,22749,94
31205,ac:fd:ce:b0:da:79,62475.060478035004,22777,94
31220,ac:fd:ce:b0:da:79,62501.976806138,22789,94
31221,ac:fd:ce:b0:da:79,62501.97765315,22790,94
31222,ac:fd:ce:b0:da:79,62502.005488733994,22791,94
31223,ac:fd:ce:b0:da:79,62502.008768293,22792,94
31270,ac:fd:ce:b0:da:79,62588.03820735,22859,94
31295,ac:fd:ce:b0:da:79,62637.835689543994,22866,94
31296,ac:fd:ce:b0:da:79,62637.836619400005,22867,94
31326,ac:fd:ce:b0:da:79,62705.729855928,22902,94
31327,ac:fd:ce:b0:da:79,62705.730717454,22903,94
31328,ac:fd:ce:b0:da:79,62705.758470131994,22904,94
31329,ac:fd:ce:b0:da:79,62705.759449316996,22905,94
31330,ac:fd:ce:b0:da:79,62706.068768148,22916,94
31364,ac:fd:ce:b0:da:79,62780.440752594,22928,94
31365,ac:fd:ce:b0:da:79,62780.441685661994,22929,94
31366,ac:fd:ce:b0:da:79,62780.466002436995,22931,94
31367,ac:fd:ce:b0:da:79,62780.596360865995,22939,94
31368,ac:fd:ce:b0:da:79,62780.622307578,22940,94
31369,ac:fd:ce:b0:da:79,62780.623373006994,22941,94
