,sa,timedifference,sequence no,length
39527,ac:fd:ce:b0:da:79,76916.219674363,28098,94
39528,ac:fd:ce:b0:da:79,76916.220566797,28099,94
39529,ac:fd:ce:b0:da:79,76916.24872831399,28100,94
39530,ac:fd:ce:b0:da:79,76916.249580128,28101,94
39665,ac:fd:ce:b0:da:79,77106.712998676,28140,94
39666,ac:fd:ce:b0:da:79,77106.713854645,28141,94
39667,ac:fd:ce:b0:da:79,77106.744675967,28142,94
39668,ac:fd:ce:b0:da:79,77106.749841792,28143,94
39750,ac:fd:ce:b0:da:79,77242.280562015,28192,94
39751,ac:fd:ce:b0:da:79,77242.281432719,28193,94
39752,ac:fd:ce:b0:da:79,77242.470995481,28204,94
39753,ac:fd:ce:b0:da:79,77242.471841496,28205,94
39754,ac:fd:ce:b0:da:79,77242.49966664899,28206,94
39755,ac:fd:ce:b0:da:79,77242.500541395,28207,94
