,sa,timedifference,sequence no,length
9172,ac:fd:ce:b0:da:79,15255.030951278,4003,94
9173,ac:fd:ce:b0:da:79,15255.034267551,4004,94
9212,ac:fd:ce:b0:da:79,15322.654650826,4015,94
9213,ac:fd:ce:b0:da:79,15322.655452322002,4016,94
9214,ac:fd:ce:b0:da:79,15322.791613773,4025,94
9215,ac:fd:ce:b0:da:79,15322.792651014,4026,94
9216,ac:fd:ce:b0:da:79,15322.818445945,4027,94
9217,ac:fd:ce:b0:da:79,15322.819342684,4028,94
9218,ac:fd:ce:b0:da:79,15323.098514004001,4037,94
9219,ac:fd:ce:b0:da:79,15323.099363718,4038,94
9302,ac:fd:ce:b0:da:79,15459.156459519001,4091,94
9303,ac:fd:ce:b0:da:79,15459.185134237001,4093,94
9304,ac:fd:ce:b0:da:79,15459.186096587002,4094,94
9390,ac:fd:ce:b0:da:79,15595.432025171001,4157,94
9391,ac:fd:ce:b0:da:79,15595.432958809,4158,94
9392,ac:fd:ce:b0:da:79,15595.573199474002,4167,94
9393,ac:fd:ce:b0:da:79,15595.605877188,4170,94
