,sa,timedifference,sequence no,length
12788,ac:fd:ce:b0:da:79,21677.32378662,5700,94
12789,ac:fd:ce:b0:da:79,21677.324725058,5701,94
12790,ac:fd:ce:b0:da:79,21677.372141418,5702,94
12791,ac:fd:ce:b0:da:79,21677.373095837003,5703,94
12792,ac:fd:ce:b0:da:79,21677.536704254002,5714,94
12793,ac:fd:ce:b0:da:79,21677.56445832,5716,94
12794,ac:fd:ce:b0:da:79,21677.567768132,5717,94
12854,ac:fd:ce:b0:da:79,21813.102791312,5770,94
12855,ac:fd:ce:b0:da:79,21813.103667705,5771,94
12872,ac:fd:ce:b0:da:79,21853.535255533,5812,94
12923,ac:fd:ce:b0:da:79,21948.989371001,5860,94
12924,ac:fd:ce:b0:da:79,21949.01810586,5862,94
12983,ac:fd:ce:b0:da:79,22056.351576077002,5921,94
12984,ac:fd:ce:b0:da:79,22056.401031845,5923,94
13000,ac:fd:ce:b0:da:79,22084.88423058,5940,94
13001,ac:fd:ce:b0:da:79,22084.885129019,5941,94
13002,ac:fd:ce:b0:da:79,22084.916386098997,5943,94
13030,ac:fd:ce:b0:da:79,22152.831934627,5991,94
