,sa,timedifference,sequence no,length
33551,ac:fd:ce:b0:da:79,67239.029621146,24367,94
33552,ac:fd:ce:b0:da:79,67239.030574594,24368,94
33596,ac:fd:ce:b0:da:79,67307.014553153,24407,94
33597,ac:fd:ce:b0:da:79,67307.015418351,24408,94
33598,ac:fd:ce:b0:da:79,67307.171417225,24417,94
33599,ac:fd:ce:b0:da:79,67307.198380627,24419,94
33600,ac:fd:ce:b0:da:79,67307.201648885,24420,94
33638,ac:fd:ce:b0:da:79,67374.791634369,24433,94
33639,ac:fd:ce:b0:da:79,67374.81601195899,24435,94
33640,ac:fd:ce:b0:da:79,67374.816980634,24436,94
33641,ac:fd:ce:b0:da:79,67374.931761345,24444,94
33642,ac:fd:ce:b0:da:79,67374.955481181,24445,94
33643,ac:fd:ce:b0:da:79,67374.956457733,24446,94
33644,ac:fd:ce:b0:da:79,67375.241663692,24455,94
33645,ac:fd:ce:b0:da:79,67375.242564925,24456,94
33678,ac:fd:ce:b0:da:79,67442.772471661,24477,94
33679,ac:fd:ce:b0:da:79,67442.773373366,24478,94
33764,ac:fd:ce:b0:da:79,67583.268557141,24545,94
33765,ac:fd:ce:b0:da:79,67583.269519506,24546,94
33766,ac:fd:ce:b0:da:79,67583.458208236,24557,94
33767,ac:fd:ce:b0:da:79,67583.45906132199,24558,94
33768,ac:fd:ce:b0:da:79,67583.485126031,24559,94
33769,ac:fd:ce:b0:da:79,67583.486059813,24560,94
33797,ac:fd:ce:b0:da:79,67651.710522323,24595,94
33798,ac:fd:ce:b0:da:79,67651.71353875,24596,94
