,sa,timedifference,sequence no,length
22940,ac:fd:ce:b0:da:79,44480.781326111995,13430,94
22941,ac:fd:ce:b0:da:79,44480.807594923,13431,94
22942,ac:fd:ce:b0:da:79,44480.81214183699,13432,94
22984,ac:fd:ce:b0:da:79,44548.94454749399,13476,94
22985,ac:fd:ce:b0:da:79,44548.969213690994,13477,94
22986,ac:fd:ce:b0:da:79,44548.97004456,13478,94
23057,ac:fd:ce:b0:da:79,44684.51023812699,13533,94
23058,ac:fd:ce:b0:da:79,44684.712973083,13545,94
23059,ac:fd:ce:b0:da:79,44684.717654568994,13546,94
23084,ac:fd:ce:b0:da:79,44782.002162223,13585,94
23085,ac:fd:ce:b0:da:79,44782.025869729,13586,94
23088,ac:fd:ce:b0:da:79,44792.542921898996,13605,94
23098,ac:fd:ce:b0:da:79,44808.784276125996,13614,94
23099,ac:fd:ce:b0:da:79,44808.78513184,13615,94
23113,ac:fd:ce:b0:da:79,44847.044451413,13644,94
23114,ac:fd:ce:b0:da:79,44847.068888943,13645,94
23115,ac:fd:ce:b0:da:79,44847.192222128,13650,94
23116,ac:fd:ce:b0:da:79,44847.436932293,13655,94
23117,ac:fd:ce:b0:da:79,44850.3222026,13665,94
23153,ac:fd:ce:b0:da:79,44963.763008655,13736,94
23154,ac:fd:ce:b0:da:79,44963.763927658,13737,94
23155,ac:fd:ce:b0:da:79,44963.807616838,13738,94
23156,ac:fd:ce:b0:da:79,44963.810761311994,13739,94
