,sa,timedifference,sequence no,length
2772,1c:f2:9a:69:bf:0b,4302.88678838,6225,128
2773,1c:f2:9a:69:bf:0b,4302.901480201,6226,128
2774,1c:f2:9a:69:bf:0b,4302.93136105,6228,128
2812,1c:f2:9a:69:bf:0b,4375.282718455001,6349,128
2848,1c:f2:9a:69:bf:0b,4446.708121591,6415,128
2849,1c:f2:9a:69:bf:0b,4446.731354408,6416,128
2896,1c:f2:9a:69:bf:0b,4519.415774105,6556,128
2897,1c:f2:9a:69:bf:0b,4519.421144684,6557,128
2997,1c:f2:9a:69:bf:0b,4663.201906036,6748,128
2998,1c:f2:9a:69:bf:0b,4663.2194072,6749,128
3000,1c:f2:9a:69:bf:0b,4663.610141164,6769,128
3001,1c:f2:9a:69:bf:0b,4663.623302534,6770,128
3037,1c:f2:9a:69:bf:0b,4735.464441553,6861,128
3038,1c:f2:9a:69:bf:0b,4735.506741224,6864,128
