,sa,timedifference,sequence no,length
39848,1c:f2:9a:69:bf:0b,77448.22478761,96346,128
39849,1c:f2:9a:69:bf:0b,77448.238999947,96347,128
39940,1c:f2:9a:69:bf:0b,77592.553503203,96564,128
39941,1c:f2:9a:69:bf:0b,77592.563715263,96565,128
39942,1c:f2:9a:69:bf:0b,77592.64048847501,96568,128
39943,1c:f2:9a:69:bf:0b,77592.95380945501,96585,128
39944,1c:f2:9a:69:bf:0b,77592.967928135,96586,128
39984,1c:f2:9a:69:bf:0b,77665.345146208,96703,128
39985,1c:f2:9a:69:bf:0b,77665.361326869,96704,128
40067,1c:f2:9a:69:bf:0b,77808.151838437,96780,128
40070,1c:f2:9a:69:bf:0b,77808.193676271,96783,128
40103,1c:f2:9a:69:bf:0b,77880.560013115,96897,128
40104,1c:f2:9a:69:bf:0b,77880.579311885,96898,128
40165,1c:f2:9a:69:bf:0b,77952.374925978,96989,128
40166,1c:f2:9a:69:bf:0b,77952.390286435,96990,128
40167,1c:f2:9a:69:bf:0b,77952.78189598,97013,128
40168,1c:f2:9a:69:bf:0b,77952.795141823,97014,128
