,sa,timedifference,sequence no,length
1906,1c:f2:9a:69:bf:0b,3023.888116729,3942,128
1907,1c:f2:9a:69:bf:0b,3024.288679743,3968,128
1908,1c:f2:9a:69:bf:0b,3024.3087025600003,3969,128
1909,1c:f2:9a:69:bf:0b,3024.336956818,3972,128
1964,1c:f2:9a:69:bf:0b,3096.1638734380003,4057,128
1965,1c:f2:9a:69:bf:0b,3096.1783484600005,4058,128
1966,1c:f2:9a:69:bf:0b,3096.2082508570006,4060,128
1967,1c:f2:9a:69:bf:0b,3096.222423658,4061,128
2020,1c:f2:9a:69:bf:0b,3168.0659510100004,4151,128
2021,1c:f2:9a:69:bf:0b,3168.07316342,4152,128
2148,1c:f2:9a:69:bf:0b,3362.143887604,4753,128
2149,1c:f2:9a:69:bf:0b,3362.1452225520006,4754,128
2150,1c:f2:9a:69:bf:0b,3362.1836836650004,4755,128
2151,1c:f2:9a:69:bf:0b,3362.187979748,4756,128
2152,1c:f2:9a:69:bf:0b,3366.580076284,4881,128
2153,1c:f2:9a:69:bf:0b,3366.5811433370004,4882,128
2154,1c:f2:9a:69:bf:0b,3366.600127541,4883,128
2155,1c:f2:9a:69:bf:0b,3366.601208661,4884,128
2162,1c:f2:9a:69:bf:0b,3372.3214228620004,4980,128
2163,1c:f2:9a:69:bf:0b,3372.322499749,4981,128
2206,1c:f2:9a:69:bf:0b,3439.2102963770003,5114,128
2207,1c:f2:9a:69:bf:0b,3439.612449619,5135,128
2263,1c:f2:9a:69:bf:0b,3511.4559083970003,5226,128
