,sa,timedifference,sequence no,length
42375,1c:f2:9a:69:bf:0b,81696.298931521,101660,128
42410,1c:f2:9a:69:bf:0b,81768.079870778,101746,128
42411,1c:f2:9a:69:bf:0b,81768.088135077,101747,128
42412,1c:f2:9a:69:bf:0b,81768.19426221399,101751,128
42413,1c:f2:9a:69:bf:0b,81768.49033136001,101768,128
42414,1c:f2:9a:69:bf:0b,81768.49755952001,101769,128
42454,1c:f2:9a:69:bf:0b,81840.485451694,101860,128
42455,1c:f2:9a:69:bf:0b,81840.494659117,101861,128
42456,1c:f2:9a:69:bf:0b,81840.794689705,101879,128
42457,1c:f2:9a:69:bf:0b,81840.87649859,101883,128
42458,1c:f2:9a:69:bf:0b,81840.897266787,101884,128
42594,1c:f2:9a:69:bf:0b,82127.86378813701,102167,128
42595,1c:f2:9a:69:bf:0b,82127.880251471,102168,128
42596,1c:f2:9a:69:bf:0b,82127.971579933,102172,128
42597,1c:f2:9a:69:bf:0b,82128.283046349,102190,128
