,sa,timedifference,sequence no,length
25129,1c:f2:9a:69:bf:0b,49832.178131851,60759,128
25130,1c:f2:9a:69:bf:0b,49832.189154173,60760,128
25161,1c:f2:9a:69:bf:0b,49904.024078145994,60850,128
25162,1c:f2:9a:69:bf:0b,49904.179772807,60860,128
25163,1c:f2:9a:69:bf:0b,49904.425627485,60877,128
25164,1c:f2:9a:69:bf:0b,49904.439751856,60878,128
25203,1c:f2:9a:69:bf:0b,49976.269292474,60967,128
25204,1c:f2:9a:69:bf:0b,49976.355061480994,60971,128
25205,1c:f2:9a:69:bf:0b,49976.375252408994,60972,128
25208,1c:f2:9a:69:bf:0b,49976.761623843,60992,128
25209,1c:f2:9a:69:bf:0b,49976.780830117,60993,128
25279,1c:f2:9a:69:bf:0b,50120.544551666,61177,128
25308,1c:f2:9a:69:bf:0b,50192.491503777004,61270,128
25309,1c:f2:9a:69:bf:0b,50192.512128975,61271,128
25310,1c:f2:9a:69:bf:0b,50192.54045557,61273,128
25313,1c:f2:9a:69:bf:0b,50192.913798176,61295,128
