,sa,timedifference,sequence no,length
21980,1c:f2:9a:69:bf:0b,42203.653327683,51282,128
22017,1c:f2:9a:69:bf:0b,42275.489988682,51374,128
22018,1c:f2:9a:69:bf:0b,42275.516072113,51376,128
22019,1c:f2:9a:69:bf:0b,42275.530251083,51377,128
22020,1c:f2:9a:69:bf:0b,42275.872744301996,51397,128
22043,1c:f2:9a:69:bf:0b,42347.855951797,51496,128
22044,1c:f2:9a:69:bf:0b,42347.874451956,51497,128
22045,1c:f2:9a:69:bf:0b,42347.909533407,51499,128
22051,1c:f2:9a:69:bf:0b,42348.261551703,51517,128
22052,1c:f2:9a:69:bf:0b,42348.279142138,51518,128
22104,1c:f2:9a:69:bf:0b,42492.036252743,51707,128
22131,1c:f2:9a:69:bf:0b,42563.977940444,51804,128
22132,1c:f2:9a:69:bf:0b,42564.002956009,51805,128
22133,1c:f2:9a:69:bf:0b,42564.038453079,51808,128
