88:9f:6f:5c:4b:4e,437.500344734,51423,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,437.811940124,51471,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,437.877390213,51477,NaN,106
88:9f:6f:5c:4b:4e,437.87839546,51478,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,437.879362859,51479,KT WiFi,106
88:9f:6f:5c:4b:4e,437.88038482,51480,ollehWiFi,106
88:9f:6f:5c:4b:4e,437.88153291699996,51481,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,445.92866693800005,51707,NaN,106
88:9f:6f:5c:4b:4e,445.92971621199996,51708,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,445.930766152,51709,KT WiFi,106
88:9f:6f:5c:4b:4e,445.931789451,51710,ollehWiFi,106
88:9f:6f:5c:4b:4e,445.932892168,51711,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,445.959946022,51712,NaN,106
88:9f:6f:5c:4b:4e,445.96103824,51713,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,445.962103506,51714,KT WiFi,106
88:9f:6f:5c:4b:4e,445.963039684,51715,ollehWiFi,106
88:9f:6f:5c:4b:4e,538.560793681,60131,KT WiFi,106
