88:9f:6f:5c:4b:4e,1419.781292995,172311,KT WiFi,106
88:9f:6f:5c:4b:4e,1419.78326286,172313,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1419.848099341,172319,NaN,106
88:9f:6f:5c:4b:4e,1419.8492208220002,172320,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1419.8502899310001,172321,KT WiFi,106
88:9f:6f:5c:4b:4e,1419.8512904529998,172322,ollehWiFi,106
88:9f:6f:5c:4b:4e,1419.8523462560001,172323,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1419.87931559,172324,NaN,106
88:9f:6f:5c:4b:4e,1419.880438845,172325,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1419.8813799739999,172326,KT WiFi,106
88:9f:6f:5c:4b:4e,1419.882393861,172327,ollehWiFi,106
88:9f:6f:5c:4b:4e,1419.883353708,172328,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1419.93206689,172329,NaN,106
88:9f:6f:5c:4b:4e,1426.69615411,172529,NaN,106
88:9f:6f:5c:4b:4e,1426.6971643739998,172530,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1426.698262671,172531,KT WiFi,106
88:9f:6f:5c:4b:4e,1426.6993087070002,172532,ollehWiFi,106
88:9f:6f:5c:4b:4e,1426.7004102320002,172533,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1426.719420931,172534,NaN,106
88:9f:6f:5c:4b:4e,1426.72046146,172535,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1426.7213567279998,172536,KT WiFi,106
88:9f:6f:5c:4b:4e,1426.72235115,172537,ollehWiFi,106
88:9f:6f:5c:4b:4e,1426.7233820010001,172538,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1426.7594945229998,172542,ollehWiFi,106
88:9f:6f:5c:4b:4e,1427.0314823729998,172586,KT WiFi,106
88:9f:6f:5c:4b:4e,1427.066732625,172589,NaN,106
88:9f:6f:5c:4b:4e,1427.067817481,172590,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1427.068734384,172591,KT WiFi,106
88:9f:6f:5c:4b:4e,1427.069744071,172592,ollehWiFi,106
88:9f:6f:5c:4b:4e,1427.07088825,172593,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1427.089216372,172594,NaN,106
88:9f:6f:5c:4b:4e,1427.090354611,172595,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1427.09141043,172596,KT WiFi,106
88:9f:6f:5c:4b:4e,1427.092512531,172597,ollehWiFi,106
88:9f:6f:5c:4b:4e,1427.093558678,172598,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1429.840979691,172739,NaN,106
88:9f:6f:5c:4b:4e,1429.841987645,172740,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1429.843019027,172741,KT WiFi,106
88:9f:6f:5c:4b:4e,1429.8441487020002,172742,ollehWiFi,106
88:9f:6f:5c:4b:4e,1429.8465688320002,172743,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1429.870261577,172744,NaN,106
88:9f:6f:5c:4b:4e,1429.8712908339999,172745,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1429.872258505,172746,KT WiFi,106
88:9f:6f:5c:4b:4e,1429.8738095029998,172747,ollehWiFi,106
88:9f:6f:5c:4b:4e,1429.875045924,172748,olleh GiGA WiFi,106
88:9f:6f:5c:4b:4e,1429.939866298,172754,NaN,106
88:9f:6f:5c:4b:4e,1429.9408742360001,172755,KT GiGA WiFi,106
88:9f:6f:5c:4b:4e,1430.1919457570002,172790,KT GiGA WiFi,106
