3c:a0:67:85:86:1b,1975.930064865,83648,NaN,108
3c:a0:67:85:86:1b,2096.308845793,87801,NaN,108
3c:a0:67:85:86:1b,2156.390932273,91922,NaN,108
3c:a0:67:85:86:1b,2156.66815616,91929,NaN,108
3c:a0:67:85:86:1b,2156.71838745,91930,NaN,108
3c:a0:67:85:86:1b,2157.80705899,91933,NaN,108
3c:a0:67:85:86:1b,2157.857308878,91934,NaN,108
3c:a0:67:85:86:1b,2216.4240178970003,91949,NaN,108
3c:a0:67:85:86:1b,2216.474240932,91950,NaN,108
3c:a0:67:85:86:1b,2276.014497612,91962,NaN,108
3c:a0:67:85:86:1b,2276.0647347110003,91963,NaN,108
3c:a0:67:85:86:1b,2395.932524035,96105,NaN,108
3c:a0:67:85:86:1b,2396.228325606,96112,NaN,108
3c:a0:67:85:86:1b,2396.505534032,96119,NaN,108
3c:a0:67:85:86:1b,2396.555785263,96120,NaN,108
