1.7450017108684245e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7750436978869933e-05,-89,4,2120,,0a:5d:dd:70:04:5c
1.7464330934120464e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7893637567223937e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.749374573368193e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7971212238501955e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8735432829665436e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8604536074869964e-05,-89,4,2120,,0a:5d:dd:70:04:5c
1.808214245277123e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7581850723379908e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7747926437497953e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.769448563017244e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8360358555300983e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8122147578504573e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7981849326726712e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8298299390941966e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8499347480120314e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8112164796450034e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.81491605737104e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7802200979647628e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8351274571262195e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8102211869817182e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.7699183221558024e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8220475352844365e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.772321886512963e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.8011944297993905e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.775965363268466e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.818939377229929e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.871533280164942e-05,-91,4,2120,,0a:5d:dd:70:04:5c
1.687902743050955e-05,-91,4,2120,,0a:5d:dd:70:04:5c
