1.3494236414714882e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.4020313531065352e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3307065616471671e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3285313590075488e-05,-85,9,1776,,12:23:aa:d1:72:6a
1.3149088980990538e-05,-85,9,1776,,12:23:aa:d1:72:6a
1.3150780807852222e-05,-83,9,1776,,12:23:aa:d1:72:6a
1.3929937508399658e-05,-85,9,1776,,12:23:aa:d1:72:6a
1.4064039119489775e-05,-85,9,1776,,12:23:aa:d1:72:6a
1.3785492297734983e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.3089722927080483e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.3425877538151541e-05,-77,9,1776,,12:23:aa:d1:72:6a
1.370971745372613e-05,-85,9,1776,,12:23:aa:d1:72:6a
1.3893605997752723e-05,-83,9,1776,,12:23:aa:d1:72:6a
1.3898453445281294e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3814994518569148e-05,-77,9,1776,,12:23:aa:d1:72:6a
1.4125103617586909e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.371584999934917e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3745673853899793e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3990262809752932e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.328678665505354e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.388711471960208e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3958557725349237e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.3588183394616463e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.40132094756676e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3534229293690734e-05,-87,9,1776,,12:23:aa:d1:72:6a
1.3261251762147378e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.3503488918096605e-05,-79,9,1776,,12:23:aa:d1:72:6a
1.4167030926122052e-05,-81,9,1776,,12:23:aa:d1:72:6a
1.4090302793218015e-05,-83,9,1776,,12:23:aa:d1:72:6a
1.330189178285954e-05,-85,9,1776,,12:23:aa:d1:72:6a
