-0.0006436640410816279,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006432013436635368,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006438426611643157,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006438012907837029,-65,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006437808490626704,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.000643959935389669,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006435296752688227,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006435386031995872,-59,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006433118421587549,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006441158747352891,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006437034293670377,-65,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006436247764883322,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006433354991528368,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006434473795948226,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006437592289253095,-69,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006434201022530231,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006436691410428812,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006435196862233094,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006432410572391233,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006442205047966542,-59,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006433717054188019,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006434698236381597,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006439097802962869,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006432193278761665,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006439115043997426,-59,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006436178955494639,-59,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006435320455801675,-63,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006434985064002174,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006434182724113295,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
-0.0006440753904854551,-61,6,1976,HAUSTUDY,b4:fb:e4:c7:76:72
