,sa,timedifference,sequence no,length
20,ac:36:13:5b:00:45,0.0,0,159
21,ac:36:13:5b:00:45,0.040315870000000587,1,159
22,ac:36:13:5b:00:45,0.49743901499999765,12,159
23,ac:36:13:5b:00:45,4.491299095999999,41,157
24,ac:36:13:5b:00:45,4.627143564999997,47,157
25,ac:36:13:5b:00:45,4.647369962999996,48,157
26,ac:36:13:5b:00:45,4.782133926,54,157
27,ac:36:13:5b:00:45,5.070049531000002,67,157
28,ac:36:13:5b:00:45,5.089719267999996,68,157
29,ac:36:13:5b:00:45,5.112178124000003,69,157
30,ac:36:13:5b:00:45,5.132305839000004,70,157
31,ac:36:13:5b:00:45,5.205471304,73,157
79,ac:36:13:5b:00:45,366.75176158299996,4100,157
80,ac:36:13:5b:00:45,366.960572191,4110,157
81,ac:36:13:5b:00:45,366.98089135299995,4111,157
