wlan.sa,frame.time_relative,wlan.seq,wlan.ssid,frame.len
94:d7:71:fc:67:c9,16.109854796,381,,166
94:d7:71:fc:67:c9,16.157303126,382,,166
94:d7:71:fc:67:c9,16.589503206,391,,166
ac:36:13:5b:00:45,16.740615853,88,,159
ac:36:13:5b:00:45,16.780202487,89,,159
ac:36:13:5b:00:45,17.238270988,100,,159
ac:36:13:5b:00:45,17.278603876,101,,159
84:2e:27:6b:53:df,22.389028726,33,U+zone,164
84:2e:27:6b:53:df,22.390422350,34,U+zone_5G,167
84:2e:27:6b:53:df,22.392150066,35,5G_U+zone,167
84:2e:27:6b:53:df,22.394019996,36,,158
84:2e:27:6b:53:df,22.409305515,37,U+zone,164
84:2e:27:6b:53:df,22.410707168,38,U+zone_5G,167
84:2e:27:6b:53:df,22.412230747,39,5G_U+zone,167
84:2e:27:6b:53:df,22.413678381,40,,158
84:2e:27:6b:53:df,22.431760095,41,U+zone,164
84:2e:27:6b:53:df,22.433151198,42,U+zone_5G,167
84:2e:27:6b:53:df,22.434900559,43,5G_U+zone,167
84:2e:27:6b:53:df,22.436526164,44,,158
84:2e:27:6b:53:df,22.604236612,75,5G_U+zone,167
84:2e:27:6b:53:df,22.606073320,76,,158
84:2e:27:6b:53:df,22.625835380,80,,158
84:2e:27:6b:53:df,22.643710110,81,U+zone,164
84:2e:27:6b:53:df,22.645082045,82,U+zone_5G,167
84:2e:27:6b:53:df,22.647084295,83,5G_U+zone,167
84:2e:27:6b:53:df,22.648456765,84,,158
84:2e:27:6b:53:df,22.663682486,85,U+zone,164
84:2e:27:6b:53:df,22.665081413,86,U+zone_5G,167
84:2e:27:6b:53:df,22.666856353,87,5G_U+zone,167
84:2e:27:6b:53:df,22.668706822,88,,158
84:2e:27:6b:53:df,22.772676495,105,U+zone,164
84:2e:27:6b:53:df,22.774456016,106,U+zone_5G,167
84:2e:27:6b:53:df,22.776002443,107,5G_U+zone,167
84:2e:27:6b:53:df,22.777465678,108,,158
84:2e:27:6b:53:df,22.783049407,109,U+zone,164
84:2e:27:6b:53:df,22.784456632,110,U+zone_5G,167
84:2e:27:6b:53:df,22.786028794,111,5G_U+zone,167
84:2e:27:6b:53:df,22.787775519,112,,158
84:2e:27:6b:53:df,22.962705013,113,carlynne,166
94:d7:71:fc:67:c9,25.487887244,429,,166
94:d7:71:fc:67:c9,25.534735307,430,,166
94:d7:71:fc:67:c9,26.158390650,443,,166
94:d7:71:fc:67:c9,26.205977434,444,,166
00:f4:6f:9e:c6:eb,26.532607699,1,,149
00:f4:6f:9e:c6:eb,26.552605880,2,,149
00:f4:6f:9e:c6:eb,26.792007473,12,,149
00:f4:6f:9e:c6:eb,26.812058165,13,,149
ac:36:13:5b:00:45,27.033554337,134,,159
00:f4:6f:9e:c6:eb,27.052502206,24,,149
00:f4:6f:9e:c6:eb,27.072837591,25,,149
ac:36:13:5b:00:45,27.074799924,135,,159
