f8:e6:1a:f1:d6:49,1237.360331053,41962,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1237.361621505,41963,NaN,157
f8:e6:1a:f1:d6:49,1237.38053316,41964,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1237.381717487,41965,NaN,157
f8:e6:1a:f1:d6:49,1237.501457291,41972,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1237.522999249,41974,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1298.918395667,46199,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1298.919682215,46200,NaN,157
f8:e6:1a:f1:d6:49,1298.939015735,46201,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1298.940272463,46202,NaN,157
f8:e6:1a:f1:d6:49,1299.013472788,46205,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,1299.014784008,46206,NaN,157
f8:e6:1a:f1:d6:49,1299.079439535,46212,NaN,157
