f8:e6:1a:f1:d6:49,223.575756953,28401,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,223.57704623200001,28402,NaN,157
f8:e6:1a:f1:d6:49,223.595447208,28403,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,223.59672803200002,28404,NaN,157
f8:e6:1a:f1:d6:49,223.808272517,28420,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,223.82892735,28422,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,506.03665196699995,61316,NaN,157
f8:e6:1a:f1:d6:49,506.13271663,61322,NaN,157
f8:e6:1a:f1:d6:49,506.407620291,61340,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,506.40892164800005,61341,NaN,157
f8:e6:1a:f1:d6:49,506.432987607,61342,T wifi zone_secure,157
f8:e6:1a:f1:d6:49,506.434270166,61343,NaN,157
