,sa,timedifference,sequence no,length
445,94:d7:71:fc:67:c9,1824.4319100219998,6121,166
446,94:d7:71:fc:67:c9,1824.4596215219997,6122,166
447,94:d7:71:fc:67:c9,1830.2717591479998,6209,166
448,94:d7:71:fc:67:c9,1830.299508463,6210,166
478,94:d7:71:fc:67:c9,2047.071905083,6672,166
479,94:d7:71:fc:67:c9,2047.1475269229998,6675,166
480,94:d7:71:fc:67:c9,2047.1748075499997,6676,166
481,94:d7:71:fc:67:c9,2047.6251165709998,6693,166
482,94:d7:71:fc:67:c9,2047.652422596,6694,166
485,94:d7:71:fc:67:c9,2112.443154978,6830,166
486,94:d7:71:fc:67:c9,2112.490676622,6831,166
504,94:d7:71:fc:67:c9,2118.435398727,6893,166
505,94:d7:71:fc:67:c9,2118.463377207,6894,166
530,94:d7:71:fc:67:c9,2149.7965023700003,7042,166
531,94:d7:71:fc:67:c9,2149.8237843250004,7043,166
532,94:d7:71:fc:67:c9,2149.98321501,7049,166
533,94:d7:71:fc:67:c9,2150.2759708890003,7060,166
534,94:d7:71:fc:67:c9,2155.529172098,7124,166
535,94:d7:71:fc:67:c9,2155.556377356,7125,166
536,94:d7:71:fc:67:c9,2161.854039536,7232,166
537,94:d7:71:fc:67:c9,2161.881648952,7233,166
556,94:d7:71:fc:67:c9,2347.114684465,7537,166
