,sa,timedifference,sequence no,length
975,94:d7:71:fc:67:c9,4347.548718419,12552,166
976,94:d7:71:fc:67:c9,4347.575977411,12553,166
977,94:d7:71:fc:67:c9,4716.022221598,13185,166
978,94:d7:71:fc:67:c9,4716.069674964,13186,166
999,94:d7:71:fc:67:c9,4721.970230884001,13248,166
1000,94:d7:71:fc:67:c9,4721.999355822,13249,166
1004,94:d7:71:fc:67:c9,4722.56205653,13271,166
1005,94:d7:71:fc:67:c9,4722.589479741,13272,166
1033,94:d7:71:fc:67:c9,4743.878675052,13359,166
1034,94:d7:71:fc:67:c9,4744.091802729,13367,166
1035,94:d7:71:fc:67:c9,4744.119198379,13368,166
1036,94:d7:71:fc:67:c9,4744.408033702,13379,166
1037,94:d7:71:fc:67:c9,4750.425478063001,13475,166
1038,94:d7:71:fc:67:c9,4750.452835377,13476,166
1039,94:d7:71:fc:67:c9,4756.270322426,13565,166
1040,94:d7:71:fc:67:c9,4756.298216861001,13566,166
