,sa,timedifference,sequence no,length
289,94:d7:71:fc:67:c9,1368.2525879469997,4806,166
290,94:d7:71:fc:67:c9,1368.300098496,4807,166
327,94:d7:71:fc:67:c9,1373.987917475,4872,166
328,94:d7:71:fc:67:c9,1374.173348464,4879,166
329,94:d7:71:fc:67:c9,1374.3056604069998,4884,166
330,94:d7:71:fc:67:c9,1374.3329336819997,4885,166
344,94:d7:71:fc:67:c9,1411.425175273,5116,166
345,94:d7:71:fc:67:c9,1411.452541618,5117,166
346,94:d7:71:fc:67:c9,1420.124245381,5206,166
347,94:d7:71:fc:67:c9,1420.1516099769997,5207,166
372,94:d7:71:fc:67:c9,1716.124237196,5726,166
373,94:d7:71:fc:67:c9,1716.1515198319998,5727,166
374,94:d7:71:fc:67:c9,1716.4425396,5738,166
376,94:d7:71:fc:67:c9,1784.9356375519997,5908,166
377,94:d7:71:fc:67:c9,1784.983088904,5909,166
415,94:d7:71:fc:67:c9,1790.2541648119998,5965,166
416,94:d7:71:fc:67:c9,1790.281434409,5966,166
417,94:d7:71:fc:67:c9,1790.412406651,5971,166
